eye,onset,offset,duration,start_x,start_y,end_x,end_y,trial_id,task,stim_id
L,3008715,3008733,19,946.6,534.6,890.3,523,9,1_back,mst_023_A_l1.png
L,3009088,3009113,26,878.3,527.1,983.8,538.9,9,1_back,mst_023_A_l1.png
L,3009343,3009361,19,989.6,543.9,1033,519.3,10,1_back,mst_223_A_foil.png
L,3009538,3009550,13,1024.8,529.1,992.1,537.4,10,1_back,mst_223_A_foil.png
L,3010391,3010411,21,955.4,503.8,950.7,555.4,10,1_back,mst_223_A_foil.png
L,3010754,3010759,6,967.4,563.2,970.7,551.6,10,1_back,mst_223_A_foil.png
L,3011274,3011292,19,961.8,547.6,992.7,498.4,10,1_back,mst_223_A_foil.png
L,3011818,3011835,18,972.8,526.2,978.5,557.4,11,1_back,mst_223_A_foil.png
L,3012702,3012713,12,963.3,552.2,991.2,564.5,11,1_back,mst_223_A_foil.png
L,3013898,3013909,12,974.5,561.7,963.8,541.3,12,1_back,mst_305_A_l2.png
L,3014884,3014897,14,965.9,554.4,1006.3,546.8,12,1_back,mst_305_A_l2.png
L,3014929,3015448,520,1008.9,548.5,976.2,490.4,12,1_back,mst_305_A_l2.png
L,3015664,3015683,20,969.9,507.6,968.3,563,12,1_back,mst_305_A_l2.png
L,3017119,3017144,26,956.6,563.2,1032.2,521.4,13,1_back,mst_305_B_l2.png
L,3018276,3018291,16,1017.6,555.8,961.8,559,14,1_back,mst_280_A_l2.png
L,3019298,3019306,9,947.7,564.4,927.8,568.8,14,1_back,mst_280_A_l2.png
L,3019518,3019529,12,927.4,585.4,905.4,589.7,14,1_back,mst_280_A_l2.png
L,3019855,3019876,22,898,587.3,974,563.5,14,1_back,mst_280_A_l2.png
L,3020990,3020996,7,969.3,558.3,955,561.4,15,1_back,mst_280_B_l2.png
L,3022236,3022246,11,938.9,556.1,967.4,557.6,15,1_back,mst_280_B_l2.png
L,3022465,3022479,15,976.2,554.4,1019.1,542.2,15,1_back,mst_280_B_l2.png
L,3023127,3023133,7,956.6,524.2,960.9,530.2,16,1_back,mst_400_A_foil.png
L,3023914,3024315,402,966.1,552.4,978.2,487.4,16,1_back,mst_400_A_foil.png
L,3025245,3025250,6,977.5,531.1,981,539.5,17,1_back,mst_400_A_foil.png
L,3026559,3027656,1098,983.9,542.4,956.4,586.9,18,1_back,mst_338_A_l2.png
L,3028388,3028433,46,945.4,551.4,973.3,686.4,18,1_back,mst_338_A_l2.png
L,3028747,3028754,8,976.7,728.3,964.4,739.6,18,1_back,mst_338_A_l2.png
L,3029361,3029379,19,956.9,743.4,995.4,718.6,18,1_back,mst_338_A_l2.png
L,3029817,3029855,39,963.3,712.8,953.7,544,19,1_back,mst_332_A_l2.png
L,3030772,3030785,14,948.6,535.6,911.4,548.7,19,1_back,mst_332_A_l2.png
L,3031355,3031369,15,905.7,574.7,941.1,564.3,19,1_back,mst_332_A_l2.png
L,3032144,3032149,6,995.7,540.4,987.5,546.6,20,1_back,mst_306_A_l2.png
L,3033100,3033111,12,987.7,534.2,959.2,523.2,20,1_back,mst_306_A_l2.png
L,3033469,3033485,17,939.6,515.9,992,510.9,20,1_back,mst_306_A_l2.png
L,3035588,3035602,15,952.5,556.4,985.6,522.3,21,1_back,mst_306_B_l2.png
L,3035941,3036416,476,981.9,527.3,910.6,501,22,1_back,mst_237_A_l2.png
L,3036499,3036514,16,913.7,496.2,952.5,529.9,22,1_back,mst_237_A_l2.png
L,3037102,3037112,11,952.7,553.6,956.5,534.6,22,1_back,mst_237_A_l2.png
L,3037282,3037834,553,972.5,525.5,960.9,572.9,22,1_back,mst_237_A_l2.png
L,3038599,3038615,17,966.8,524.5,987.7,548.8,23,1_back,mst_237_B_l2.png
L,3039842,3039862,21,955.5,555.5,1033.1,528.9,23,1_back,mst_237_B_l2.png
L,3040324,3040340,17,1038.8,551.4,980.9,551.2,23,1_back,mst_237_B_l2.png
L,3040499,3041229,731,956.6,551.5,953.2,557.4,24,1_back,mst_317_A_l2.png
L,3041845,3041854,10,967.5,549.8,989.1,542.5,24,1_back,mst_317_A_l2.png
L,3042620,3042631,12,960.4,542.9,995.3,547.6,24,1_back,mst_317_A_l2.png
L,3044379,3045450,1072,969.3,575.6,959.5,567.5,26,1_back,mst_201_A_l2.png
L,3045834,3045839,6,987.7,542,988.9,550.8,26,1_back,mst_201_A_l2.png
L,3047913,3047930,18,992,449.6,969.8,479.4,27,1_back,mst_201_B_l2.png
L,3048061,3048068,8,966.4,505.4,976.9,514.5,27,1_back,mst_201_B_l2.png
L,3048810,3048838,29,970.8,537.4,1027.9,598.3,27,1_back,mst_201_B_l2.png
L,3049430,3049450,21,1026.9,610.3,1042.5,559,27,1_back,mst_201_B_l2.png
L,3049775,3049794,20,1035.3,555.2,1023.6,594.3,27,1_back,mst_201_B_l2.png
L,3050096,3050114,19,1001.5,587.5,962.7,557.9,28,1_back,mst_275_B_l2.png
L,3050334,3051114,781,945.1,538.2,939.9,559.1,28,1_back,mst_275_B_l2.png
L,3052221,3052243,23,977.1,457.4,990.4,516.5,29,1_back,mst_194_A_foil.png
L,3053465,3054428,964,985.4,557.8,958.1,603.4,29,1_back,mst_194_A_foil.png
L,3054565,3054576,12,921,501.8,929.8,521.9,30,1_back,mst_194_A_foil.png
L,3054957,3054974,18,947.4,513,963.5,507.1,30,1_back,mst_194_A_foil.png
L,3055186,3055191,6,952.4,510.9,960.8,524.8,30,1_back,mst_194_A_foil.png
L,3056373,3056398,26,955.4,598.1,1047.9,561.6,30,1_back,mst_194_A_foil.png
L,3056947,3056964,18,1015.1,589.7,985.6,555.4,31,1_back,mst_148_A_l1.png
L,3057031,3058210,1180,918,545.4,862,525.8,31,1_back,mst_148_A_l1.png
L,3058745,3058762,18,872.3,562.5,901.6,527.1,31,1_back,mst_148_A_l1.png
L,3059271,3059290,20,905,531.5,957,543.8,32,1_back,mst_148_B_l1.png
L,3060468,3060497,30,958.4,591,1019.3,683.7,32,1_back,mst_148_B_l1.png
L,3060814,3060848,35,1014.6,692,997.4,512.1,32,1_back,mst_148_B_l1.png
L,3061251,3062966,1716,960.9,498.8,954.5,504.7,33,1_back,mst_653_A_foil.png
L,3064002,3064937,936,960.9,498.8,954.5,504.7,34,1_back,mst_653_A_foil.png
L,3065401,3067590,2190,946.8,598.3,945.7,508.7,35,1_back,mst_304_A_l2.png
L,3068461,3068477,17,958.3,541.1,1010.8,552.9,36,1_back,mst_304_B_l2.png
L,3069477,3069498,22,978.3,569.7,935.1,609.7,36,1_back,mst_304_B_l2.png
L,3069787,3069804,18,920.8,623.8,862.3,607,36,1_back,mst_304_B_l2.png
L,3070061,3070109,49,860.7,593.6,984.6,491.7,36,1_back,mst_304_B_l2.png
L,3070597,3070626,30,990.8,485.9,1020.8,584.4,37,1_back,mst_052_A_foil.png
L,3070765,3071169,405,1024.8,597.2,957,489.4,37,1_back,mst_052_A_foil.png
L,3071288,3071305,18,965,522.4,969.4,562.6,37,1_back,mst_052_A_foil.png
L,3071813,3071831,19,970.3,557.6,992.1,508.6,37,1_back,mst_052_A_foil.png
L,3072571,3072576,6,982.4,548.7,978.1,540.8,37,1_back,mst_052_A_foil.png
L,3072712,3073115,404,945.1,515.1,974.7,510.4,38,1_back,mst_052_A_foil.png
L,3073202,3073213,12,983.4,517,959.7,536.1,38,1_back,mst_052_A_foil.png
L,3074157,3074175,19,958,540.4,982.5,514.1,38,1_back,mst_052_A_foil.png
L,3075232,3077087,1856,988.7,529.6,983.8,567.9,39,1_back,mst_069_A_l1.png
L,3077122,3077167,46,865.3,623.5,856.5,608.2,39,1_back,mst_069_A_l1.png
L,3077291,3077324,34,864.7,597.2,876.2,646.6,39,1_back,mst_069_A_l1.png
L,3077597,3077624,28,870.7,668.9,914,611.3,39,1_back,mst_069_A_l1.png
L,3077843,3077863,21,914.2,623.6,960.1,585.3,40,1_back,mst_294_A_l2.png
L,3077976,3077981,6,972.4,560.1,972.1,546.8,40,1_back,mst_294_A_l2.png
L,3078023,3079987,1965,969.9,558.8,961.7,488.7,41,1_back,mst_215_A_l2.png
L,3080025,3080036,12,955.3,504,955.9,485.5,41,1_back,mst_215_A_l2.png
L,3080300,3080311,12,959.8,472.4,975.7,493.4,41,1_back,mst_215_A_l2.png
L,3080386,3080393,8,975.4,524.7,964.7,533.9,41,1_back,mst_215_A_l2.png
L,3080956,3080981,26,970.7,579.3,1044.4,619.7,41,1_back,mst_215_A_l2.png
L,3081310,3081328,19,1036.6,609.7,1000,566.9,41,1_back,mst_215_A_l2.png
L,3081583,3081604,22,994.7,583.6,965.4,533.8,41,1_back,mst_215_A_l2.png
L,3083176,3083211,36,952.3,599.7,948.9,646.4,42,1_back,mst_215_B_l2.png
L,3083773,3083795,23,951,669.4,1035.7,616.9,42,1_back,mst_215_B_l2.png
L,3084156,3084201,46,1041.1,617.8,957.2,492.4,42,1_back,mst_215_B_l2.png
L,3084548,3084583,36,955.9,482.5,960.2,539.6,43,1_back,mst_331_A_l2.png
L,3085373,3085398,26,965.9,543.3,966,475.5,43,1_back,mst_331_A_l2.png
L,3085610,3086523,914,964.5,498.7,996,462.9,43,1_back,mst_331_A_l2.png
L,3086832,3086872,41,981.8,475.3,968,517.6,44,1_back,mst_180_A_l1.png
L,3087001,3087021,21,956.3,517.7,957.4,517.1,44,1_back,mst_180_A_l1.png
L,3087066,3087082,17,956,508.4,979.4,512.9,44,1_back,mst_180_A_l1.png
L,3087702,3087720,19,994.3,539.7,1030,545.8,44,1_back,mst_180_A_l1.png
L,3089386,3089392,7,988.6,538.7,989.5,552,45,1_back,mst_180_B_l1.png
L,3089945,3089954,10,975.1,543.2,1005.6,549.2,45,1_back,mst_180_B_l1.png
L,3090505,3090524,20,1046.1,554.9,956.4,551.7,45,1_back,mst_180_B_l1.png
L,3090700,3091855,1156,926.4,555.8,944.4,520.4,46,1_back,mst_314_A_l2.png
L,3092249,3092290,42,974.2,547.4,966.4,451,46,1_back,mst_314_A_l2.png
L,3092929,3092948,20,973.5,455.9,952.3,515.3,46,1_back,mst_314_A_l2.png
L,3093570,3093575,6,971.7,532.9,970.6,543.1,47,1_back,mst_314_B_l2.png
L,3093729,3094610,882,930.1,549,930.1,549,47,1_back,mst_314_B_l2.png
L,3095048,3095786,739,1022.9,575.2,1004.4,635.8,48,1_back,mst_084_A_l1.png
L,3095943,3095953,11,1023.8,584,991.2,591.5,48,1_back,mst_084_A_l1.png
L,3096331,3096351,21,993.4,588.3,960.6,534.5,48,1_back,mst_084_A_l1.png
L,3097025,3097038,14,980.5,562.3,941,586.1,48,1_back,mst_084_A_l1.png
L,3097457,3097476,20,938.7,604.7,1021,592.2,48,1_back,mst_084_A_l1.png
L,3097713,3097727,15,1030,574.1,1079.2,564.1,48,1_back,mst_084_A_l1.png
L,3097965,3097972,8,1049.8,566,1067.7,578.1,48,1_back,mst_084_A_l1.png
L,3098178,3099117,940,1063.9,589.9,983.2,546.1,49,1_back,mst_084_B_l1.png
L,3099454,3099474,21,1002.9,565.9,907.5,567.3,49,1_back,mst_084_B_l1.png
L,3099688,3101162,1475,884.2,565.1,859,563,50,1_back,mst_249_A_l2.png
L,3101774,3102443,670,867,495.4,869.1,494.3,51,1_back,mst_317_B_l2.png
L,3102737,3102751,15,954.5,548.4,959.1,536.1,51,1_back,mst_317_B_l2.png
L,3103743,3103762,20,980,595.2,920.1,594.9,51,1_back,mst_317_B_l2.png
L,3104109,3104133,25,899.3,609.5,982,548.2,51,1_back,mst_317_B_l2.png
L,3105990,3105995,6,986,541.4,972.1,543,52,1_back,mst_748_A_foil.png
L,3106462,3106943,482,985,534.3,960.4,514.6,53,1_back,mst_748_A_foil.png
L,3108775,3111248,2474,991.9,562,940.6,524.3,55,1_back,mst_009_B_l1.png
L,3112772,3112797,26,989.3,557.8,1015.9,486.1,55,1_back,mst_009_B_l1.png
L,3113286,3114371,1086,933.6,564,916.4,587.2,56,1_back,mst_168_A_l1.png
L,3114628,3114635,8,1019.9,506.5,1039.8,527.8,56,1_back,mst_168_A_l1.png
L,3114983,3114989,7,1012,570.4,999.5,577.7,56,1_back,mst_168_A_l1.png
L,3116751,3116783,33,1007,582.4,1146.1,594.8,57,1_back,mst_168_B_l1.png
L,3117101,3117144,44,1117.7,606.5,1093,495.6,57,1_back,mst_168_B_l1.png
L,3117391,3117414,24,1084.4,487.5,976,502.9,57,1_back,mst_168_B_l1.png
L,3117672,3117680,9,964,509.6,940,505.9,57,1_back,mst_168_B_l1.png
L,3117875,3118578,704,924,509.3,949.7,542.5,58,1_back,mst_014_A_l1.png
L,3118603,3120112,1510,1059,465.7,1061.4,474.4,59,1_back,mst_014_B_l1.png
L,3120160,3120663,504,1047.3,489.9,1005.3,605.7,59,1_back,mst_014_B_l1.png
L,3121008,3121050,43,969.1,508.9,892.6,442.9,59,1_back,mst_014_B_l1.png
L,3121639,3121693,55,905.9,465.4,1034,618.8,59,1_back,mst_014_B_l1.png
L,3122067,3123730,1664,1039.5,689.4,1035.6,727.4,60,1_back,mst_248_A_l2.png
L,3124757,3124762,6,972.6,467.2,984.2,470.2,61,1_back,mst_248_B_l2.png
L,3125100,3125122,23,948.6,492.3,954.5,471.8,61,1_back,mst_248_B_l2.png
L,3125751,3125767,17,988.3,500.7,943.4,499.1,61,1_back,mst_248_B_l2.png
L,3125907,3129501,3595,916.7,495.1,904.3,493.1,63,1_back,mst_579_A_foil.png
L,3129708,3129727,20,949.8,545.9,1026.3,542.7,63,1_back,mst_579_A_foil.png
L,3130495,3130512,18,1029.3,549,1086.3,536.8,63,1_back,mst_579_A_foil.png
L,3131235,3131258,24,1051.7,549.3,942.4,531,64,1_back,mst_077_A_l1.png
L,3131462,3131472,11,934.3,537,958,551.1,64,1_back,mst_077_A_l1.png
L,3132322,3132354,33,951.7,553.7,931.7,467.9,64,1_back,mst_077_A_l1.png
L,3132549,3133403,855,936.6,477.6,898.6,405.1,64,1_back,mst_077_A_l1.png
L,3133428,3133463,36,911.4,408.2,948.7,436.6,64,1_back,mst_077_A_l1.png
L,3133779,3133813,35,959,464.5,971.2,482.5,65,1_back,mst_687_A_foil.png
L,3134036,3135161,1126,967.1,487.3,889.3,468.1,65,1_back,mst_687_A_foil.png
L,3135298,3137263,1966,967.1,487.3,889.3,468.1,66,1_back,mst_687_A_foil.png
L,3137343,3137375,33,988.3,507.7,899,454.9,66,1_back,mst_687_A_foil.png
L,3137577,3139480,1904,886.8,476.8,1000.8,575.1,67,1_back,mst_114_A_l1.png
L,3139575,3146844,7270,999.4,583.7,945.9,373.1,70,1_back,mst_106_A_l1.png
L,3146911,3146923,13,948.2,372.4,971.9,402.9,70,1_back,mst_106_A_l1.png
L,3147770,3147790,21,1012.7,556.4,1089.7,539,71,1_back,mst_106_B_l1.png
L,3148012,3148037,26,1080.5,544.1,1007.1,490.8,71,1_back,mst_106_B_l1.png
L,3149170,3149189,20,950.7,516.9,951.1,469.9,71,1_back,mst_106_B_l1.png
L,3149292,3151268,1977,933.5,458.5,1108.1,520.5,72,1_back,mst_238_A_foil.png
L,3151404,3151428,25,1076.2,496.3,1076.4,499.1,73,1_back,mst_238_A_foil.png
L,3151507,3151511,5,1060.7,499.6,1049.5,486.4,73,1_back,mst_238_A_foil.png
L,3151699,3151762,64,949.5,467.7,940.7,480,73,1_back,mst_238_A_foil.png
L,3151806,3151988,183,921.9,482.8,949.2,499.5,73,1_back,mst_238_A_foil.png
L,3152048,3152292,245,958.4,486.7,958.1,530.3,73,1_back,mst_238_A_foil.png
L,3152321,3152478,158,959.7,559.9,958.9,560.7,73,1_back,mst_238_A_foil.png
L,3153063,3153111,49,1026.1,540.5,931.6,646.4,73,1_back,mst_238_A_foil.png
L,3153265,3153277,13,912.3,655.7,901,621.7,73,1_back,mst_238_A_foil.png
L,3153303,3153604,302,1068.1,555.5,1077.7,557.3,73,1_back,mst_238_A_foil.png
L,3153756,3153771,16,1075.9,531.4,1088.8,496.2,74,1_back,mst_002_A_l1.png
L,3153916,3153952,37,1083.6,471,1018.5,505.8,74,1_back,mst_002_A_l1.png
L,3154085,3156049,1965,998.6,559.8,977.9,588.7,75,1_back,mst_223_A_l2.png
L,3156074,3156096,23,972,582.6,1007.2,529.2,75,1_back,mst_223_A_l2.png
L,3156366,3156388,23,999.3,579.3,1033.2,515.8,75,1_back,mst_223_A_l2.png
L,3156770,3156817,48,1021,519.7,1042.9,623.3,75,1_back,mst_223_A_l2.png
L,3156913,3157516,604,1043.5,644.5,931.4,497.6,75,1_back,mst_223_A_l2.png
L,3157681,3159776,2096,931.4,514.1,937,506.1,76,1_back,mst_223_B_l2.png
L,3160008,3160053,46,999.8,507.7,1078.9,586.9,76,1_back,mst_223_B_l2.png
L,3160434,3160460,27,1102.3,612.4,1012.3,570.5,77,1_back,mst_249_B_l2.png
L,3160745,3160783,39,998.1,608.9,999.2,545.9,77,1_back,mst_249_B_l2.png
L,3161370,3161388,19,986.4,552.1,921.7,567.7,77,1_back,mst_249_B_l2.png
L,3161644,3161658,15,932.7,592.7,983.7,591.3,77,1_back,mst_249_B_l2.png
L,3161919,3163264,1346,994.3,599.7,949,544.9,78,1_back,mst_726_A_foil.png
L,3163303,3163324,22,939.9,421.4,963.5,436,78,1_back,mst_726_A_foil.png
L,3163478,3163488,11,995.1,477.9,991,454.5,78,1_back,mst_726_A_foil.png
L,3163712,3165650,1939,961.3,386.1,969.9,434.9,79,1_back,mst_726_A_foil.png
L,3166225,3167671,1447,993.4,466.8,1048.4,527.1,80,1_back,mst_024_A_l1.png
L,3167830,3167844,15,1057.6,525.7,1056.2,520.5,80,1_back,mst_024_A_l1.png
L,3167903,3167909,7,1059.5,509.3,1079.2,519.7,80,1_back,mst_024_A_l1.png
L,3168362,3168369,8,1060.2,573.9,1044.2,577.6,80,1_back,mst_024_A_l1.png
L,3168403,3171021,2619,971.1,470.7,994,483.2,81,1_back,mst_426_A_foil.png
L,3171477,3171497,21,1022.2,503.9,991.2,551.3,82,1_back,mst_426_A_foil.png
L,3171822,3174888,3067,996.6,544.9,980.3,521.5,83,1_back,mst_020_A_l1.png
L,3174975,3175076,102,970.9,522,1016.4,569,83,1_back,mst_020_A_l1.png
L,3175194,3175198,5,1019.2,563.1,1022,575.1,83,1_back,mst_020_A_l1.png
L,3175437,3175452,16,1025.3,594.5,987.7,623.8,83,1_back,mst_020_A_l1.png
L,3175868,3175887,20,972.8,620.2,1023.4,582.1,83,1_back,mst_020_A_l1.png
L,3176240,3176689,450,1010.7,581.6,1010.5,523,84,1_back,mst_300_A_foil.png
L,3176864,3176881,18,1023.4,543.3,969.5,533.6,84,1_back,mst_300_A_foil.png
L,3177526,3178327,802,956.6,525.1,987,475.7,84,1_back,mst_300_A_foil.png
L,3178504,3178543,40,990.9,476,938,498.4,85,1_back,mst_300_A_foil.png
L,3178740,3178756,17,933,514.1,973.8,537.4,85,1_back,mst_300_A_foil.png
L,3178859,3179967,1109,947.9,539.4,1029.1,469.9,85,1_back,mst_300_A_foil.png
L,3180394,3180420,27,1039.3,474,918.3,547.7,85,1_back,mst_300_A_foil.png
L,3180560,3181433,874,906.2,537.4,904.1,539.1,86,1_back,mst_023_B_l1.png
L,3181531,3181779,249,950.8,513.2,964.7,537.2,86,1_back,mst_023_B_l1.png
L,3182180,3183621,1442,969.2,537.7,946.5,487.2,87,1_back,mst_153_A_l1.png
L,3183647,3183929,283,937.2,482.9,949.1,490.5,87,1_back,mst_153_A_l1.png
L,3184070,3186600,2531,937.2,482.9,949.1,490.5,88,1_back,mst_153_B_l1.png
L,3186831,3186878,48,993.6,588.3,969.7,441.9,88,1_back,mst_153_B_l1.png
L,3187093,3187121,29,966.7,448.5,971.6,522.2,88,1_back,mst_153_B_l1.png
L,3187761,3187775,15,972.4,512.5,955.5,549.7,89,1_back,mst_167_A_l1.png
L,3189200,3190373,1174,1000.3,577.9,954.2,524.4,90,1_back,mst_167_B_l1.png
L,3191425,3191447,23,1013.9,575.1,943.4,553.4,90,1_back,mst_167_B_l1.png
L,3191717,3192418,702,910.5,523.4,957.1,510.6,91,1_back,mst_051_A_foil.png
L,3192611,3192689,79,971.2,531,936.6,518.7,91,1_back,mst_051_A_foil.png
L,3192754,3196108,3355,923.2,530.5,923.2,530.5,92,1_back,mst_051_A_foil.png
L,3196236,3196243,8,980.6,496.8,971.6,508.7,92,1_back,mst_051_A_foil.png
L,3196449,3196465,17,974.4,515.7,941.3,542.1,92,1_back,mst_051_A_foil.png
L,3197624,3197639,16,991.7,503.1,1038.9,510.9,93,1_back,mst_024_B_l1.png
L,3198030,3200052,2023,1114.5,526.5,994.7,478,94,1_back,mst_570_A_foil.png
L,3200231,3202845,2615,1013.9,526.8,955.4,555.9,95,1_back,mst_570_A_foil.png
L,3203235,3203267,33,1041,589,1054.3,444.8,95,1_back,mst_570_A_foil.png
L,3203971,3203992,22,1059.6,499.2,986.6,530.8,96,1_back,mst_286_A_l2.png
L,3204387,3204427,41,956.1,547.3,1008,522.7,96,1_back,mst_286_A_l2.png
L,3204853,3204867,15,1009.6,528.6,969,557.3,96,1_back,mst_286_A_l2.png
L,3205432,3205447,16,961.4,552.8,1007.2,525,96,1_back,mst_286_A_l2.png
L,3205765,3206028,264,998.4,534.1,991.1,507.5,97,1_back,mst_042_A_l1.png
L,3206788,3207755,968,983.3,529.8,960,436.1,97,1_back,mst_042_A_l1.png
L,3207859,3207873,15,991.5,404.8,994.3,395.5,98,1_back,mst_316_A_l2.png
L,3207926,3207933,8,993.1,404,973.8,409.6,98,1_back,mst_316_A_l2.png
L,3208153,3208178,26,977.7,421.8,967.8,491.6,98,1_back,mst_316_A_l2.png
L,3209185,3209190,6,1006.3,524.7,1005.7,507.5,98,1_back,mst_316_A_l2.png
L,3209302,3209722,421,1012.2,539.7,1016.6,504,98,1_back,mst_316_A_l2.png
L,3209830,3209838,9,1019.6,517.8,997.2,521,98,1_back,mst_316_A_l2.png
L,3210009,3211453,1445,973.3,520.6,950.8,493.6,99,1_back,mst_042_B_l1.png
L,3211553,3211576,24,968.6,533,1088.8,554.2,99,1_back,mst_042_B_l1.png
L,3211890,3211918,29,1112.3,558.4,1045.3,493.7,99,1_back,mst_042_B_l1.png
L,3212526,3212537,12,1034.4,517.2,1006.3,501.6,100,1_back,mst_003_B_l1.png
L,3212737,3212754,18,1001.8,519.8,972.7,557.9,100,1_back,mst_003_B_l1.png
L,3213367,3213465,99,953.3,556.1,905.5,524.7,100,1_back,mst_003_B_l1.png
L,3213525,3215171,1647,907.5,552.4,968.5,508.2,101,1_back,mst_701_A_foil.png
L,3215855,3215874,20,979,560.3,911.8,561.2,101,1_back,mst_701_A_foil.png
L,3216250,3216272,23,922.4,564,992.4,504.7,101,1_back,mst_701_A_foil.png
L,3216681,3217957,1277,974,506.2,978.8,542.5,102,1_back,mst_701_A_foil.png
L,3218423,3218442,20,1029.1,525.2,953.2,509.1,102,1_back,mst_701_A_foil.png
L,3218955,3218977,23,939.9,518.4,1002.1,474.5,102,1_back,mst_701_A_foil.png
L,3219040,3219571,532,1014.7,469.2,959.4,494.8,103,1_back,mst_068_A_l1.png
L,3219880,3219921,42,964.2,511.1,977.3,592.8,103,1_back,mst_068_A_l1.png
L,3220091,3220114,24,971.8,593.7,922.6,647.6,103,1_back,mst_068_A_l1.png
L,3220487,3220503,17,953.6,590.9,950.4,576.9,103,1_back,mst_068_A_l1.png
L,3220539,3222342,1804,960.4,582.2,950.4,460.5,104,1_back,mst_532_A_foil.png
L,3222387,3222482,96,952.7,462.1,949.7,472.9,104,1_back,mst_532_A_foil.png
L,3222506,3222593,88,952.7,462.1,949.7,472.9,104,1_back,mst_532_A_foil.png
L,3222626,3223121,496,958.4,526.3,960.7,488.8,104,1_back,mst_532_A_foil.png
L,3224215,3224231,17,990.4,535.3,994.1,491.7,105,1_back,mst_532_A_foil.png
L,3225219,3225228,10,974.8,507.9,952.4,497.4,105,1_back,mst_532_A_foil.png
L,3225874,3225892,19,928.2,486.3,982.4,470.9,106,1_back,mst_446_A_foil.png
L,3226590,3226601,12,947.1,501.1,918.1,510.9,106,1_back,mst_446_A_foil.png
L,3226667,3228552,1886,902.4,505.9,961.7,525.1,107,1_back,mst_446_A_foil.png
L,3229049,3230790,1742,975.7,541.1,955,527.7,108,1_back,mst_034_A_l1.png
L,3230815,3230835,21,956.5,526.7,957.4,522.5,108,1_back,mst_034_A_l1.png
L,3231159,3231193,35,965.6,554.6,906.3,578.8,108,1_back,mst_034_A_l1.png
L,3231464,3231506,43,885.9,611.3,1030.5,570.6,108,1_back,mst_034_A_l1.png
L,3231878,3231897,20,1034.7,573.3,950.2,589.6,108,1_back,mst_034_A_l1.png
L,3232324,3232338,15,941.7,575.2,984,563.1,109,1_back,mst_034_B_l1.png
L,3232432,3233270,839,982.9,569.1,920.8,543.2,109,1_back,mst_034_B_l1.png
L,3233303,3233384,82,930,537.4,911.6,566.4,109,1_back,mst_034_B_l1.png
L,3233669,3233694,26,927.6,605.6,1037.6,551.1,109,1_back,mst_034_B_l1.png
L,3233840,3236990,3151,1031,566.1,1006.5,634.1,111,1_back,mst_165_A_l1.png
L,3237486,3237512,27,977.9,570.9,879.8,650,111,1_back,mst_165_A_l1.png
L,3237652,3239858,2207,889.2,648.5,968.3,553.2,112,1_back,mst_311_A_l2.png
L,3239989,3240006,18,978.1,582.6,929.4,563,112,1_back,mst_311_A_l2.png
L,3240193,3240202,10,920,564.5,918.5,546.5,112,1_back,mst_311_A_l2.png
