onset	duration	trial_type	stim_id	condition	identity	corr_resp	block	fix_duration	subj_id	resp_key	rt
6.525	1.5	filler	mst_024_A_foil.png	filler	F	none	3	0.51463466518012	102	NA	NaN
8.858	1.5	compared	mst_189_A_l3.png	compared	A	none	3	0.82198429905192	102	NA	NaN
12.542	1.5	compared	mst_189_B_l3.png	compared	B	2	3	2.17174409781775	102	1	1.40764203295112
15.683	1.5	filler	mst_006_A_foil.png	filler	F	none	3	1.6349586267672	102	NA	NaN
19.442	1.5	repeat	mst_283_A_l4.png	repeat	A	none	3	2.24496791471142	102	NA	NaN
22.675	1.5	repeat	mst_283_A_l4.png	repeat	A	1	3	1.7218636905219	102	1	0.922439795918763
26.183	1.5	filler	mst_002_A_foil.png	filler	F	none	3	1.99937182469357	102	NA	NaN
29.508	1.5	repeat	mst_309_A_l4.png	repeat	A	none	3	1.81562924529854	102	NA	NaN
31.65	1.5	repeat	mst_309_A_l4.png	repeat	A	1	3	0.632765819314555	102	1	0.82959562074393
35.15	1.5	compared	mst_005_A_l2.png	compared	A	none	3	1.99396013162286	102	NA	NaN
39.033	1.5	compared	mst_005_B_l2.png	compared	B	2	3	2.37640252802993	102	2	0.678406214341521
42.325	1.5	filler	mst_122_A_foil.png	filler	F	none	3	1.77949255149999	102	NA	NaN
44.817	1.5	compared	mst_009_A_l2.png	compared	A	none	3	0.985876934272843	102	NA	NaN
47.35	1.5	compared	mst_009_B_l2.png	compared	B	2	3	1.02644366289121	102	NA	NaN
49.892	1.5	filler	mst_227_A_foil.png	filler	F	none	3	1.03344061519038	102	2	-0.364794733002782
52.85	1.5	compared	mst_010_A_l2.png	compared	A	none	3	1.44787765534012	102	NA	NaN
55.35	1.5	compared	mst_010_B_l2.png	compared	B	2	3	0.989731674032041	102	2	0.889946714043617
58.3	1.5	filler	mst_204_A_foil.png	filler	F	none	3	1.43947487748058	102	NA	NaN
62.034	1.5	repeat	mst_285_A_l4.png	repeat	A	none	3	2.2222197168816	102	NA	NaN
65.367	1.5	repeat	mst_285_A_l4.png	repeat	A	1	3	1.8271080422209	102	1	0.77242492325604
67.509	1.5	compared	mst_167_A_l3.png	compared	A	none	3	0.630902575122549	102	NA	NaN
70.2	1.5	compared	mst_167_B_l3.png	compared	B	2	3	1.18548651126356	102	2	1.28323532175273
72.459	1.5	filler	mst_033_A_foil.png	filler	F	none	3	0.745275899000976	102	NA	NaN
75.892	1.5	repeat	mst_252_A_l4.png	repeat	A	none	3	1.92049612953789	102	NA	NaN
79.8	1.5	repeat	mst_252_A_l4.png	repeat	A	1	3	2.39821252401139	102	1	0.672327803447843
83.434	1.5	compared	mst_084_A_l2.png	compared	A	none	3	2.12104356137705	102	NA	NaN
87.117	1.5	compared	mst_084_B_l2.png	compared	B	2	3	2.17082074901348	102	2	0.830767148174345
91.009	1.5	repeat	mst_270_A_l4.png	repeat	A	none	3	2.38483758655958	102	NA	NaN
94.475	1.5	repeat	mst_270_A_l4.png	repeat	A	1	3	1.9606174300033	102	1	0.893625534139574
97.909	1.5	compared	mst_205_A_l3.png	compared	A	none	3	1.92508379394362	102	NA	NaN
101.892	1.5	compared	mst_205_B_l3.png	compared	B	2	3	2.47541277125946	102	1	1.06698148697615
105.059	1.5	filler	mst_007_A_foil.png	filler	F	none	3	1.65961382062782	102	NA	NaN
108.567	1.5	compared	mst_061_A_l2.png	compared	A	none	3	2.00137681544529	102	NA	NaN
111.775	1.5	compared	mst_061_B_l2.png	compared	B	2	3	1.7005918008829	102	2	0.768799525685608
115.167	1.5	repeat	mst_320_A_l4.png	repeat	A	none	3	1.88194265617335	102	NA	NaN
118.242	1.5	repeat	mst_320_A_l4.png	repeat	A	1	3	1.56728201086365	102	2	1.22222366370261
120.417	1.5	compared	mst_015_A_l2.png	compared	A	none	3	0.665284608905616	102	NA	NaN
124.084	1.5	compared	mst_015_B_l2.png	compared	B	2	3	2.15742437987429	102	2	0.965646016411483
126.275	1.5	filler	mst_027_A_foil.png	filler	F	none	3	0.68392564835222	102	NA	NaN
130.1	1.5	compared	mst_192_A_l3.png	compared	A	none	3	2.31881683943056	102	NA	NaN
133.784	1.5	compared	mst_192_B_l3.png	compared	B	2	3	2.17662468128219	102	2	1.037846990861
135.859	1.5	filler	mst_155_A_foil.png	filler	F	none	3	0.568701718218116	102	NA	NaN
139.167	1.5	compared	mst_233_A_l3.png	compared	A	none	3	1.80279625556732	102	NA	NaN
141.584	1.5	compared	mst_233_B_l3.png	compared	B	2	3	0.905201734955285	102	2	0.814947489649057
145.584	1.5	repeat	mst_253_A_l4.png	repeat	A	none	3	2.4908057247757	102	NA	NaN
147.684	1.5	repeat	mst_253_A_l4.png	repeat	A	1	3	0.593175241061812	102	1	0.837989944964647
149.851	1.5	filler	mst_017_A_foil.png	filler	F	none	3	0.654733792123813	102	NA	NaN
152.334	1.5	repeat	mst_313_A_l4.png	repeat	A	none	3	0.973131684693551	102	NA	NaN
156.301	1.5	repeat	mst_313_A_l4.png	repeat	A	1	3	2.45416323283916	102	2	1.02342281863093
158.792	1.5	compared	mst_052_A_l2.png	compared	A	none	3	0.985637308644293	102	NA	NaN
162.059	1.5	compared	mst_052_B_l2.png	compared	B	2	3	1.75596339716646	102	2	0.920203511603177
164.267	1.5	repeat	mst_257_A_l4.png	repeat	A	none	3	0.702169323988885	102	NA	NaN
167.234	1.5	repeat	mst_257_A_l4.png	repeat	A	1	3	1.4569600429277	102	1	0.863292533904314
170.592	1.5	repeat	mst_249_A_l4.png	repeat	A	none	3	1.8493335155037	102	NA	NaN
173.409	1.5	repeat	mst_249_A_l4.png	repeat	A	1	3	1.30651605786851	102	1	0.931348020210862
177.092	1.5	filler	mst_211_A_foil.png	filler	F	none	3	2.17726565791796	102	NA	NaN
180.951	1.5	compared	mst_091_A_l2.png	compared	A	none	3	2.34877881746236	102	NA	NaN
184.101	1.5	compared	mst_091_B_l2.png	compared	B	2	3	1.63911189860899	102	2	0.708877398632467
188.026	1.5	filler	mst_076_A_foil.png	filler	F	none	3	2.41970683663302	102	NA	NaN
190.784	1.5	compared	mst_165_A_l3.png	compared	A	none	3	1.25120213728678	102	NA	NaN
193.251	1.5	compared	mst_165_B_l3.png	compared	B	2	3	0.95734665193928	102	2	0.628030314110219
196.751	1.5	filler	mst_131_A_foil.png	filler	F	none	3	1.99268730379204	102	NA	NaN
199.684	1.5	repeat	mst_246_A_l4.png	repeat	A	none	3	1.42372160575606	102	NA	NaN
203.259	1.5	repeat	mst_246_A_l4.png	repeat	A	1	3	2.06509572430593	102	1	0.90679603908211
206.151	1.5	repeat	mst_301_A_l4.png	repeat	A	none	3	1.37827122690199	102	NA	NaN
209.659	1.5	repeat	mst_301_A_l4.png	repeat	A	1	3	1.99679827258934	102	1	0.711917940527201
213.209	1.5	compared	mst_074_A_l2.png	compared	A	none	3	2.03795425905861	102	NA	NaN
215.776	1.5	compared	mst_074_B_l2.png	compared	B	2	3	1.05514623310116	102	1	0.987292774021626
219.368	1.5	filler	mst_094_A_foil.png	filler	F	none	3	2.08230372127459	102	NA	NaN
222.568	1.5	repeat	mst_276_A_l4.png	repeat	A	none	3	1.68864016451583	102	NA	NaN
224.609	1.5	repeat	mst_276_A_l4.png	repeat	A	1	3	0.534739796863859	102	1	0.653123440220952
232.718	1.5	filler	mst_052_A_foil.png	filler	F	none	3	0.590226595487599	102	NA	NaN
234.909	1.5	repeat	mst_314_A_l4.png	repeat	A	none	3	0.680624821051922	102	NA	NaN
238.051	1.5	repeat	mst_314_A_l4.png	repeat	A	1	3	1.62820718116693	102	1	1.01975787337869
240.384	1.5	compared	mst_208_A_l3.png	compared	A	none	3	0.821469394117322	102	NA	NaN
243.143	1.5	compared	mst_208_B_l3.png	compared	B	2	3	1.24481332072751	102	2	0.760967070236802
245.809	1.5	filler	mst_117_A_foil.png	filler	F	none	3	1.15490601358054	102	NA	NaN
248.334	1.5	compared	mst_130_A_l3.png	compared	A	none	3	1.01486252094166	102	NA	NaN
250.401	1.5	compared	mst_130_B_l3.png	compared	B	2	3	0.5533840344429	102	2	0.845861915498972
252.501	1.5	filler	mst_044_A_foil.png	filler	F	none	3	0.591824438947362	102	NA	NaN
254.593	1.5	filler	mst_158_A_foil.png	filler	F	none	3	0.578428786805293	102	NA	NaN
256.701	1.5	repeat	mst_250_A_l4.png	repeat	A	none	3	0.602852852387328	102	NA	NaN
259.843	1.5	repeat	mst_250_A_l4.png	repeat	A	1	3	1.62962086102398	102	1	0.883339252322912
263.593	1.5	compared	mst_204_A_l3.png	compared	A	none	3	2.23890806234671	102	NA	NaN
266.751	1.5	compared	mst_204_B_l3.png	compared	B	2	3	1.64987881519264	102	2	0.692050535231829
270.534	1.5	filler	mst_180_A_foil.png	filler	F	none	3	2.2723690651076	102	NA	NaN
273.709	1.5	filler	mst_212_A_foil.png	filler	F	none	3	1.66354059294672	102	NA	NaN
276.393	1.5	compared	mst_221_A_l3.png	compared	A	none	3	1.17510029500578	102	NA	NaN
279.026	1.5	compared	mst_221_B_l3.png	compared	B	2	3	1.12814284591546	102	2	0.725355377420783
281.493	1.5	repeat	mst_271_A_l4.png	repeat	A	none	3	0.960596639118736	102	NA	NaN
285.01	1.5	repeat	mst_271_A_l4.png	repeat	A	1	3	2.00820006915057	102	2	1.3350366037339
288.101	1.5	compared	mst_148_A_l3.png	compared	A	none	3	1.58583869618749	102	NA	NaN
290.259	1.5	compared	mst_148_B_l3.png	compared	B	2	3	0.649441371698192	102	2	0.797127547673881
293.759	1.5	filler	mst_200_A_foil.png	filler	F	none	3	1.99284583903229	102	NA	NaN
297.126	1.5	compared	mst_037_A_l2.png	compared	A	none	3	1.86050049166028	102	NA	NaN
299.259	1.5	compared	mst_037_B_l2.png	compared	B	2	3	0.619419816807708	102	2	0.750259870663285
302.226	1.5	repeat	mst_241_A_l4.png	repeat	A	none	3	1.45580588709974	102	NA	NaN
305.151	1.5	repeat	mst_241_A_l4.png	repeat	A	1	3	1.41485753309769	102	2	1.03467967640609
308.185	1.5	compared	mst_225_A_l3.png	compared	A	none	3	1.52443624296377	102	NA	NaN
311.776	1.5	compared	mst_225_B_l3.png	compared	B	2	3	2.08201825884229	102	2	0.842783889733255
315.618	1.5	repeat	mst_269_A_l4.png	repeat	A	none	3	2.32938947856031	102	NA	NaN
319.168	1.5	repeat	mst_269_A_l4.png	repeat	A	1	3	2.03882073866518	102	1	0.922245254740119
322.543	1.5	filler	mst_119_A_foil.png	filler	F	none	3	1.86798373036534	102	NA	NaN
325.301	1.5	filler	mst_230_A_foil.png	filler	F	none	3	1.25103696132917	102	NA	NaN
327.859	1.5	repeat	mst_291_A_l4.png	repeat	A	none	3	1.05172301664991	102	NA	NaN
330.043	1.5	repeat	mst_291_A_l4.png	repeat	A	1	3	0.671812291171206	102	1	0.815380486659706
332.76	1.5	compared	mst_093_A_l2.png	compared	A	none	3	1.20749993983084	102	NA	NaN
335.36	1.5	compared	mst_093_B_l2.png	compared	B	2	3	1.08878135943145	102	2	0.681817315518856
338.526	1.5	filler	mst_086_A_foil.png	filler	F	none	3	1.65603860342379	102	NA	NaN
341.46	1.5	compared	mst_193_A_l3.png	compared	A	none	3	1.4201319957153	102	NA	NaN
344.551	1.5	compared	mst_193_B_l3.png	compared	B	2	3	1.57869036418264	102	2	0.73826343845576
348.068	1.5	filler	mst_129_A_foil.png	filler	F	none	3	2.00984244436873	102	NA	NaN
350.126	1.5	compared	mst_107_A_l2.png	compared	A	none	3	0.54609829798104	102	NA	NaN
353.676	1.5	compared	mst_107_B_l2.png	compared	B	2	3	2.04487171362032	102	2	0.790499757044017
356.235	1.5	repeat	mst_255_A_l4.png	repeat	A	none	3	1.04921913161557	102	NA	NaN
360.16	1.5	repeat	mst_255_A_l4.png	repeat	A	1	3	2.41920375563438	102	1	1.16720680706203
362.301	1.5	compared	mst_031_A_l2.png	compared	A	none	3	0.628498638587394	102	NA	NaN
