onset	duration	trial_type	stim_id	condition	identity	corr_resp	block	fix_duration	subj_id	resp_key	rt
265.327	1.5	compared	mst_068_A_l2.png	compared	A	none	2	1.45909132162633	102	NA	NaN
268.943	1.5	compared	mst_068_B_l2.png	compared	B	2	2	2.10460875347184	102	NA	NaN
271.635	1.5	filler	mst_190_A_foil.png	filler	F	none	2	1.18304902555278	102	NA	NaN
274.477	1.5	compared	mst_196_A_l3.png	compared	A	none	2	1.33464078671933	102	NA	NaN
278.035	1.5	compared	mst_196_B_l3.png	compared	B	2	2	2.05221069074355	102	2	1.18727269116789
280.235	1.5	repeat	mst_243_A_l4.png	repeat	A	none	2	0.685947217447354	102	NA	NaN
283.445	1.5	repeat	mst_243_A_l4.png	repeat	A	1	2	1.69737187862241	102	NA	NaN
285.735	1.5	compared	mst_026_A_l2.png	compared	A	none	2	0.781575016257708	102	NA	NaN
288.068	1.5	compared	mst_026_B_l2.png	compared	B	2	2	0.823821026552965	102	1	0.907058132812381
290.485	1.5	filler	mst_189_A_foil.png	filler	F	none	2	0.905232258013887	102	NA	NaN
293.252	1.5	filler	mst_041_A_foil.png	filler	F	none	2	1.25798815652481	102	NA	NaN
295.902	1.5	compared	mst_110_A_l2.png	compared	A	none	2	1.14272574825691	102	NA	NaN
298.01	1.5	compared	mst_110_B_l2.png	compared	B	2	2	0.600637584477171	102	1	0.912589184939861
300.368	1.5	filler	mst_224_A_foil.png	filler	F	none	2	0.849278124280439	102	NA	NaN
303.285	1.5	repeat	mst_288_A_l4.png	repeat	A	none	2	1.41137056544623	102	NA	NaN
307.21	1.5	repeat	mst_288_A_l4.png	repeat	A	1	2	2.41755771012185	102	1	0.657676088623703
311.035	1.5	compared	mst_163_A_l3.png	compared	A	none	2	2.31107736763069	102	NA	NaN
314.685	1.5	compared	mst_163_B_l3.png	compared	B	2	2	2.1394117149698	102	1	0.870809719897807
317.802	1.5	filler	mst_169_A_foil.png	filler	F	none	2	1.60806314985167	102	NA	NaN
320.085	1.5	compared	mst_072_A_l2.png	compared	A	none	2	0.771142277394692	102	NA	NaN
322.977	1.5	compared	mst_072_B_l2.png	compared	B	2	2	1.3847689039554	102	2	0.948295695707202
326.468	1.5	filler	mst_047_A_foil.png	filler	F	none	2	1.97925970487855	102	NA	NaN
328.502	1.5	repeat	mst_299_A_l4.png	repeat	A	none	2	0.524650987258901	102	NA	NaN
332.127	1.5	repeat	mst_299_A_l4.png	repeat	A	1	2	2.11584556021463	102	1	0.704366975463927
335.127	1.5	filler	mst_040_A_foil.png	filler	F	none	2	1.49093238565846	102	NA	NaN
337.835	1.5	compared	mst_060_A_l2.png	compared	A	none	2	1.19562671288569	102	NA	NaN
340.219	1.5	compared	mst_060_B_l2.png	compared	B	2	2	0.876279127055299	102	1	0.682873947545886
343.91	1.5	repeat	mst_278_A_l4.png	repeat	A	none	2	2.18132129088888	102	NA	NaN
346.169	1.5	repeat	mst_278_A_l4.png	repeat	A	1	2	0.752089845415858	102	1	0.603036046028137
348.927	1.5	compared	mst_177_A_l3.png	compared	A	none	2	1.25141371696985	102	NA	NaN
352.602	1.5	compared	mst_177_B_l3.png	compared	B	2	2	2.16410569285586	102	2	0.992747055366635
354.694	1.5	filler	mst_075_A_foil.png	filler	F	none	2	0.582000683744835	102	NA	NaN
358.335	1.5	compared	mst_035_A_l2.png	compared	A	none	2	2.13446578686367	102	NA	NaN
361.702	1.5	compared	mst_035_B_l2.png	compared	B	2	2	1.85361763292096	102	2	0.696887891739607
365.644	1.5	repeat	mst_267_A_l4.png	repeat	A	none	2	2.43081607238167	102	NA	NaN
369.402	1.5	repeat	mst_267_A_l4.png	repeat	A	1	2	2.24905444940287	102	1	0.603971735574305
373.01	1.5	filler	mst_066_A_foil.png	filler	F	none	2	2.09912526188154	102	NA	NaN
375.185	1.5	compared	mst_051_A_l2.png	compared	A	none	2	0.66535609875999	102	NA	NaN
378.51	1.5	compared	mst_051_B_l2.png	compared	B	2	2	1.81682364529726	102	1	0.754801671020687
381.027	1.5	repeat	mst_277_A_l4.png	repeat	A	none	2	1.00695832569546	102	NA	NaN
383.76	1.5	repeat	mst_277_A_l4.png	repeat	A	1	2	1.22204097512611	102	1	0.801892610266805
386.035	1.5	compared	mst_162_A_l3.png	compared	A	none	2	0.768287053783519	102	NA	NaN
389.336	1.5	compared	mst_162_B_l3.png	compared	B	2	2	1.79221448804889	102	2	0.656954114325345
391.777	1.5	filler	mst_185_A_foil.png	filler	F	none	2	0.936152462857202	102	NA	NaN
394.377	1.5	compared	mst_215_A_l3.png	compared	A	none	2	1.09466773191804	102	NA	NaN
398.285	1.5	compared	mst_215_B_l3.png	compared	B	2	2	2.39947459393721	102	NA	NaN
