onset	duration	trial_type	stim_id	condition	identity	goal	corr_resp	block	fix_duration	subj_id	resp_key	rt
7.626	1.5	compared	mst_058_A_l2.png	compared	A	A-A	none	2	1.61598564740343	102	NA	NaN
10.767	1.5	novel	mst_147_A_l3.png	novel	A	A-B	none	2	1.63607939743819	102	NA	NaN
13.134	1.5	compared	mst_058_A_l2.png	compared	A	A-A	1	2	0.856505519616094	102	1	0.892486790195107
16.676	1.5	novel	mst_147_B_l3.png	novel	B	A-B	2	2	2.03020170178891	102	2	0.7348412880674
19.667	1.5	compared	mst_162_A_l3.png	compared	A	A-N	none	2	1.48378405925187	102	NA	NaN
23.475	1.5	compared	mst_180_A_l3.png	compared	A	A-N	none	2	2.29986228487123	102	NA	NaN
25.501	1.5	compared	mst_176_A_l3.png	compared	A	A-B	none	2	0.512181798538878	102	NA	NaN
29.326	1.5	novel	mst_117_A_l2.png	novel	A	A-B	none	2	2.31640795075366	102	NA	NaN
31.367	1.5	compared	mst_176_B_l3.png	compared	B	A-B	2	2	0.52869431281229	102	2	1.44643430877477
34.901	1.5	novel	mst_117_B_l2.png	novel	B	A-B	2	2	2.02545208458615	102	2	0.860172440297902
38.159	1.5	compared	mst_199_A_l3.png	compared	A	A-N	none	2	1.74767511113168	102	NA	NaN
42.042	1.5	novel	mst_008_A_l2.png	novel	A	A-A	none	2	2.37106649572892	102	NA	NaN
44.759	1.5	novel	mst_133_A_l3.png	novel	A	A-A	none	2	1.20519569401001	102	NA	NaN
47.017	1.5	novel	mst_008_A_l2.png	novel	A	A-A	1	2	0.744606275059783	102	1	0.96466273907572
49.451	1.5	novel	mst_133_A_l3.png	novel	A	A-A	1	2	0.923844501903418	102	1	0.802265440113842
53.142	1.5	novel	mst_114_A_l2.png	novel	A	A-B	none	2	2.18261553207752	102	NA	NaN
56.634	1.5	compared	mst_072_A_l2.png	compared	A	A-B	none	2	1.98475699095092	102	NA	NaN
59.859	1.5	novel	mst_114_B_l2.png	novel	B	A-B	2	2	1.7158771925716	102	1	0.926205941475928
62.759	1.5	compared	mst_072_B_l2.png	compared	B	A-B	2	2	1.39219128112638	102	2	0.87224218249321
65.734	1.5	compared	mst_152_A_l3.png	compared	A	A-B	none	2	1.46307521080631	102	NA	NaN
68.067	1.5	novel	mst_183_A_l3.png	novel	A	A-A	none	2	0.826088130788141	102	NA	NaN
71.051	1.5	compared	mst_152_B_l3.png	compared	B	A-B	2	2	1.47004320737516	102	1	0.969681431539357
75.026	1.5	novel	mst_183_A_l3.png	novel	A	A-A	1	2	2.46532660467491	102	1	0.994744502007961
77.242	1.5	novel	mst_041_A_l2.png	novel	A	A-B	none	2	0.710544448903665	102	NA	NaN
80.901	1.5	novel	mst_169_A_l3.png	novel	A	A-A	none	2	2.14972413442761	102	NA	NaN
84.376	1.5	novel	mst_041_B_l2.png	novel	B	A-B	2	2	1.96268296406605	102	2	0.874859657138586
87.517	1.5	novel	mst_169_A_l3.png	novel	A	A-A	1	2	1.63624463023968	102	1	0.704285840503871
89.651	1.5	novel	mst_003_A_l2.png	novel	A	A-N	none	2	0.621400773359428	102	NA	NaN
92.709	1.5	novel	mst_034_A_l2.png	novel	A	A-A	none	2	1.55088390691715	102	NA	NaN
95.109	1.5	compared	mst_004_A_l2.png	compared	A	A-B	none	2	0.887965532590021	102	NA	NaN
99.026	1.5	novel	mst_034_A_l2.png	novel	A	A-A	1	2	2.40484614371219	102	1	0.816074082627892
101.468	1.5	compared	mst_004_B_l2.png	compared	B	A-B	2	2	0.932165220278601	102	2	0.698430262506008
