onset	duration	trial_type	stim_id	condition	identity	goal	corr_resp	block	fix_duration	subj_id	resp_key	rt
6.833	1.5	novel	mst_066_A_l2.png	novel	A	A-B	none	4	0.820615837073759	102	NA	NaN
9.208	1.5	compared	mst_232_A_l3.png	compared	A	A-N	none	4	0.861376689955083	102	NA	NaN
12.808	1.5	novel	mst_066_B_l2.png	novel	B	A-B	2	4	2.09390124601741	102	1	0.896007739007473
14.958	1.5	novel	mst_227_A_l3.png	novel	A	A-B	none	4	0.644367948500018	102	NA	NaN
17.691	1.5	compared	mst_222_A_l3.png	compared	A	A-N	none	4	1.22004212731747	102	NA	NaN
20.316	1.5	novel	mst_227_B_l3.png	novel	B	A-B	2	4	1.11180386432639	102	NA	NaN
23.675	1.5	compared	mst_104_A_l2.png	compared	A	A-N	none	4	1.85071734374484	102	NA	NaN
26.942	1.5	novel	mst_113_A_l2.png	novel	A	A-A	none	4	1.75500383523425	102	NA	NaN
29.683	1.5	novel	mst_124_A_l3.png	novel	A	A-N	none	4	1.22764596344598	102	NA	NaN
32.167	1.5	novel	mst_113_A_l2.png	novel	A	A-A	1	4	0.975031919040233	102	1	0.687959906645119
36.017	1.5	compared	mst_190_A_l3.png	compared	A	A-N	none	4	2.33936356975092	102	NA	NaN
39.358	1.5	novel	mst_054_A_l2.png	novel	A	A-A	none	4	1.83497493046821	102	NA	NaN
41.566	1.5	novel	mst_079_A_l2.png	novel	A	A-A	none	4	0.70250839692557	102	NA	NaN
44.808	1.5	novel	mst_054_A_l2.png	novel	A	A-A	1	4	1.73551307183571	102	1	0.592473215423524
48.0	1.5	novel	mst_079_A_l2.png	novel	A	A-A	1	4	1.68149033840156	102	1	0.72785532195121
50.717	1.5	compared	mst_172_A_l3.png	compared	A	A-N	none	4	1.21082006072421	102	NA	NaN
53.592	1.5	compared	mst_103_A_l2.png	compared	A	A-B	none	4	1.36541544913328	102	NA	NaN
57.575	1.5	novel	mst_186_A_l3.png	novel	A	A-B	none	4	2.47471105439936	102	NA	NaN
60.525	1.5	compared	mst_103_B_l2.png	compared	B	A-B	2	4	1.44312929551346	102	1	0.931026147678494
63.983	1.5	novel	mst_186_B_l3.png	novel	B	A-B	2	4	1.94731798957132	102	2	0.8507389286533
66.833	1.5	compared	mst_076_A_l2.png	compared	A	A-A	none	4	1.34310120888537	102	NA	NaN
69.3	1.5	novel	mst_030_A_l2.png	novel	A	A-A	none	4	0.960028961416043	102	NA	NaN
73.192	1.5	compared	mst_076_A_l2.png	compared	A	A-A	1	4	2.38351318490612	102	1	0.675516786985099
76.5	1.5	novel	mst_030_A_l2.png	novel	A	A-A	1	4	1.7973302938201	102	1	0.736238360404968
79.633	1.5	compared	mst_226_A_l3.png	compared	A	A-B	none	4	1.62598091361782	102	NA	NaN
81.892	1.5	compared	mst_229_A_l3.png	compared	A	A-A	none	4	0.752503160288293	102	NA	NaN
85.067	1.5	compared	mst_226_B_l3.png	compared	B	A-B	2	4	1.66492125773479	102	1	1.22473608795553
88.875	1.5	compared	mst_229_A_l3.png	compared	A	A-A	1	4	2.29647029659916	102	1	0.807436242699623
92.017	1.5	compared	mst_211_A_l3.png	compared	A	A-A	none	4	1.63293132558126	102	NA	NaN
95.333	1.5	novel	mst_014_A_l2.png	novel	A	A-N	none	4	1.80823374703695	102	NA	NaN
97.358	1.5	compared	mst_211_A_l3.png	compared	A	A-A	1	4	0.51474220887348	102	2	0.987189948558807
99.75	1.5	novel	mst_174_A_l3.png	novel	A	A-B	none	4	0.882813355230759	102	NA	NaN
101.909	1.5	novel	mst_161_A_l3.png	novel	A	A-A	none	4	0.649367979599532	102	NA	NaN
105.658	1.5	novel	mst_174_B_l3.png	novel	B	A-B	2	4	2.23652132492514	102	1	1.28532237000763
108.942	1.5	novel	mst_161_A_l3.png	novel	A	A-A	1	4	1.77723279277488	102	1	0.759123190306127
111.2	1.5	novel	mst_235_A_l3.png	novel	A	A-N	none	4	0.749970959048752	102	NA	NaN
115.0	1.5	compared	mst_078_A_l2.png	compared	A	A-N	none	4	2.29363673631109	102	NA	NaN
117.442	1.5	novel	mst_142_A_l3.png	novel	A	A-B	none	4	0.931461628101161	102	NA	NaN
119.925	1.5	novel	mst_059_A_l2.png	novel	A	A-N	none	4	0.973020634247789	102	NA	NaN
123.009	1.5	novel	mst_142_B_l3.png	novel	B	A-B	2	4	1.57243460021522	102	2	0.785587729886174
126.075	1.5	compared	mst_063_A_l2.png	compared	A	A-B	none	4	1.56014855468066	102	NA	NaN
129.0	1.5	novel	mst_111_A_l2.png	novel	A	A-B	none	4	1.41663802134069	102	NA	NaN
132.225	1.5	compared	mst_063_B_l2.png	compared	B	A-B	2	4	1.7189002525934	102	1	0.850060333497822
134.792	1.5	novel	mst_111_B_l2.png	novel	B	A-B	2	4	1.05676559305799	102	1	1.02643370721489
138.159	1.5	novel	mst_126_A_l3.png	novel	A	A-N	none	4	1.85973109319685	102	NA	NaN
141.917	1.5	compared	mst_213_A_l3.png	compared	A	A-A	none	4	2.2529371459529	102	NA	NaN
145.825	1.5	novel	mst_122_A_l3.png	novel	A	A-A	none	4	2.39683224326161	102	NA	NaN
148.242	1.5	compared	mst_213_A_l3.png	compared	A	A-A	1	4	0.903755978417259	102	1	0.874595533125103
150.867	1.5	novel	mst_122_A_l3.png	novel	A	A-A	1	4	1.11923276148902	102	1	0.58474441152066
153.834	1.5	novel	mst_094_A_l2.png	novel	A	A-B	none	4	1.45326656014127	102	NA	NaN
157.209	1.5	novel	mst_023_A_l2.png	novel	A	A-N	none	4	1.86458246087584	102	NA	NaN
160.575	1.5	novel	mst_094_B_l2.png	novel	B	A-B	2	4	1.8527927801397	102	1	1.094461732544
163.225	1.5	compared	mst_131_A_l3.png	compared	A	A-B	none	4	1.14185431222041	102	NA	NaN
166.409	1.5	compared	mst_197_A_l3.png	compared	A	A-B	none	4	1.67359626785793	102	NA	NaN
168.784	1.5	compared	mst_131_B_l3.png	compared	B	A-B	2	4	0.861545505259844	102	2	0.807246073149145
172.067	1.5	compared	mst_197_B_l3.png	compared	B	A-B	2	4	1.77708086521492	102	2	1.15898043755442
175.159	1.5	novel	mst_206_A_l3.png	novel	A	A-A	none	4	1.57905289906595	102	NA	NaN
178.459	1.5	novel	mst_062_A_l2.png	novel	A	A-N	none	4	1.79084021799972	102	NA	NaN
181.809	1.5	novel	mst_206_A_l3.png	novel	A	A-A	1	4	1.84358397566817	102	1	0.788498721085489
184.609	1.5	compared	mst_064_A_l2.png	compared	A	A-N	none	4	1.29218181245884	102	NA	NaN
187.225	1.5	compared	mst_047_A_l2.png	compared	A	A-A	none	4	1.11122841149712	102	NA	NaN
190.242	1.5	compared	mst_043_A_l2.png	compared	A	A-A	none	4	1.50464533522452	102	NA	NaN
193.217	1.5	compared	mst_047_A_l2.png	compared	A	A-A	1	4	1.46590882571287	102	1	0.985258494503796
196.701	1.5	compared	mst_043_A_l2.png	compared	A	A-A	1	4	1.97074580077612	102	1	0.702948722988367
199.459	1.5	compared	mst_040_A_l2.png	compared	A	A-A	none	4	1.24633802989448	102	NA	NaN
201.984	1.5	compared	mst_106_A_l2.png	compared	A	A-B	none	4	1.01671915487328	102	NA	NaN
205.601	1.5	compared	mst_040_A_l2.png	compared	A	A-A	1	4	2.10615496806059	102	2	0.996105813421309
209.117	1.5	compared	mst_106_B_l2.png	compared	B	A-B	2	4	2.00739561110023	102	2	1.09447931032628
212.251	1.5	novel	mst_214_A_l3.png	novel	A	A-N	none	4	1.62379113407035	102	NA	NaN
216.176	1.5	novel	mst_105_A_l2.png	novel	A	A-B	none	4	2.41695496283615	102	NA	NaN
220.034	1.5	compared	mst_022_A_l2.png	compared	A	A-B	none	4	2.34649627426409	102	NA	NaN
222.292	1.5	novel	mst_105_B_l2.png	novel	B	A-B	2	4	0.744210749474237	102	2	0.767706486396492
226.059	1.5	compared	mst_022_B_l2.png	compared	B	A-B	2	4	2.25349650185992	102	1	1.10402403585613
228.742	1.5	compared	mst_151_A_l3.png	compared	A	A-A	none	4	1.17323486808681	102	NA	NaN
231.567	1.5	compared	mst_191_A_l3.png	compared	A	A-N	none	4	1.31662665310563	102	NA	NaN
