subj_id,block,task,trial_id,stim_id,onset_time,n_fix,n_sac,n_blink
604,1,1_back,1,mst_224_A_l2.png,8530438,5,5,2
604,1,1_back,2,mst_013_A_foil.png,8532789,11,11,2
604,1,1_back,3,mst_013_A_foil.png,8534982,7,7,0
604,1,1_back,4,mst_065_A_l1.png,8537073,5,5,1
604,1,1_back,5,mst_491_A_foil.png,8539515,6,6,1
604,1,1_back,6,mst_491_A_foil.png,8541909,4,4,1
604,1,1_back,7,mst_258_A_l2.png,8544191,4,4,2
604,1,1_back,8,mst_258_B_l2.png,8546352,6,6,1
604,1,1_back,9,mst_331_A_l2.png,8548852,7,7,1
604,1,1_back,10,mst_331_B_l2.png,8551286,7,6,1
604,1,1_back,11,mst_275_A_foil.png,8553551,8,9,1
604,1,1_back,12,mst_275_A_foil.png,8556036,6,5,1
604,1,1_back,13,mst_068_A_l1.png,8558397,6,7,1
604,1,1_back,14,mst_304_A_l2.png,8560610,5,4,1
604,1,1_back,15,mst_245_A_l2.png,8562850,4,5,1
604,1,1_back,16,mst_103_A_l1.png,8565220,5,5,1
604,1,1_back,17,mst_103_B_l1.png,8567587,8,8,1
604,1,1_back,18,mst_483_A_foil.png,8569838,6,6,1
604,1,1_back,19,mst_483_A_foil.png,8572274,6,5,0
604,1,1_back,20,mst_005_A_l1.png,8574464,4,5,1
604,1,1_back,21,mst_005_B_l1.png,8576507,3,3,1
604,1,1_back,22,mst_075_A_l1.png,8578617,3,3,1
604,1,1_back,23,mst_192_A_l2.png,8580638,4,4,1
604,1,1_back,24,mst_192_B_l2.png,8582735,5,5,1
604,1,1_back,25,mst_023_A_l1.png,8584774,4,4,0
604,1,1_back,26,mst_014_A_foil.png,8587236,3,3,1
604,1,1_back,27,mst_014_A_foil.png,8589629,5,5,1
604,1,1_back,28,mst_088_A_l1.png,8591664,6,6,1
604,1,1_back,29,mst_303_A_l2.png,8593831,7,6,0
604,1,1_back,30,mst_155_A_l1.png,8596258,5,6,1
604,1,1_back,31,mst_222_A_foil.png,8598515,6,6,1
604,1,1_back,32,mst_222_A_foil.png,8600834,6,6,0
604,1,1_back,33,mst_024_A_l1.png,8603029,4,4,1
604,1,1_back,34,mst_191_A_l2.png,8605202,4,4,0
604,1,1_back,35,mst_075_B_l1.png,8607636,2,2,1
604,1,1_back,36,mst_258_A_foil.png,8609985,3,3,1
604,1,1_back,37,mst_258_A_foil.png,8612203,5,5,0
604,1,1_back,38,mst_097_A_l1.png,8614537,5,5,1
604,1,1_back,39,mst_112_A_l1.png,8616782,4,4,2
604,1,1_back,40,mst_112_B_l1.png,8618968,2,2,1
604,1,1_back,41,mst_107_A_l1.png,8621022,3,3,1
604,1,1_back,42,mst_107_B_l1.png,8623373,3,3,1
604,1,1_back,43,mst_245_B_l2.png,8626024,6,6,0
604,1,1_back,44,mst_241_A_l2.png,8628196,4,4,1
604,1,1_back,45,mst_241_B_l2.png,8630298,5,5,1
604,1,1_back,46,mst_676_A_foil.png,8632737,4,4,1
604,1,1_back,47,mst_676_A_foil.png,8634973,1,1,1
604,1,1_back,48,mst_141_A_l1.png,8637108,6,6,0
604,1,1_back,49,mst_210_A_l2.png,8639616,6,6,1
604,1,1_back,50,mst_047_A_l1.png,8641949,4,4,1
604,1,1_back,51,mst_047_B_l1.png,8644029,5,5,1
604,1,1_back,52,mst_166_A_l1.png,8646513,6,6,0
604,1,1_back,53,mst_095_A_l1.png,8648754,4,4,1
604,1,1_back,54,mst_095_B_l1.png,8651246,4,4,1
604,1,1_back,55,mst_295_A_l2.png,8653423,4,4,0
604,1,1_back,56,mst_295_B_l2.png,8655758,3,3,1
604,1,1_back,57,mst_023_B_l1.png,8657913,5,5,1
604,1,1_back,58,mst_302_A_l2.png,8660267,5,4,0
604,1,1_back,59,mst_302_B_l2.png,8662571,6,7,1
604,1,1_back,60,mst_216_A_l2.png,8665042,6,6,1
604,1,1_back,61,mst_130_A_foil.png,8667459,2,2,0
604,1,1_back,62,mst_130_A_foil.png,8669915,4,4,0
604,1,1_back,63,mst_303_B_l2.png,8672177,6,6,1
604,1,1_back,64,mst_014_A_l1.png,8674242,4,4,0
604,1,1_back,65,mst_014_B_l1.png,8676265,5,5,1
604,1,1_back,66,mst_126_A_l1.png,8678288,3,3,0
604,1,1_back,67,mst_155_B_l1.png,8680307,5,5,0
604,1,1_back,68,mst_224_B_l2.png,8682422,5,5,1
604,1,1_back,69,mst_207_A_l2.png,8684608,5,5,0
604,1,1_back,70,mst_141_B_l1.png,8687110,7,7,1
604,1,1_back,71,mst_207_B_l2.png,8689206,4,4,1
604,1,1_back,72,mst_503_A_foil.png,8691583,4,4,2
604,1,1_back,73,mst_503_A_foil.png,8693815,4,4,0
604,1,1_back,74,mst_570_A_foil.png,8696128,7,7,0
604,1,1_back,75,mst_570_A_foil.png,8698284,4,4,0
604,1,1_back,76,mst_333_A_l2.png,8700669,6,6,1
604,1,1_back,77,mst_203_A_l2.png,8702889,5,5,1
604,1,1_back,78,mst_203_B_l2.png,8705391,4,4,1
604,1,1_back,79,mst_034_A_l1.png,8707457,4,4,0
604,1,1_back,80,mst_380_A_foil.png,8709955,5,5,1
604,1,1_back,81,mst_380_A_foil.png,8712248,4,4,1
604,1,1_back,82,mst_166_B_l1.png,8714544,2,2,1
604,1,1_back,83,mst_125_A_l1.png,8716869,3,3,0
604,1,1_back,84,mst_114_A_l1.png,8718907,7,7,1
604,1,1_back,85,mst_114_B_l1.png,8721095,4,4,0
604,1,1_back,86,mst_189_A_l2.png,8723525,9,9,1
604,1,1_back,87,mst_189_B_l2.png,8725918,7,7,1
604,1,1_back,88,mst_288_A_l2.png,8727966,4,4,0
604,1,1_back,89,mst_164_A_l1.png,8730210,3,3,0
604,1,1_back,90,mst_125_B_l1.png,8732490,4,4,2
604,1,1_back,91,mst_309_A_l2.png,8734558,6,6,1
604,1,1_back,92,mst_268_A_l2.png,8736565,5,5,0
604,1,1_back,93,mst_216_B_l2.png,8738644,7,7,1
604,1,1_back,94,mst_154_A_l1.png,8740692,5,5,1
604,1,1_back,95,mst_154_B_l1.png,8743016,3,3,1
604,1,1_back,96,mst_307_A_l2.png,8745452,2,2,1
604,1,1_back,97,mst_307_B_l2.png,8747528,4,4,0
604,1,1_back,98,mst_195_A_l2.png,8749778,5,5,2
