subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur
602,1,1_back,2,mst_314_A_foil.png,L,15311699,15311792,94
602,1,1_back,2,mst_314_A_foil.png,L,15312039,15312141,103
602,1,1_back,4,mst_156_A_l1.png,L,15316441,15316516,76
602,1,1_back,5,mst_156_A_l1.png,L,15317659,15317778,120
602,1,1_back,6,mst_277_B_l2.png,L,15321018,15321090,73
602,1,1_back,7,mst_277_B_l2.png,L,15322390,15322462,73
602,1,1_back,8,mst_162_B_l1.png,L,15326266,15326266,1
602,1,1_back,8,mst_162_B_l1.png,L,15326415,15326514,100
602,1,1_back,11,mst_048_A_foil.png,L,15331395,15331496,102
602,1,1_back,12,mst_196_A_l2.png,L,15335274,15335349,76
602,1,1_back,13,mst_196_A_l2.png,L,15336344,15336443,100
602,1,1_back,14,mst_196_B_l2.png,L,15338665,15338729,65
602,1,1_back,17,mst_077_B_l1.png,L,15346228,15346293,66
602,1,1_back,19,mst_171_A_foil.png,L,15350721,15350792,72
602,1,1_back,20,mst_125_A_l1.png,L,15352971,15353088,118
602,1,1_back,21,mst_349_A_l2.png,L,15355520,15355581,62
602,1,1_back,22,mst_255_A_l2.png,L,15357549,15357629,81
602,1,1_back,23,mst_255_B_l2.png,L,15359910,15360007,98
602,1,1_back,23,mst_255_B_l2.png,L,15360179,15360281,103
602,1,1_back,25,mst_299_A_l2.png,L,15364562,15364655,94
602,1,1_back,25,mst_299_A_l2.png,L,15364888,15364983,96
602,1,1_back,28,mst_168_A_l1.png,L,15370443,15370460,18
602,1,1_back,28,mst_436_A_foil.png,L,15371332,15371450,119
602,1,1_back,28,mst_436_A_foil.png,L,15372148,15372271,124
602,1,1_back,29,mst_436_A_foil.png,L,15374412,15374487,76
602,1,1_back,31,mst_122_A_l1.png,L,15378365,15378457,93
602,1,1_back,31,mst_122_A_l1.png,L,15378759,15378875,117
602,1,1_back,32,mst_122_B_l1.png,L,15380983,15381081,99
602,1,1_back,35,mst_041_A_l1.png,L,15386421,15386478,58
602,1,1_back,35,mst_041_B_l1.png,L,15387464,15387540,77
602,1,1_back,36,mst_165_A_l1.png,L,15389829,15389912,84
602,1,1_back,37,mst_171_A_l1.png,L,15391986,15392074,89
602,1,1_back,37,mst_171_A_l1.png,L,15392316,15392404,89
602,1,1_back,38,mst_171_B_l1.png,L,15394624,15394720,97
602,1,1_back,38,mst_171_B_l1.png,L,15394988,15395081,94
602,1,1_back,39,mst_483_A_foil.png,L,15397748,15397859,112
602,1,1_back,42,mst_661_A_foil.png,L,15403903,15403987,85
602,1,1_back,44,mst_130_A_foil.png,L,15408540,15408636,97
602,1,1_back,45,mst_130_A_foil.png,L,15410785,15410860,76
602,1,1_back,47,mst_348_A_l2.png,L,15415317,15415318,2
602,1,1_back,47,mst_348_A_l2.png,L,15415523,15415616,94
602,1,1_back,48,mst_348_B_l2.png,L,15418394,15418452,59
602,1,1_back,49,mst_348_B_l2.png,L,15418700,15418784,85
602,1,1_back,49,mst_328_A_l2.png,L,15420822,15420935,114
602,1,1_back,52,mst_165_B_l1.png,L,15427162,15427261,100
602,1,1_back,54,mst_019_A_l1.png,L,15432136,15432238,103
602,1,1_back,55,mst_019_B_l1.png,L,15434146,15434176,31
602,1,1_back,56,mst_019_B_l1.png,L,15435169,15435271,103
602,1,1_back,56,mst_272_A_l2.png,L,15436259,15436370,112
602,1,1_back,57,mst_112_A_l1.png,L,15438852,15438897,46
