subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur
606,1,1_back,1,NA,L,1008139,1008288,150
606,1,1_back,2,mst_482_A_foil.png,L,1011601,1011764,164
606,1,1_back,3,mst_482_A_foil.png,L,1012371,1012527,157
606,1,1_back,4,mst_015_A_l1.png,L,1016397,1016687,291
606,1,1_back,5,mst_246_A_l2.png,L,1017976,1018141,166
606,1,1_back,6,mst_193_A_foil.png,L,1020426,1020631,206
606,1,1_back,7,mst_193_A_foil.png,L,1022791,1022978,188
606,1,1_back,8,mst_611_A_foil.png,L,1025099,1025332,234
606,1,1_back,9,mst_611_A_foil.png,L,1027441,1027638,198
606,1,1_back,10,mst_325_A_l2.png,L,1030122,1030326,205
606,1,1_back,13,mst_147_A_foil.png,L,1035173,1035325,153
606,1,1_back,14,mst_545_A_foil.png,L,1037538,1037669,132
606,1,1_back,14,mst_545_A_foil.png,L,1039483,1039657,175
606,1,1_back,15,mst_349_A_l2.png,L,1041485,1041710,226
606,1,1_back,16,mst_349_A_l2.png,L,1042542,1042677,136
606,1,1_back,17,mst_349_B_l2.png,L,1044766,1045020,255
606,1,1_back,18,mst_029_A_l1.png,L,1048477,1048722,246
606,1,1_back,19,mst_029_B_l1.png,L,1050103,1050280,178
606,1,1_back,21,mst_287_A_l2.png,L,1053337,1053525,189
606,1,1_back,22,mst_246_B_l2.png,L,1057310,1057522,213
606,1,1_back,24,mst_149_A_l1.png,L,1061519,1061675,157
606,1,1_back,27,mst_580_A_foil.png,L,1068258,1068505,248
606,1,1_back,28,mst_580_A_foil.png,L,1069057,1069240,184
606,1,1_back,29,mst_580_A_foil.png,L,1072099,1072245,147
606,1,1_back,30,mst_200_B_l2.png,L,1075776,1075966,191
606,1,1_back,32,mst_042_A_l1.png,L,1079598,1079785,188
606,1,1_back,34,mst_119_A_l1.png,L,1084221,1084436,216
606,1,1_back,35,mst_119_B_l1.png,L,1086870,1087056,187
606,1,1_back,36,mst_573_A_foil.png,L,1089243,1089445,203
606,1,1_back,37,mst_573_A_foil.png,L,1091794,1091981,188
606,1,1_back,39,mst_175_A_l1.png,L,1094975,1095142,168
606,1,1_back,40,mst_173_A_l1.png,L,1098061,1098249,189
606,1,1_back,42,mst_173_B_l1.png,L,1100931,1101125,195
606,1,1_back,43,mst_114_A_l1.png,L,1103149,1103342,194
606,1,1_back,43,mst_455_A_foil.png,L,1105353,1105570,218
606,1,1_back,44,mst_455_A_foil.png,L,1107437,1107655,219
606,1,1_back,45,mst_603_A_foil.png,L,1109196,1109409,214
606,1,1_back,45,mst_603_A_foil.png,L,1109608,1109767,160
606,1,1_back,46,mst_603_A_foil.png,L,1110511,1110671,161
606,1,1_back,46,mst_603_A_foil.png,L,1111807,1111997,191
606,1,1_back,47,mst_157_A_l1.png,L,1113492,1113642,151
606,1,1_back,49,mst_097_A_l1.png,L,1117450,1117602,153
606,1,1_back,50,mst_047_A_l1.png,L,1121096,1121293,198
606,1,1_back,52,mst_164_A_l1.png,L,1124535,1124693,159
606,1,1_back,53,mst_356_A_l2.png,L,1127057,1127221,165
606,1,1_back,55,mst_262_A_foil.png,L,1131494,1131641,148
606,1,1_back,56,mst_180_B_l1.png,L,1135341,1135563,223
606,1,1_back,58,mst_304_B_l2.png,L,1139397,1139563,167
606,1,1_back,60,mst_096_B_l1.png,L,1143769,1143984,216
606,1,1_back,61,mst_047_B_l1.png,L,1145919,1146086,168
