subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
608,1,1_back,1,mst_593_A_foil.png,L,16488033,16488046,14,932,NaN,6,476
608,1,1_back,1,mst_593_A_foil.png,L,16488219,16488448,230,914,NaN,3,468
608,1,1_back,1,mst_593_A_foil.png,L,16488561,16488568,8,922,NaN,6,449
608,1,1_back,1,mst_593_A_foil.png,L,16488768,16488786,19,899,NaN,8,435
608,1,1_back,1,mst_593_A_foil.png,L,16488975,16489276,302,951,NaN,0,461
608,1,1_back,2,mst_593_A_foil.png,L,16489401,16489423,23,1073,NaN,7,490
608,1,1_back,2,mst_593_A_foil.png,L,16489616,16489975,360,949,NaN,1,451
608,1,1_back,2,mst_593_A_foil.png,L,16490140,16490147,8,977,NaN,1,791
608,1,1_back,2,mst_593_A_foil.png,L,16490803,16490822,20,973,NaN,4,669
608,1,1_back,2,mst_593_A_foil.png,L,16491223,16491237,15,937,NaN,6,604
608,1,1_back,2,mst_593_A_foil.png,L,16491519,16491539,21,1000,NaN,4,682
608,1,1_back,3,mst_593_A_foil.png,L,16491945,16491972,28,975,NaN,5,766
608,1,1_back,3,mst_593_A_foil.png,L,16492154,16492169,16,967,NaN,3,586
608,1,1_back,3,mst_323_A_l2.png,L,16492220,16492544,325,980,NaN,3,641
608,1,1_back,3,mst_323_A_l2.png,L,16492794,16492813,20,955,NaN,5,695
608,1,1_back,3,mst_323_A_l2.png,L,16493059,16493074,16,1004,NaN,5,663
608,1,1_back,3,mst_323_A_l2.png,L,16493472,16493478,7,1042,NaN,7,655
608,1,1_back,3,mst_323_A_l2.png,L,16493744,16493755,12,1030,NaN,7,664
608,1,1_back,4,mst_323_A_l2.png,L,16494309,16494670,362,971,NaN,5,632
608,1,1_back,4,mst_323_B_l2.png,L,16494914,16494934,21,984,NaN,5,713
608,1,1_back,4,mst_323_B_l2.png,L,16496104,16496123,20,1090,NaN,4,693
608,1,1_back,5,mst_581_A_foil.png,L,16496458,16496863,406,997,NaN,6,676
608,1,1_back,5,mst_581_A_foil.png,L,16497108,16497131,24,983,NaN,2,643
608,1,1_back,5,mst_581_A_foil.png,L,16497255,16497272,18,928,NaN,2,503
608,1,1_back,5,mst_581_A_foil.png,L,16497395,16497850,456,878,NaN,0,453
608,1,1_back,6,mst_581_A_foil.png,L,16498651,16498665,15,1009,NaN,1,603
608,1,1_back,6,mst_581_A_foil.png,L,16499058,16499068,11,980,NaN,5,620
608,1,1_back,6,mst_581_A_foil.png,L,16499380,16499394,15,1008,NaN,7,622
608,1,1_back,6,mst_581_A_foil.png,L,16499853,16499861,9,966,NaN,1,587
608,1,1_back,6,mst_581_A_foil.png,L,16500065,16500070,6,1020,NaN,0,607
608,1,1_back,6,mst_581_A_foil.png,L,16500160,16500169,10,1026,NaN,4,641
608,1,1_back,6,mst_581_A_foil.png,L,16500317,16500659,343,1061,NaN,8,672
608,1,1_back,6,mst_581_A_foil.png,L,16500781,16500807,27,1051,NaN,7,696
608,1,1_back,7,mst_581_A_foil.png,L,16501159,16501170,12,928,NaN,8,509
608,1,1_back,7,mst_581_A_foil.png,L,16501584,16501592,9,984,NaN,2,526
608,1,1_back,7,mst_198_A_l2.png,L,16502020,16502042,23,935,NaN,1,538
608,1,1_back,7,mst_198_A_l2.png,L,16502121,16502482,362,1014,NaN,9,591
608,1,1_back,7,mst_198_A_l2.png,L,16502517,16502915,399,1050,NaN,9,901
608,1,1_back,7,mst_198_A_l2.png,L,16503181,16503197,17,998,NaN,7,696
608,1,1_back,8,mst_198_A_l2.png,L,16503449,16503928,480,1052,NaN,8,661
608,1,1_back,8,mst_064_A_l1.png,L,16504077,16504086,10,981,NaN,8,753
608,1,1_back,8,mst_064_A_l1.png,L,16504366,16504386,21,992,NaN,7,663
608,1,1_back,8,mst_064_A_l1.png,L,16504666,16504683,18,917,NaN,3,598
608,1,1_back,8,mst_064_A_l1.png,L,16505132,16505484,353,1010,NaN,9,711
608,1,1_back,9,mst_064_A_l1.png,L,16505559,16505871,313,965,NaN,2,809
608,1,1_back,9,mst_064_A_l1.png,L,16505905,16506165,261,1062,NaN,8,1185
608,1,1_back,9,mst_064_A_l1.png,L,16506247,16506255,9,1065,NaN,6,806
608,1,1_back,9,mst_064_A_l1.png,L,16506515,16506530,16,993,NaN,2,668
608,1,1_back,9,mst_064_B_l1.png,L,16506820,16507139,320,970,NaN,7,619
608,1,1_back,9,mst_064_B_l1.png,L,16507364,16507378,15,959,NaN,3,638
608,1,1_back,9,mst_064_B_l1.png,L,16507767,16507785,19,1019,NaN,7,657
608,1,1_back,10,mst_064_B_l1.png,L,16508331,16508346,16,1067,NaN,8,739
608,1,1_back,10,mst_165_A_l1.png,L,16508835,16508848,14,1004,NaN,4,671
608,1,1_back,10,mst_165_A_l1.png,L,16508955,16509544,590,941,NaN,6,683
608,1,1_back,10,mst_165_A_l1.png,L,16509733,16509760,28,907,NaN,8,846
608,1,1_back,11,mst_165_A_l1.png,L,16510274,16510292,19,1023,NaN,3,678
608,1,1_back,11,mst_165_A_l1.png,L,16510327,16510712,386,1043,NaN,9,764
608,1,1_back,11,mst_114_A_l1.png,L,16511328,16511340,13,1001,NaN,4,736
608,1,1_back,11,mst_114_A_l1.png,L,16511441,16511813,373,1051,NaN,2,753
608,1,1_back,12,mst_165_B_l1.png,L,16513329,16513343,15,1033,NaN,4,768
608,1,1_back,12,mst_165_B_l1.png,L,16513741,16513753,13,973,NaN,6,758
608,1,1_back,13,mst_165_B_l1.png,L,16514839,16514845,7,1046,NaN,6,759
608,1,1_back,13,mst_259_A_foil.png,L,16515397,16515711,315,1026,NaN,4,820
608,1,1_back,13,mst_259_A_foil.png,L,16515874,16516224,351,986,NaN,0,761
608,1,1_back,13,mst_259_A_foil.png,L,16516278,16516287,10,1029,NaN,4,861
608,1,1_back,15,mst_259_A_foil.png,L,16518326,16518710,385,998,NaN,9,813
608,1,1_back,15,mst_259_A_foil.png,L,16518979,16519001,23,1042,NaN,5,874
608,1,1_back,15,mst_259_A_foil.png,L,16519045,16519337,293,1091,NaN,3,1058
608,1,1_back,15,mst_241_A_l2.png,L,16519872,16519890,19,981,NaN,6,699
