subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
601,1,1_back,1,mst_011_A_l1.png,L,1568213,1568435,223,929,NaN,8,588
601,1,1_back,1,mst_011_A_l1.png,L,1569720,1569748,29,913,NaN,5,600
601,1,1_back,2,mst_011_A_l1.png,L,1570213,1570415,203,973,NaN,7,557
601,1,1_back,2,mst_011_B_l1.png,L,1571171,1571201,31,945,NaN,7,553
601,1,1_back,3,mst_011_B_l1.png,L,1572159,1572191,33,1032,NaN,0,576
601,1,1_back,3,mst_011_B_l1.png,L,1572323,1572572,250,952,NaN,7,542
601,1,1_back,3,mst_080_A_l1.png,L,1573892,1574274,383,953,NaN,5,545
601,1,1_back,4,mst_080_A_l1.png,L,1574923,1574940,18,972,NaN,2,542
601,1,1_back,4,mst_247_A_l2.png,L,1575421,1575442,22,953,NaN,8,540
601,1,1_back,4,mst_247_A_l2.png,L,1575815,1576078,264,961,NaN,1,469
601,1,1_back,5,mst_247_A_l2.png,L,1577111,1577131,21,943,NaN,0,547
601,1,1_back,5,mst_247_B_l2.png,L,1578211,1578242,32,961,NaN,9,548
601,1,1_back,5,mst_247_B_l2.png,L,1578624,1578821,198,978,NaN,7,439
601,1,1_back,6,mst_215_A_foil.png,L,1580005,1580034,30,960,NaN,3,537
601,1,1_back,6,mst_215_A_foil.png,L,1580388,1580610,223,931,NaN,7,583
601,1,1_back,6,mst_215_A_foil.png,L,1580929,1580961,33,975,NaN,6,485
601,1,1_back,7,mst_215_A_foil.png,L,1581569,1581584,16,936,NaN,6,578
601,1,1_back,7,mst_215_A_foil.png,L,1582173,1582195,23,941,NaN,9,536
601,1,1_back,7,mst_215_A_foil.png,L,1582743,1582978,236,981,NaN,0,599
601,1,1_back,8,mst_215_A_foil.png,L,1583894,1583934,41,979,NaN,8,521
601,1,1_back,8,mst_448_A_foil.png,L,1584292,1584334,43,963,NaN,0,481
601,1,1_back,8,mst_448_A_foil.png,L,1584554,1584583,30,972,NaN,4,524
601,1,1_back,8,mst_448_A_foil.png,L,1584948,1585504,557,912,NaN,5,600
601,1,1_back,9,mst_448_A_foil.png,L,1585860,1585878,19,1019,NaN,3,572
601,1,1_back,9,mst_448_A_foil.png,L,1586217,1586247,31,1009,NaN,5,527
601,1,1_back,9,mst_448_A_foil.png,L,1586873,1586901,29,968,NaN,5,535
601,1,1_back,9,mst_448_A_foil.png,L,1587307,1587343,37,1018,NaN,0,556
601,1,1_back,9,mst_448_A_foil.png,L,1587527,1587795,269,866,NaN,4,574
601,1,1_back,10,mst_448_A_foil.png,L,1588205,1588220,16,916,NaN,5,582
601,1,1_back,10,mst_393_A_foil.png,L,1588721,1588745,25,955,NaN,6,562
601,1,1_back,10,mst_393_A_foil.png,L,1589312,1589343,32,878,NaN,8,590
601,1,1_back,11,mst_393_A_foil.png,L,1590301,1590332,32,1000,NaN,8,573
601,1,1_back,11,mst_393_A_foil.png,L,1591061,1591085,25,986,NaN,8,552
601,1,1_back,11,mst_393_A_foil.png,L,1591380,1591620,241,898,NaN,5,598
601,1,1_back,11,mst_393_A_foil.png,L,1592236,1592257,22,957,NaN,1,555
601,1,1_back,12,mst_393_A_foil.png,L,1592611,1592823,213,1035,NaN,3,545
601,1,1_back,12,mst_393_A_foil.png,L,1593042,1593064,23,943,NaN,1,555
601,1,1_back,12,mst_201_A_l2.png,L,1593734,1593764,31,964,NaN,0,556
601,1,1_back,12,mst_201_A_l2.png,L,1593971,1594192,222,943,NaN,4,478
601,1,1_back,12,mst_201_A_l2.png,L,1594500,1594522,23,955,NaN,5,477
601,1,1_back,13,mst_201_A_l2.png,L,1594976,1595006,31,927,NaN,3,474
601,1,1_back,13,mst_201_B_l2.png,L,1595907,1595939,33,938,NaN,5,519
601,1,1_back,13,mst_201_B_l2.png,L,1596385,1596634,250,990,NaN,9,579
601,1,1_back,13,mst_201_B_l2.png,L,1596900,1596937,38,961,NaN,8,481
601,1,1_back,14,mst_201_B_l2.png,L,1597280,1597303,24,984,NaN,8,629
601,1,1_back,14,mst_201_B_l2.png,L,1597592,1597623,32,962,NaN,8,581
601,1,1_back,14,mst_229_A_foil.png,L,1598035,1598065,31,960,NaN,9,490
601,1,1_back,14,mst_229_A_foil.png,L,1598676,1598947,272,950,NaN,2,566
601,1,1_back,15,mst_229_A_foil.png,L,1599371,1599398,28,942,NaN,4,538
601,1,1_back,15,mst_229_A_foil.png,L,1600783,1600809,27,959,NaN,6,582
601,1,1_back,15,mst_229_A_foil.png,L,1601030,1601051,22,945,NaN,5,482
601,1,1_back,16,mst_229_A_foil.png,L,1601386,1601435,50,940,NaN,6,444
601,1,1_back,16,mst_229_A_foil.png,L,1601716,1601905,190,959,NaN,5,581
601,1,1_back,16,mst_083_A_l1.png,L,1602645,1602676,32,969,NaN,1,512
601,1,1_back,16,mst_083_A_l1.png,L,1602851,1602875,25,876,NaN,4,583
601,1,1_back,16,mst_083_A_l1.png,L,1603232,1603262,31,843,NaN,7,584
601,1,1_back,16,mst_083_A_l1.png,L,1603422,1603463,42,951,NaN,3,598
601,1,1_back,16,mst_083_A_l1.png,L,1603762,1603804,43,1058,NaN,6,686
601,1,1_back,17,mst_083_A_l1.png,L,1604350,1604385,36,911,NaN,8,535
601,1,1_back,17,mst_214_A_l2.png,L,1605056,1605076,21,934,NaN,6,549
601,1,1_back,17,mst_214_A_l2.png,L,1605195,1605401,207,919,NaN,6,596
601,1,1_back,18,mst_214_A_l2.png,L,1606659,1606691,33,915,NaN,5,586
601,1,1_back,18,mst_214_B_l2.png,L,1607679,1607721,43,924,NaN,8,574
601,1,1_back,18,mst_214_B_l2.png,L,1607898,1608162,265,1028,NaN,2,662
