subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,x,y,pupil
604,1,1_back,1,NA,L,8529158,8529895,738,945.3,533.5,4415
604,1,1_back,1,mst_224_A_l2.png,L,8530056,8530606,551,946.7,526.6,4541
604,1,1_back,1,mst_224_A_l2.png,L,8530643,8530865,223,836.9,543.6,4332
604,1,1_back,1,mst_224_A_l2.png,L,8530887,8531087,201,919.3,550.4,3701
604,1,1_back,1,mst_224_A_l2.png,L,8531112,8531705,594,829.5,560.4,3618
604,1,1_back,2,mst_224_A_l2.png,L,8531931,8532020,90,919.1,536.3,3651
604,1,1_back,2,mst_224_A_l2.png,L,8532041,8532152,112,918.9,535.3,3661
604,1,1_back,2,mst_224_A_l2.png,L,8532182,8532241,60,956.7,552,3641
604,1,1_back,2,mst_013_A_foil.png,L,8532636,8532830,195,938.7,546.6,3671
604,1,1_back,2,mst_013_A_foil.png,L,8532840,8532930,91,950.8,540.3,3937
604,1,1_back,2,mst_013_A_foil.png,L,8532941,8532976,36,950.9,533.8,4019
604,1,1_back,2,mst_013_A_foil.png,L,8532982,8533063,82,950.8,534.7,4065
604,1,1_back,2,mst_013_A_foil.png,L,8533097,8533445,349,878,596.6,3801
604,1,1_back,2,mst_013_A_foil.png,L,8533464,8533493,30,876.3,604.5,3588
604,1,1_back,2,mst_013_A_foil.png,L,8533529,8533609,81,1028.2,552.6,3629
604,1,1_back,2,mst_013_A_foil.png,L,8533638,8533788,151,1026.4,557.3,3842
604,1,1_back,3,mst_013_A_foil.png,L,8534136,8534340,205,937.5,552,4063
604,1,1_back,3,mst_013_A_foil.png,L,8534408,8534547,140,992.3,543.1,4366
604,1,1_back,3,mst_013_A_foil.png,L,8534602,8534992,391,941.5,530.9,4459
604,1,1_back,3,mst_013_A_foil.png,L,8535023,8535214,192,925,512,4529
604,1,1_back,3,mst_013_A_foil.png,L,8535249,8535666,418,900.9,574.3,4226
604,1,1_back,3,mst_013_A_foil.png,L,8535688,8535817,130,835.5,610.2,3913
604,1,1_back,3,mst_013_A_foil.png,L,8535847,8536352,506,1004.6,567.8,4049
604,1,1_back,4,mst_013_A_foil.png,L,8536376,8536724,349,914.2,551.8,4353
604,1,1_back,4,mst_013_A_foil.png,L,8536745,8536788,44,950.3,548.9,4222
604,1,1_back,4,mst_065_A_l1.png,L,8536975,8537458,484,939,529.5,4462
604,1,1_back,4,mst_065_A_l1.png,L,8537482,8537719,238,860.2,524.8,4412
604,1,1_back,4,mst_065_A_l1.png,L,8537745,8538216,472,949.3,542.5,4129
604,1,1_back,5,mst_065_A_l1.png,L,8538237,8538783,547,859.8,522.7,3925
604,1,1_back,5,mst_065_A_l1.png,L,8539051,8539182,132,943.3,524.5,3948
604,1,1_back,5,mst_065_A_l1.png,L,8539188,8539418,231,939.8,526.1,4160
