subj_id,block,task,trial_id,stim_id,onset_time,n_fix,n_sac,n_blink
602,1,1_back,1,mst_314_A_foil.png,15308711,3,3,0
602,1,1_back,2,mst_314_A_foil.png,15311142,3,3,2
602,1,1_back,3,mst_252_A_l2.png,15313558,2,2,0
602,1,1_back,4,mst_156_A_l1.png,15315842,3,3,1
602,1,1_back,5,mst_277_A_l2.png,15318061,6,6,1
602,1,1_back,6,mst_277_B_l2.png,15320474,3,3,1
602,1,1_back,7,mst_162_A_l1.png,15322749,5,5,1
602,1,1_back,8,mst_162_B_l1.png,15325164,6,6,2
602,1,1_back,9,mst_048_A_foil.png,15327571,4,4,0
602,1,1_back,10,mst_048_A_foil.png,15329698,0,0,0
602,1,1_back,11,mst_195_A_l2.png,15332189,7,7,1
602,1,1_back,12,mst_196_A_l2.png,15334542,4,4,1
602,1,1_back,13,mst_196_B_l2.png,15336881,4,4,1
602,1,1_back,14,mst_224_A_l2.png,15339082,3,3,1
602,1,1_back,15,mst_224_B_l2.png,15341330,4,4,0
602,1,1_back,16,mst_077_A_l1.png,15343434,5,5,0
602,1,1_back,17,mst_077_B_l1.png,15345544,5,5,1
602,1,1_back,18,mst_171_A_foil.png,15347835,3,3,0
602,1,1_back,19,mst_171_A_foil.png,15349954,3,3,1
602,1,1_back,20,mst_125_A_l1.png,15352455,3,3,1
602,1,1_back,21,mst_349_A_l2.png,15354921,5,5,1
602,1,1_back,22,mst_255_A_l2.png,15356965,4,4,1
602,1,1_back,23,mst_255_B_l2.png,15359233,4,4,2
602,1,1_back,24,mst_236_A_l2.png,15361721,6,6,0
602,1,1_back,25,mst_299_A_l2.png,15363937,6,6,2
602,1,1_back,26,mst_299_B_l2.png,15366259,6,6,0
602,1,1_back,27,mst_168_A_l1.png,15368633,7,7,0
602,1,1_back,28,mst_436_A_foil.png,15370890,6,6,3
602,1,1_back,29,mst_436_A_foil.png,15373343,5,5,1
602,1,1_back,30,mst_100_A_l1.png,15375465,6,6,0
602,1,1_back,31,mst_122_A_l1.png,15377874,4,4,2
602,1,1_back,32,mst_122_B_l1.png,15379995,4,4,1
602,1,1_back,33,mst_207_A_l2.png,15382353,5,5,0
602,1,1_back,34,mst_041_A_l1.png,15384672,5,5,0
602,1,1_back,35,mst_041_B_l1.png,15386960,5,5,2
602,1,1_back,36,mst_165_A_l1.png,15389284,5,5,1
602,1,1_back,37,mst_171_A_l1.png,15391619,4,4,2
602,1,1_back,38,mst_171_B_l1.png,15394020,3,3,2
602,1,1_back,39,mst_483_A_foil.png,15396391,3,2,1
602,1,1_back,40,mst_483_A_foil.png,15398628,3,4,0
602,1,1_back,41,mst_661_A_foil.png,15400877,7,7,0
602,1,1_back,42,mst_661_A_foil.png,15403354,5,5,1
602,1,1_back,43,mst_115_A_l1.png,15405504,6,6,0
602,1,1_back,44,mst_130_A_foil.png,15407706,4,4,1
602,1,1_back,45,mst_130_A_foil.png,15410204,6,5,1
602,1,1_back,46,mst_265_A_l2.png,15412330,4,5,0
602,1,1_back,47,mst_348_A_l2.png,15414701,7,7,2
602,1,1_back,48,mst_348_B_l2.png,15417193,5,4,1
602,1,1_back,49,mst_328_A_l2.png,15419454,5,5,2
602,1,1_back,50,mst_697_A_foil.png,15421479,5,6,0
602,1,1_back,51,mst_697_A_foil.png,15423960,4,4,0
602,1,1_back,52,mst_165_B_l1.png,15426419,6,6,1
602,1,1_back,53,mst_013_A_l1.png,15428735,6,6,0
602,1,1_back,54,mst_019_A_l1.png,15430862,5,5,1
602,1,1_back,55,mst_019_B_l1.png,15433302,3,3,1
602,1,1_back,56,mst_272_A_l2.png,15435701,4,4,2
602,1,1_back,57,mst_112_A_l1.png,15438157,4,4,2
602,1,1_back,58,mst_244_A_l2.png,15440556,4,4,1
602,1,1_back,59,mst_599_A_foil.png,15442746,3,3,1
602,1,1_back,60,mst_599_A_foil.png,15445206,6,6,0
602,1,1_back,61,mst_207_B_l2.png,15447711,4,4,1
602,1,1_back,62,mst_026_A_l1.png,15450002,3,3,0
602,1,1_back,63,mst_146_A_l1.png,15452270,3,3,2
602,1,1_back,64,mst_200_A_foil.png,15454535,4,4,1
602,1,1_back,65,mst_200_A_foil.png,15456660,6,6,0
602,1,1_back,66,mst_324_A_l2.png,15459023,4,4,1
602,1,1_back,67,mst_007_A_l1.png,15461170,5,5,0
602,1,1_back,68,mst_269_A_l2.png,15463232,2,2,2
602,1,1_back,69,mst_269_B_l2.png,15465323,6,6,1
602,1,1_back,70,mst_043_A_foil.png,15467587,4,4,0
602,1,1_back,71,mst_043_A_foil.png,15469909,3,3,2
602,1,1_back,72,mst_733_A_foil.png,15472312,6,6,0
