subj_id,block,task,trial_id,stim_id,onset_time,n_fix,n_sac,n_blink
615,1,1_back,1,mst_251_A_l2.png,9902272,8,8,2
615,1,1_back,2,mst_202_A_l2.png,9904509,5,5,0
615,1,1_back,3,mst_513_A_foil.png,9906697,6,6,1
615,1,1_back,4,mst_513_A_foil.png,9908963,4,4,0
615,1,1_back,5,mst_140_A_l1.png,9911253,2,2,2
615,1,1_back,6,mst_140_B_l1.png,9913363,7,7,0
615,1,1_back,7,mst_210_A_l2.png,9915777,5,5,0
615,1,1_back,8,mst_210_B_l2.png,9918099,4,4,0
615,1,1_back,9,mst_562_A_foil.png,9920479,4,4,1
615,1,1_back,10,mst_562_A_foil.png,9922832,4,4,0
615,1,1_back,11,mst_014_A_foil.png,9925144,4,4,1
615,1,1_back,12,mst_014_A_foil.png,9927640,3,3,0
615,1,1_back,13,mst_343_A_l2.png,9929981,4,4,1
615,1,1_back,14,mst_141_A_l1.png,9932428,6,6,1
615,1,1_back,15,mst_201_A_l2.png,9934903,7,7,1
615,1,1_back,16,mst_236_A_l2.png,9936960,5,5,1
615,1,1_back,17,mst_192_A_l2.png,9939323,6,6,1
615,1,1_back,18,mst_220_A_l2.png,9941372,5,5,0
615,1,1_back,19,mst_220_B_l2.png,9943668,3,3,1
615,1,1_back,20,mst_139_A_l1.png,9945761,4,4,1
615,1,1_back,21,mst_139_B_l1.png,9948193,5,5,2
615,1,1_back,22,mst_220_A_foil.png,9950521,6,6,1
615,1,1_back,23,mst_220_A_foil.png,9952596,5,5,0
615,1,1_back,24,mst_042_A_l1.png,9954700,5,5,1
615,1,1_back,25,mst_236_B_l2.png,9956950,5,5,1
615,1,1_back,26,mst_099_A_l1.png,9959067,3,3,0
615,1,1_back,27,mst_099_B_l1.png,9961267,6,6,1
615,1,1_back,28,mst_379_A_foil.png,9963695,6,6,2
615,1,1_back,29,mst_379_A_foil.png,9965739,4,4,0
615,1,1_back,30,mst_213_A_l2.png,9968175,7,7,2
615,1,1_back,31,mst_213_B_l2.png,9970438,5,5,0
615,1,1_back,32,mst_016_A_l1.png,9972867,4,4,1
