subj_id,block,task,trial_id,stim_id,onset_time,n_fix,n_sac,n_blink
614,1,1_back,1,mst_309_A_l2.png,481432,5,5,0
614,1,1_back,2,mst_098_A_foil.png,484029,4,4,1
614,1,1_back,3,mst_098_A_foil.png,486252,4,4,2
614,1,1_back,4,mst_175_A_l1.png,488341,5,5,1
614,1,1_back,5,mst_175_B_l1.png,490812,3,3,0
614,1,1_back,6,mst_008_A_l1.png,492909,2,2,0
614,1,1_back,7,mst_207_A_l2.png,495070,5,5,0
614,1,1_back,8,mst_207_B_l2.png,497512,7,6,0
614,1,1_back,9,mst_121_A_l1.png,499857,6,7,0
614,1,1_back,10,mst_109_A_l1.png,501908,3,3,2
614,1,1_back,11,mst_335_A_l2.png,504248,6,6,1
614,1,1_back,12,mst_659_A_foil.png,506716,4,4,0
614,1,1_back,13,mst_659_A_foil.png,508890,3,3,0
614,1,1_back,14,mst_674_A_foil.png,510990,5,5,1
614,1,1_back,15,mst_674_A_foil.png,513076,4,4,0
614,1,1_back,16,mst_112_A_l1.png,515220,2,2,0
614,1,1_back,17,mst_112_B_l1.png,517477,4,4,1
614,1,1_back,18,mst_507_A_foil.png,519551,4,4,0
614,1,1_back,19,mst_507_A_foil.png,521803,3,3,0
614,1,1_back,20,mst_194_A_l2.png,523982,5,5,2
614,1,1_back,21,mst_194_B_l2.png,526407,3,3,0
614,1,1_back,22,mst_048_A_l1.png,528900,6,6,0
614,1,1_back,23,mst_007_A_l1.png,531025,3,3,1
614,1,1_back,24,mst_545_A_foil.png,533092,4,4,0
614,1,1_back,25,mst_545_A_foil.png,535411,3,3,2
614,1,1_back,26,mst_125_A_l1.png,537761,6,6,1
614,1,1_back,27,mst_125_B_l1.png,539804,5,5,0
614,1,1_back,28,mst_497_A_foil.png,541894,4,4,0
614,1,1_back,29,mst_497_A_foil.png,544191,6,6,0
614,1,1_back,30,mst_757_A_foil.png,546673,4,4,1
614,1,1_back,31,mst_757_A_foil.png,549164,5,4,0
614,1,1_back,32,mst_729_A_foil.png,551296,5,6,2
614,1,1_back,33,mst_729_A_foil.png,553638,5,5,0
614,1,1_back,34,mst_229_A_l2.png,556090,5,5,1
614,1,1_back,35,mst_229_B_l2.png,558373,5,5,0
614,1,1_back,36,mst_042_A_l1.png,560650,5,5,2
614,1,1_back,37,mst_042_B_l1.png,562817,5,5,0
614,1,1_back,38,mst_038_A_l1.png,565241,4,4,2
614,1,1_back,39,mst_121_B_l1.png,567347,4,4,1
614,1,1_back,40,mst_686_A_foil.png,569775,4,3,1
614,1,1_back,41,mst_686_A_foil.png,571811,3,3,0
614,1,1_back,42,mst_187_A_l2.png,574132,4,5,1
614,1,1_back,43,mst_083_A_l1.png,576261,7,7,0
614,1,1_back,44,mst_576_A_foil.png,578697,5,5,0
614,1,1_back,45,mst_576_A_foil.png,580847,3,3,0
614,1,1_back,46,mst_206_A_l2.png,583092,6,6,0
614,1,1_back,47,mst_206_B_l2.png,585159,5,5,1
614,1,1_back,48,mst_255_A_l2.png,587374,4,4,2
614,1,1_back,49,mst_313_A_l2.png,589595,3,3,0
614,1,1_back,50,mst_273_A_l2.png,591930,3,3,1
614,1,1_back,51,mst_273_B_l2.png,594235,4,4,0
614,1,1_back,52,mst_209_A_l2.png,596371,4,4,1
614,1,1_back,53,mst_329_A_l2.png,598770,2,2,1
614,1,1_back,54,mst_316_A_l2.png,600896,4,4,1
614,1,1_back,55,mst_692_A_foil.png,603088,6,6,1
614,1,1_back,56,mst_692_A_foil.png,605478,5,5,0
614,1,1_back,57,mst_109_B_l1.png,607571,7,7,1
614,1,1_back,58,mst_344_A_l2.png,609831,4,4,0
614,1,1_back,59,mst_083_B_l1.png,612047,7,7,1
614,1,1_back,60,mst_309_B_l2.png,614132,4,4,0
614,1,1_back,61,mst_335_B_l2.png,616195,5,5,0
614,1,1_back,62,mst_108_A_l1.png,618381,4,4,0
614,1,1_back,63,mst_108_B_l1.png,620696,4,4,0
614,1,1_back,64,mst_313_B_l2.png,622736,6,6,1
614,1,1_back,65,mst_157_A_foil.png,625061,4,4,0
614,1,1_back,66,mst_157_A_foil.png,627360,5,5,0
614,1,1_back,67,mst_578_A_foil.png,629537,4,4,0
614,1,1_back,68,mst_578_A_foil.png,631660,4,4,0
614,1,1_back,69,mst_357_A_l2.png,634095,4,4,1
614,1,1_back,70,mst_357_B_l2.png,636362,5,5,0
614,1,1_back,71,mst_024_A_l1.png,638718,6,6,1
614,1,1_back,72,mst_081_A_l1.png,641067,6,6,2
614,1,1_back,73,mst_081_B_l1.png,643397,6,6,0
614,1,1_back,74,mst_020_A_l1.png,645582,4,4,2
614,1,1_back,75,mst_326_A_l2.png,648029,8,8,1
614,1,1_back,76,mst_326_B_l2.png,650230,6,6,1
614,1,1_back,77,mst_250_A_l2.png,652506,6,6,2
614,1,1_back,78,mst_316_B_l2.png,654715,5,5,1
614,1,1_back,79,mst_160_A_l1.png,657013,4,4,0
614,1,1_back,80,mst_160_B_l1.png,659231,7,6,2
614,1,1_back,81,mst_591_A_foil.png,661730,5,6,2
614,1,1_back,82,mst_591_A_foil.png,664184,3,3,0
614,1,1_back,83,mst_250_B_l2.png,666362,6,6,1
614,1,1_back,84,mst_338_A_foil.png,668549,5,5,0
614,1,1_back,85,mst_338_A_foil.png,670749,5,5,1
614,1,1_back,86,mst_265_A_l2.png,673210,6,6,0
614,1,1_back,87,mst_228_A_l2.png,675425,6,6,1
614,1,1_back,88,mst_299_A_l2.png,677679,6,6,0
614,1,1_back,89,mst_299_B_l2.png,679730,4,4,0
614,1,1_back,90,mst_060_A_l1.png,682047,4,4,0
614,1,1_back,91,mst_273_A_foil.png,684080,4,4,1
614,1,1_back,92,mst_273_A_foil.png,686247,6,6,1
614,1,1_back,93,mst_508_A_foil.png,688461,5,5,0
614,1,1_back,94,mst_508_A_foil.png,690801,4,4,0
614,1,1_back,95,mst_043_A_l1.png,692859,7,7,0
614,1,1_back,96,mst_043_B_l1.png,695229,3,3,1
614,1,1_back,97,mst_028_A_l1.png,697576,4,4,1
614,1,1_back,98,mst_028_B_l1.png,699898,8,8,1
614,1,1_back,99,mst_234_A_l2.png,702271,4,4,0
614,1,1_back,100,mst_234_B_l2.png,704749,7,6,0
614,1,1_back,101,mst_208_A_l2.png,706988,8,9,1
614,1,1_back,102,mst_069_A_l1.png,709083,7,7,2
614,1,1_back,103,mst_069_B_l1.png,711498,4,4,0
614,1,1_back,104,mst_224_A_l2.png,713638,6,6,1
614,1,1_back,105,mst_224_B_l2.png,715917,3,3,0
614,1,1_back,106,mst_094_A_foil.png,718388,8,8,1
614,1,1_back,107,mst_094_A_foil.png,720756,6,6,0
614,1,1_back,108,mst_211_A_l2.png,722820,5,5,1
614,1,1_back,109,mst_208_B_l2.png,725257,8,8,0
614,1,1_back,110,mst_228_B_l2.png,727411,7,7,0
614,1,1_back,111,mst_216_A_l2.png,729853,5,5,1
614,1,1_back,112,mst_024_B_l1.png,731900,6,6,2
614,1,1_back,113,mst_265_B_l2.png,733999,5,5,0
614,1,1_back,114,mst_091_A_l1.png,736410,7,7,0
614,1,1_back,115,mst_209_B_l2.png,738758,8,8,0
614,1,1_back,116,mst_187_B_l2.png,740916,7,7,2
614,1,1_back,117,mst_198_A_l2.png,743258,3,3,0
614,1,1_back,118,mst_198_B_l2.png,745683,5,5,0
614,1,1_back,119,mst_096_A_l1.png,747916,6,6,1
614,1,1_back,120,mst_096_B_l1.png,749983,4,4,1
614,1,1_back,121,mst_008_B_l1.png,752110,6,6,2
614,1,1_back,122,mst_713_A_foil.png,754301,5,5,1
614,1,1_back,123,mst_713_A_foil.png,756800,6,6,2
614,1,1_back,124,mst_038_B_l1.png,758887,2,1,1
614,1,1_back,125,mst_156_A_l1.png,761068,6,7,3
614,1,1_back,126,mst_074_A_l1.png,763184,2,2,1
614,1,1_back,127,mst_518_A_foil.png,765688,6,6,1
614,1,1_back,128,mst_518_A_foil.png,767783,5,5,2
614,1,1_back,129,mst_071_A_foil.png,770071,5,5,0
614,1,1_back,130,mst_071_A_foil.png,772311,4,4,1
614,1,1_back,131,mst_436_A_foil.png,774822,5,5,2
614,1,1_back,132,mst_436_A_foil.png,777263,6,6,1
614,1,1_back,133,mst_091_B_l1.png,779499,7,7,1
614,1,1_back,134,mst_019_A_l1.png,781679,5,5,1
614,1,1_back,135,mst_048_B_l1.png,784162,2,2,1
614,1,1_back,136,mst_344_B_l2.png,786264,5,4,1
614,1,1_back,137,mst_352_A_l2.png,788758,4,5,1
614,1,1_back,138,mst_352_B_l2.png,791070,6,5,1
614,1,1_back,139,mst_297_A_l2.png,793346,4,4,1
614,1,1_back,140,mst_297_B_l2.png,795378,4,5,1
614,1,1_back,141,mst_074_B_l1.png,797666,5,4,1
614,1,1_back,142,mst_031_A_l1.png,799862,5,6,0
614,1,1_back,143,mst_060_B_l1.png,801935,6,6,2
614,1,1_back,144,mst_072_A_foil.png,804090,5,4,2
614,1,1_back,145,mst_072_A_foil.png,806536,7,7,0
614,1,1_back,146,mst_491_A_foil.png,808719,3,4,1
614,1,1_back,147,mst_491_A_foil.png,810864,4,4,2
614,1,1_back,148,mst_073_A_foil.png,813274,5,5,0
614,1,1_back,149,mst_073_A_foil.png,815295,5,5,0
614,1,1_back,150,mst_116_A_foil.png,817805,3,3,1
614,1,1_back,151,mst_116_A_foil.png,820145,5,5,0
614,1,1_back,152,mst_088_A_l1.png,822176,4,4,0
614,1,1_back,153,mst_088_B_l1.png,824419,4,4,1
614,1,1_back,154,mst_071_A_l1.png,826726,4,4,0
614,1,1_back,155,mst_071_B_l1.png,828754,4,4,1
614,1,1_back,156,mst_181_A_l2.png,830825,4,4,0
614,1,1_back,157,mst_181_B_l2.png,833161,6,6,0
614,1,1_back,158,mst_031_B_l1.png,835636,6,5,1
614,1,1_back,159,mst_188_A_l2.png,837908,7,8,0
614,1,1_back,160,mst_188_B_l2.png,840116,6,6,1
614,1,1_back,161,mst_081_A_foil.png,842613,6,6,1
614,1,1_back,162,mst_081_A_foil.png,844842,8,7,1
614,1,1_back,163,mst_216_B_l2.png,847137,4,5,0
614,1,1_back,164,mst_156_B_l1.png,849572,7,7,2
614,1,1_back,165,mst_007_B_l1.png,851624,2,2,0
614,1,1_back,166,mst_019_B_l1.png,853899,2,2,0
614,1,1_back,167,mst_211_B_l2.png,856133,5,5,3
614,1,1_back,168,mst_329_B_l2.png,858207,5,5,1
614,1,1_back,169,mst_140_A_foil.png,860429,5,4,1
614,1,1_back,170,mst_140_A_foil.png,862760,5,6,1
614,1,1_back,171,mst_020_B_l1.png,864934,7,7,1
614,1,1_back,172,mst_146_A_l1.png,867124,6,6,1
614,1,1_back,173,mst_146_B_l1.png,869625,6,6,0
614,1,1_back,174,mst_760_A_foil.png,871722,6,5,2
614,1,1_back,175,mst_760_A_foil.png,874183,5,6,2
614,1,1_back,176,mst_116_A_l1.png,876520,4,4,0
614,1,1_back,177,mst_116_B_l1.png,878690,4,4,1
614,1,1_back,178,mst_261_A_foil.png,880812,6,5,1
614,1,1_back,179,mst_261_A_foil.png,883010,7,8,1
614,1,1_back,180,mst_255_B_l2.png,885103,6,5,1
614,1,2_back,1,mst_596_A_foil.png,1090880,7,7,0
614,1,2_back,2,mst_512_A_foil.png,1093236,4,4,2
614,1,2_back,3,mst_209_A_l2.png,1095291,5,5,1
614,1,2_back,4,mst_206_A_l2.png,1097487,4,4,1
614,1,2_back,5,mst_209_B_l2.png,1099854,5,5,0
614,1,2_back,6,mst_149_A_l1.png,1102036,4,4,2
614,1,2_back,7,mst_313_A_l2.png,1104502,4,4,1
614,1,2_back,8,mst_149_A_l1.png,1106652,4,4,2
614,1,2_back,9,mst_278_A_l2.png,1109007,4,4,1
614,1,2_back,10,mst_273_A_l2.png,1111077,4,4,1
614,1,2_back,11,mst_278_A_l2.png,1113194,5,5,1
614,1,2_back,12,mst_007_A_l1.png,1115198,3,3,1
614,1,2_back,13,mst_183_A_l2.png,1117351,3,3,1
614,1,2_back,14,mst_352_A_l2.png,1119732,3,3,1
614,1,2_back,15,mst_183_A_l2.png,1122234,5,5,1
614,1,2_back,16,mst_008_A_l1.png,1124673,3,3,1
614,1,2_back,17,mst_035_A_l1.png,1126884,4,4,1
614,1,2_back,18,mst_008_B_l1.png,1129137,2,1,0
614,1,2_back,19,mst_125_A_l1.png,1131616,5,6,1
614,1,2_back,20,mst_182_A_l2.png,1133841,4,4,1
614,1,2_back,21,mst_125_B_l1.png,1136025,5,5,1
614,1,2_back,22,mst_182_A_l2.png,1138123,5,5,2
614,1,2_back,23,mst_105_A_l1.png,1140471,6,6,0
614,1,2_back,24,mst_024_A_l1.png,1142784,3,3,2
614,1,2_back,25,mst_208_A_l2.png,1144841,4,4,1
614,1,2_back,26,mst_024_A_l1.png,1146867,3,3,1
614,1,2_back,27,mst_088_A_l1.png,1149078,5,5,1
614,1,2_back,28,mst_188_A_l2.png,1151470,4,4,1
614,1,2_back,29,mst_088_A_l1.png,1153872,6,6,2
614,1,2_back,30,mst_207_A_l2.png,1156093,4,4,0
614,1,2_back,31,mst_253_A_l2.png,1158374,4,4,1
614,1,2_back,32,mst_207_B_l2.png,1160589,8,7,0
614,1,2_back,33,mst_112_A_l1.png,1162800,3,4,2
614,1,2_back,34,mst_229_A_l2.png,1165015,4,4,0
614,1,2_back,35,mst_112_B_l1.png,1167401,5,5,1
614,1,2_back,36,mst_229_A_l2.png,1169839,5,5,1
614,1,2_back,37,mst_249_A_l2.png,1171848,6,5,0
614,1,2_back,38,mst_083_A_l1.png,1174213,8,8,1
614,1,2_back,39,mst_031_A_l1.png,1176218,3,4,2
614,1,2_back,40,mst_146_A_l1.png,1178393,4,4,1
614,1,2_back,41,mst_177_A_l1.png,1180593,4,4,1
614,1,2_back,42,mst_146_A_l1.png,1182848,3,3,0
614,1,2_back,43,mst_041_A_l1.png,1184896,5,5,1
614,1,2_back,44,mst_224_A_l2.png,1187155,4,3,2
614,1,2_back,45,mst_041_B_l1.png,1189175,7,8,0
614,1,2_back,46,mst_329_A_l2.png,1191297,3,3,1
614,1,2_back,47,mst_175_A_l1.png,1193795,6,6,0
614,1,2_back,48,mst_228_A_l2.png,1195922,3,3,1
614,1,2_back,49,mst_175_A_l1.png,1197963,4,4,0
614,1,2_back,50,mst_228_B_l2.png,1200127,4,4,1
614,1,2_back,51,mst_046_A_l1.png,1202435,6,5,1
614,1,2_back,52,mst_230_A_l2.png,1204436,7,8,2
614,1,2_back,53,mst_046_B_l1.png,1206777,4,4,1
614,1,2_back,54,mst_230_A_l2.png,1208892,5,5,1
614,1,2_back,55,mst_357_A_l2.png,1211388,5,5,0
614,1,2_back,56,mst_162_A_l1.png,1213651,4,4,1
614,1,2_back,57,mst_357_B_l2.png,1216002,5,5,0
614,1,2_back,58,mst_081_A_l1.png,1218240,5,5,1
614,1,2_back,59,mst_255_A_l2.png,1220731,7,7,1
614,1,2_back,60,mst_081_A_l1.png,1223141,5,5,1
614,1,2_back,61,mst_255_A_l2.png,1225349,6,6,1
