subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur
607,1,1_back,3,mst_264_A_l2.png,L,461023,461199,177
607,1,1_back,4,mst_264_B_l2.png,L,463957,464080,124
607,1,1_back,5,mst_171_A_l1.png,L,465699,465893,195
607,1,1_back,6,mst_171_A_l1.png,L,466771,466910,140
607,1,1_back,6,mst_171_B_l1.png,L,468174,468271,98
607,1,1_back,7,mst_160_A_foil.png,L,470457,470778,322
607,1,1_back,8,mst_160_A_foil.png,L,471520,471657,138
607,1,1_back,9,mst_160_A_foil.png,L,473866,474015,150
607,1,1_back,9,mst_119_A_l1.png,L,475618,475719,102
607,1,1_back,10,mst_119_A_l1.png,L,476306,476471,166
607,1,1_back,10,mst_260_A_l2.png,L,477436,477616,181
607,1,1_back,12,mst_247_A_l2.png,L,480881,481056,176
607,1,1_back,13,mst_445_A_foil.png,L,483168,483367,200
607,1,1_back,14,mst_445_A_foil.png,L,485239,485383,145
607,1,1_back,14,mst_344_A_l2.png,L,486786,487018,233
607,1,1_back,15,mst_076_A_foil.png,L,489029,489364,336
607,1,1_back,16,mst_076_A_foil.png,L,489895,490017,123
607,1,1_back,17,mst_076_A_foil.png,L,491835,491941,107
607,1,1_back,17,mst_166_A_l1.png,L,493478,493635,158
607,1,1_back,19,mst_166_B_l1.png,L,496724,496884,161
607,1,1_back,19,mst_192_A_l2.png,L,498555,498719,165
607,1,1_back,21,mst_192_B_l2.png,L,501228,501312,85
607,1,1_back,22,mst_208_A_l2.png,L,503652,503845,194
607,1,1_back,22,mst_573_A_foil.png,L,505528,505848,321
607,1,1_back,24,mst_336_A_l2.png,L,509331,509524,194
607,1,1_back,26,mst_336_B_l2.png,L,512631,512764,134
607,1,1_back,26,mst_084_A_l1.png,L,513598,513918,321
607,1,1_back,27,mst_186_A_l2.png,L,516558,516895,338
607,1,1_back,28,mst_186_A_l2.png,L,517194,517311,118
607,1,1_back,28,mst_136_A_l1.png,L,518363,518573,211
607,1,1_back,29,mst_136_A_l1.png,L,519165,519319,155
607,1,1_back,29,mst_064_A_l1.png,L,520803,521059,257
607,1,1_back,30,mst_064_A_l1.png,L,521656,521832,177
607,1,1_back,30,mst_588_A_foil.png,L,522959,523160,202
607,1,1_back,31,mst_588_A_foil.png,L,523908,524050,143
607,1,1_back,31,mst_588_A_foil.png,L,525038,525206,169
607,1,1_back,32,mst_588_A_foil.png,L,525961,526205,245
607,1,1_back,32,mst_575_A_foil.png,L,527254,527419,166
607,1,1_back,34,mst_575_A_foil.png,L,530461,530610,150
607,1,1_back,34,mst_344_B_l2.png,L,531590,531785,196
607,1,1_back,35,mst_255_A_l2.png,L,533902,534223,322
607,1,1_back,36,mst_255_A_l2.png,L,534991,535150,160
607,1,1_back,37,mst_255_B_l2.png,L,537455,537648,194
607,1,1_back,38,mst_127_A_l1.png,L,539214,539406,193
607,1,1_back,38,mst_474_A_foil.png,L,540809,541087,279
607,1,1_back,40,mst_474_A_foil.png,L,544190,544360,171
607,1,1_back,40,mst_279_A_l2.png,L,545180,545606,427
607,1,1_back,41,mst_279_B_l2.png,L,548118,548376,259
607,1,1_back,42,mst_028_A_l1.png,L,550265,550408,144
607,1,1_back,43,mst_246_A_l2.png,L,552257,552529,273
607,1,1_back,44,mst_246_A_l2.png,L,553398,553564,167
607,1,1_back,45,mst_246_B_l2.png,L,555687,555891,205
607,1,1_back,45,mst_015_A_l1.png,L,557064,557220,157
607,1,1_back,46,mst_015_A_l1.png,L,557884,558091,208
607,1,1_back,46,mst_116_A_l1.png,L,559133,559280,148
607,1,1_back,47,mst_116_A_l1.png,L,560115,560288,174
607,1,1_back,48,mst_116_B_l1.png,L,562422,562622,201
607,1,1_back,48,mst_305_A_l2.png,L,563447,563665,219
607,1,1_back,49,mst_305_A_l2.png,L,564637,564827,191
607,1,1_back,50,mst_305_B_l2.png,L,566989,567140,152
607,1,1_back,50,mst_285_A_l2.png,L,568137,568304,168
607,1,1_back,51,mst_064_B_l1.png,L,570082,570356,275
607,1,1_back,51,mst_064_B_l1.png,L,570807,570929,123
607,1,1_back,52,mst_278_A_l2.png,L,572151,572335,185
607,1,1_back,52,mst_278_A_l2.png,L,572563,572720,158
607,1,1_back,53,mst_415_A_foil.png,L,574385,574655,271
607,1,1_back,53,mst_415_A_foil.png,L,575064,575247,184
607,1,1_back,54,mst_415_A_foil.png,L,577236,577429,194
607,1,1_back,55,mst_744_A_foil.png,L,578578,578768,191
607,1,1_back,56,mst_744_A_foil.png,L,579904,580120,217
607,1,1_back,56,mst_744_A_foil.png,L,580924,581096,173
607,1,1_back,56,mst_744_A_foil.png,L,581663,581930,268
607,1,1_back,57,mst_173_A_l1.png,L,583073,583357,285
607,1,1_back,58,mst_173_B_l1.png,L,586190,586413,224
607,1,1_back,60,mst_088_A_l1.png,L,589176,589404,229
607,1,1_back,61,mst_088_B_l1.png,L,591352,591571,220
607,1,1_back,61,mst_015_B_l1.png,L,592272,592420,149
607,1,1_back,62,mst_015_B_l1.png,L,593524,593735,212
607,1,1_back,62,mst_148_A_l1.png,L,594507,594780,274
607,1,1_back,63,mst_148_A_l1.png,L,595618,595835,218
