subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
612,1,1_back,1,NA,L,7160488,7160505,18,973,NaN,8,581
612,1,1_back,1,NA,L,7160742,7160748,7,980,NaN,3,604
612,1,1_back,1,mst_407_A_foil.png,L,7161539,7161567,29,983,NaN,9,600
612,1,1_back,1,mst_407_A_foil.png,L,7161867,7161875,9,1080,NaN,9,542
612,1,1_back,1,mst_407_A_foil.png,L,7162279,7162296,18,1122,NaN,8,559
612,1,1_back,2,mst_407_A_foil.png,L,7163982,7163997,16,1092,NaN,0,522
612,1,1_back,3,mst_407_A_foil.png,L,7164875,7165099,225,1077,NaN,6,474
612,1,1_back,3,mst_407_A_foil.png,L,7165114,7165140,27,1032,NaN,2,511
612,1,1_back,3,mst_294_A_l2.png,L,7166045,7166069,25,976,NaN,3,617
612,1,1_back,3,mst_294_A_l2.png,L,7166253,7166272,20,991,NaN,6,682
612,1,1_back,3,mst_294_A_l2.png,L,7166684,7166706,23,1085,NaN,3,704
612,1,1_back,3,mst_294_A_l2.png,L,7167202,7167221,20,987,NaN,8,654
612,1,1_back,4,mst_294_A_l2.png,L,7167549,7167567,19,925,NaN,0,627
612,1,1_back,4,mst_294_A_l2.png,L,7167825,7167839,15,983,NaN,8,630
612,1,1_back,4,mst_090_A_foil.png,L,7168408,7168428,21,983,NaN,3,600
612,1,1_back,4,mst_090_A_foil.png,L,7168805,7168819,15,963,NaN,6,582
612,1,1_back,5,mst_090_A_foil.png,L,7170032,7170058,27,882,NaN,5,546
612,1,1_back,5,mst_090_A_foil.png,L,7170827,7170852,26,982,NaN,8,607
612,1,1_back,5,mst_090_A_foil.png,L,7171297,7171319,23,935,NaN,7,579
612,1,1_back,5,mst_090_A_foil.png,L,7171587,7171617,31,866,NaN,7,660
612,1,1_back,5,mst_090_A_foil.png,L,7171889,7171920,32,901,NaN,6,528
612,1,1_back,6,mst_090_A_foil.png,L,7172341,7172636,296,818,NaN,3,613
612,1,1_back,6,mst_205_A_l2.png,L,7172716,7172727,12,928,NaN,3,604
612,1,1_back,6,mst_205_A_l2.png,L,7173082,7173095,14,967,NaN,9,619
612,1,1_back,6,mst_205_A_l2.png,L,7173351,7173365,15,1045,NaN,5,642
612,1,1_back,7,mst_041_A_l1.png,L,7175341,7175366,26,985,NaN,8,627
612,1,1_back,7,mst_041_A_l1.png,L,7175632,7175652,21,914,NaN,6,677
612,1,1_back,7,mst_041_A_l1.png,L,7176067,7176097,31,1012,NaN,0,665
612,1,1_back,7,mst_041_A_l1.png,L,7176500,7176510,11,1161,NaN,4,601
612,1,1_back,8,mst_041_B_l1.png,L,7177512,7177538,27,1093,NaN,0,575
612,1,1_back,8,mst_041_B_l1.png,L,7177677,7177700,24,931,NaN,5,612
612,1,1_back,8,mst_041_B_l1.png,L,7178269,7178307,39,828,NaN,4,633
612,1,1_back,8,mst_041_B_l1.png,L,7178451,7178472,22,1108,NaN,0,623
612,1,1_back,9,mst_041_B_l1.png,L,7179105,7179140,36,1191,NaN,5,637
612,1,1_back,9,mst_041_B_l1.png,L,7179265,7179278,14,958,NaN,8,623
612,1,1_back,9,mst_091_A_l1.png,L,7179833,7179859,27,986,NaN,8,621
612,1,1_back,9,mst_091_A_l1.png,L,7180025,7180034,10,901,NaN,3,565
612,1,1_back,9,mst_091_A_l1.png,L,7180268,7180554,287,903,NaN,6,569
612,1,1_back,9,mst_091_A_l1.png,L,7180646,7180665,20,928,NaN,7,603
612,1,1_back,10,mst_091_A_l1.png,L,7181334,7181360,27,886,NaN,6,551
612,1,1_back,10,mst_105_A_l1.png,L,7182357,7182368,12,974,NaN,3,616
612,1,1_back,10,mst_105_A_l1.png,L,7182517,7182538,22,977,NaN,5,615
612,1,1_back,10,mst_105_A_l1.png,L,7182768,7182790,23,983,NaN,3,575
612,1,1_back,10,mst_105_A_l1.png,L,7183012,7183025,14,987,NaN,1,653
612,1,1_back,10,mst_105_A_l1.png,L,7183251,7183281,31,1009,NaN,9,658
612,1,1_back,11,mst_222_A_l2.png,L,7184729,7184754,26,963,NaN,6,544
612,1,1_back,11,mst_222_A_l2.png,L,7185207,7185229,23,1018,NaN,9,654
