subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur
614,1,1_back,2,mst_098_A_foil.png,L,483993,484106,114
614,1,1_back,3,mst_098_A_foil.png,L,485748,485986,239
614,1,1_back,3,mst_098_A_foil.png,L,486955,486988,34
614,1,1_back,4,mst_175_A_l1.png,L,489619,489733,115
614,1,1_back,10,mst_121_A_l1.png,L,501676,501881,206
614,1,1_back,10,mst_109_A_l1.png,L,502994,503090,97
614,1,1_back,11,mst_335_A_l2.png,L,505161,505273,113
614,1,1_back,14,mst_674_A_foil.png,L,511919,512254,336
614,1,1_back,17,mst_112_A_l1.png,L,517037,517110,74
614,1,1_back,20,mst_507_A_foil.png,L,523380,523484,105
614,1,1_back,20,mst_194_A_l2.png,L,524998,525378,381
614,1,1_back,23,mst_007_A_l1.png,L,532043,532186,144
614,1,1_back,25,mst_545_A_foil.png,L,534912,535046,135
614,1,1_back,25,mst_545_A_foil.png,L,536237,536495,259
614,1,1_back,26,mst_125_A_l1.png,L,538871,538949,79
614,1,1_back,30,mst_757_A_foil.png,L,547265,547423,159
614,1,1_back,32,mst_757_A_foil.png,L,550603,550707,105
614,1,1_back,32,mst_729_A_foil.png,L,551918,551982,65
614,1,1_back,34,mst_729_A_foil.png,L,555646,555772,127
614,1,1_back,36,mst_229_B_l2.png,L,560387,560490,104
614,1,1_back,36,mst_042_A_l1.png,L,561684,561784,101
614,1,1_back,38,mst_042_B_l1.png,L,564437,564709,273
614,1,1_back,38,mst_038_A_l1.png,L,565670,565967,298
614,1,1_back,39,mst_121_B_l1.png,L,568171,568349,179
614,1,1_back,40,mst_686_A_foil.png,L,570665,571169,505
614,1,1_back,42,mst_686_A_foil.png,L,573335,573467,133
614,1,1_back,47,mst_206_A_l2.png,L,584876,585031,156
614,1,1_back,48,mst_206_B_l2.png,L,586975,587098,124
614,1,1_back,48,mst_255_A_l2.png,L,588199,588358,160
614,1,1_back,50,mst_313_A_l2.png,L,591462,591480,19
614,1,1_back,52,mst_273_B_l2.png,L,596064,596171,108
614,1,1_back,53,mst_209_A_l2.png,L,598206,598297,92
614,1,1_back,54,mst_329_A_l2.png,L,600540,600635,96
614,1,1_back,55,mst_692_A_foil.png,L,603740,603893,154
614,1,1_back,57,mst_692_A_foil.png,L,607307,607390,84
614,1,1_back,59,mst_083_B_l1.png,L,612972,613094,123
614,1,1_back,64,mst_313_B_l2.png,L,623445,623517,73
614,1,1_back,69,mst_578_A_foil.png,L,633533,633563,31
614,1,1_back,71,mst_357_B_l2.png,L,638216,638287,72
614,1,1_back,72,mst_024_A_l1.png,L,640559,640577,19
614,1,1_back,72,mst_081_A_l1.png,L,641812,641933,122
614,1,1_back,74,mst_081_B_l1.png,L,645208,645349,142
614,1,1_back,74,mst_020_A_l1.png,L,646380,646468,89
614,1,1_back,75,mst_326_A_l2.png,L,649086,649322,237
614,1,1_back,76,mst_326_B_l2.png,L,651306,651416,111
614,1,1_back,77,mst_326_B_l2.png,L,652023,652121,99
614,1,1_back,77,mst_250_A_l2.png,L,653220,653295,76
614,1,1_back,78,mst_250_A_l2.png,L,654267,654399,133
614,1,1_back,80,mst_160_B_l1.png,L,660090,660172,83
614,1,1_back,80,mst_160_B_l1.png,L,660570,660632,63
614,1,1_back,81,mst_160_B_l1.png,L,660942,661100,159
614,1,1_back,81,mst_591_A_foil.png,L,662451,662631,181
614,1,1_back,83,mst_591_A_foil.png,L,665880,666068,189
614,1,1_back,85,mst_338_A_foil.png,L,670192,670478,287
614,1,1_back,87,mst_265_A_l2.png,L,674949,675103,155
614,1,1_back,91,mst_060_A_l1.png,L,683797,683967,171
614,1,1_back,92,mst_273_A_foil.png,L,685951,686035,85
614,1,1_back,96,mst_043_A_l1.png,L,694678,694781,104
614,1,1_back,97,mst_043_B_l1.png,L,697024,697107,84
614,1,1_back,98,mst_028_A_l1.png,L,699376,699564,189
614,1,1_back,101,mst_234_B_l2.png,L,706530,706671,142
614,1,1_back,102,mst_208_A_l2.png,L,708855,708880,26
614,1,1_back,102,mst_069_A_l1.png,L,709993,710134,142
614,1,1_back,104,mst_069_B_l1.png,L,713346,713431,86
614,1,1_back,106,mst_224_B_l2.png,L,717795,717815,21
614,1,1_back,108,mst_094_A_foil.png,L,722572,722649,78
614,1,1_back,111,mst_228_B_l2.png,L,729174,729286,113
614,1,1_back,112,mst_216_A_l2.png,L,731673,731792,120
614,1,1_back,112,mst_024_B_l1.png,L,732812,732894,83
614,1,1_back,116,mst_209_B_l2.png,L,740578,740636,59
614,1,1_back,116,mst_187_B_l2.png,L,741571,741604,34
614,1,1_back,119,mst_096_A_l1.png,L,748987,749042,56
614,1,1_back,120,mst_096_A_l1.png,L,749781,749852,72
614,1,1_back,121,mst_096_B_l1.png,L,751773,751793,21
614,1,1_back,121,mst_008_B_l1.png,L,752683,752822,140
614,1,1_back,122,mst_713_A_foil.png,L,755460,755704,245
614,1,1_back,123,mst_713_A_foil.png,L,756068,756177,110
614,1,1_back,123,mst_713_A_foil.png,L,757762,757870,109
614,1,1_back,124,mst_038_B_l1.png,L,760115,760368,254
