subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
610,1,1_back,1,NA,L,30026026,30026052,27,984,NaN,8,578
610,1,1_back,1,NA,L,30026167,30026360,194,945,NaN,9,584
610,1,1_back,1,mst_196_A_l2.png,L,30026636,30026656,21,959,NaN,0,588
610,1,1_back,1,mst_196_A_l2.png,L,30026857,30026889,33,969,NaN,0,586
610,1,1_back,1,mst_196_A_l2.png,L,30027059,30027092,34,1055,NaN,2,576
610,1,1_back,1,mst_196_A_l2.png,L,30027388,30027421,34,952,NaN,5,433
610,1,1_back,1,mst_196_A_l2.png,L,30027668,30027692,25,1047,NaN,2,565
610,1,1_back,1,mst_196_A_l2.png,L,30028004,30028024,21,947,NaN,7,468
610,1,1_back,2,mst_196_A_l2.png,L,30028438,30028627,190,997,NaN,1,511
610,1,1_back,2,mst_068_A_l1.png,L,30028945,30028966,22,960,NaN,1,543
610,1,1_back,2,mst_068_A_l1.png,L,30029259,30029282,24,997,NaN,7,588
610,1,1_back,2,mst_068_A_l1.png,L,30029501,30029510,10,935,NaN,0,615
610,1,1_back,2,mst_068_A_l1.png,L,30029723,30029749,27,920,NaN,9,611
610,1,1_back,3,mst_068_A_l1.png,L,30030304,30030332,29,1003,NaN,8,565
610,1,1_back,3,mst_068_A_l1.png,L,30030496,30030505,10,970,NaN,8,587
610,1,1_back,3,mst_068_B_l1.png,L,30031191,30031211,21,982,NaN,1,603
610,1,1_back,3,mst_068_B_l1.png,L,30031463,30031483,21,1067,NaN,7,587
610,1,1_back,3,mst_068_B_l1.png,L,30031928,30031947,20,992,NaN,3,622
610,1,1_back,4,mst_029_A_foil.png,L,30033293,30033415,123,979,NaN,7,585
610,1,1_back,4,mst_029_A_foil.png,L,30033745,30033763,19,1012,NaN,5,569
610,1,1_back,4,mst_029_A_foil.png,L,30034057,30034073,17,956,NaN,6,592
610,1,1_back,5,mst_029_A_foil.png,L,30034358,30034375,18,988,NaN,0,590
