subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
607,1,1_back,1,NA,L,455549,455561,13,954,NaN,6,545
607,1,1_back,1,mst_644_A_foil.png,L,456133,456150,18,961,NaN,2,510
607,1,1_back,2,mst_644_A_foil.png,L,458271,458283,13,973,NaN,5,474
607,1,1_back,3,mst_264_A_l2.png,L,460772,460798,27,943,NaN,4,474
607,1,1_back,3,mst_264_A_l2.png,L,461002,461251,250,821,NaN,8,598
607,1,1_back,4,mst_264_A_l2.png,L,462303,462320,18,881,NaN,3,505
607,1,1_back,4,mst_264_B_l2.png,L,463076,463110,35,957,NaN,5,507
607,1,1_back,4,mst_264_B_l2.png,L,463920,464147,228,1065,NaN,1,656
607,1,1_back,5,mst_264_B_l2.png,L,464766,464780,15,1010,NaN,6,530
607,1,1_back,5,mst_171_A_l1.png,L,465493,465511,19,965,NaN,0,525
607,1,1_back,5,mst_171_A_l1.png,L,465672,465949,278,911,NaN,8,568
607,1,1_back,5,mst_171_A_l1.png,L,466293,466318,26,941,NaN,8,495
607,1,1_back,6,mst_171_A_l1.png,L,466742,466977,236,937,NaN,6,568
607,1,1_back,6,mst_171_A_l1.png,L,467143,467156,14,999,NaN,1,494
607,1,1_back,6,mst_171_B_l1.png,L,468142,468335,194,952,NaN,0,510
607,1,1_back,7,mst_171_B_l1.png,L,469196,469205,10,971,NaN,0,521
607,1,1_back,7,mst_160_A_foil.png,L,470262,470284,23,956,NaN,3,538
607,1,1_back,7,mst_160_A_foil.png,L,470427,470837,411,980,NaN,3,452
607,1,1_back,7,mst_160_A_foil.png,L,471006,471025,20,934,NaN,9,410
607,1,1_back,8,mst_160_A_foil.png,L,471490,471713,224,991,NaN,1,452
607,1,1_back,9,mst_160_A_foil.png,L,473845,474076,232,976,NaN,0,503
607,1,1_back,9,mst_160_A_foil.png,L,474181,474195,15,1008,NaN,3,463
607,1,1_back,9,mst_119_A_l1.png,L,474882,474906,25,944,NaN,3,491
607,1,1_back,9,mst_119_A_l1.png,L,475283,475302,20,1079,NaN,3,527
