subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,x,y,pupil
501,1,1_back,1,mst_257_A_l2.png,L,1742883,1745418,2536,916.2,489,7917
501,1,1_back,1,mst_257_A_l2.png,L,1745445,1745704,260,940,595.6,7387
501,1,1_back,1,mst_257_A_l2.png,L,1745730,1745786,57,918,684.9,7054
501,1,1_back,1,mst_257_A_l2.png,L,1745793,1746171,379,966.2,611.6,7249
501,1,1_back,1,mst_257_A_l2.png,L,1746203,1746536,334,949.6,507.2,7386
501,1,1_back,2,mst_257_A_l2.png,L,1746555,1746873,319,915.6,544,7467
501,1,1_back,2,mst_257_B_l2.png,L,1746890,1747867,978,930.1,513.2,7664
501,1,1_back,2,mst_257_B_l2.png,L,1747892,1748186,295,928.4,471.1,7753
501,1,1_back,2,mst_257_B_l2.png,L,1748429,1748620,192,941.5,527.9,7682
501,1,1_back,2,mst_257_B_l2.png,L,1748662,1749014,353,929.8,421.3,7735
501,1,1_back,3,mst_257_B_l2.png,L,1749039,1749263,225,922.9,482.8,7819
501,1,1_back,3,mst_087_A_l1.png,L,1749282,1749954,673,921,512.4,7731
501,1,1_back,3,mst_087_A_l1.png,L,1749974,1750103,130,936.4,484,7527
501,1,1_back,4,mst_087_A_l1.png,L,1750388,1751363,976,924.5,499.7,6929
501,1,1_back,4,mst_155_A_l1.png,L,1751376,1751916,541,921.3,497.3,7471
501,1,1_back,4,mst_155_A_l1.png,L,1751938,1752662,725,899.3,457.9,7332
501,1,1_back,4,mst_155_A_l1.png,L,1752682,1752946,265,949.9,488.5,7402
501,1,1_back,5,mst_155_A_l1.png,L,1752963,1753180,218,951.5,520.7,7440
501,1,1_back,5,mst_155_A_l1.png,L,1753208,1753418,211,908.2,459.8,7472
501,1,1_back,5,mst_155_B_l1.png,L,1753440,1754053,614,914.6,499.3,7598
501,1,1_back,5,mst_155_B_l1.png,L,1754078,1754680,603,892.6,472,7412
501,1,1_back,5,mst_155_B_l1.png,L,1754704,1755213,510,886.2,533.7,7538
501,1,1_back,6,mst_155_B_l1.png,L,1755242,1755629,388,883.8,470.6,7509
501,1,1_back,6,mst_113_A_l1.png,L,1755649,1756572,924,908.4,507,7465
