subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
617,1,1_back,1,NA,L,14586924,14587177,254,981,NaN,5,467
617,1,1_back,1,NA,L,14587299,14587303,5,963,NaN,9,562
617,1,1_back,1,mst_348_A_l2.png,L,14587897,14587914,18,968,NaN,0,571
617,1,1_back,1,mst_348_A_l2.png,L,14588542,14588559,18,976,NaN,8,477
617,1,1_back,1,mst_348_A_l2.png,L,14588780,14588792,13,911,NaN,5,511
617,1,1_back,1,mst_348_A_l2.png,L,14588945,14588966,22,898,NaN,1,546
617,1,1_back,1,mst_348_A_l2.png,L,14589256,14589276,21,993,NaN,7,547
617,1,1_back,2,mst_348_A_l2.png,L,14589552,14589839,288,982,NaN,8,463
617,1,1_back,2,mst_258_A_l2.png,L,14590328,14590342,15,986,NaN,5,513
617,1,1_back,2,mst_258_A_l2.png,L,14590810,14590833,24,997,NaN,6,544
617,1,1_back,2,mst_258_A_l2.png,L,14590995,14591020,26,869,NaN,4,590
617,1,1_back,2,mst_258_A_l2.png,L,14591337,14591351,15,1015,NaN,2,552
617,1,1_back,3,mst_258_A_l2.png,L,14591632,14591646,15,954,NaN,2,570
617,1,1_back,3,mst_258_A_l2.png,L,14591882,14592158,277,986,NaN,5,593
617,1,1_back,3,mst_258_A_l2.png,L,14592286,14592295,10,971,NaN,4,536
617,1,1_back,3,mst_658_A_foil.png,L,14592817,14592838,22,959,NaN,3,561
617,1,1_back,3,mst_658_A_foil.png,L,14593469,14593494,26,994,NaN,9,474
617,1,1_back,3,mst_658_A_foil.png,L,14593685,14593709,25,969,NaN,2,570
617,1,1_back,4,mst_658_A_foil.png,L,14594354,14594614,261,997,NaN,3,467
617,1,1_back,4,mst_658_A_foil.png,L,14595346,14595357,12,966,NaN,5,529
617,1,1_back,4,mst_658_A_foil.png,L,14595541,14595564,24,1002,NaN,2,541
617,1,1_back,4,mst_658_A_foil.png,L,14595931,14595949,19,1004,NaN,4,427
617,1,1_back,4,mst_658_A_foil.png,L,14596237,14596246,10,1004,NaN,5,485
617,1,1_back,5,mst_658_A_foil.png,L,14596612,14596624,13,1007,NaN,8,513
617,1,1_back,5,mst_658_A_foil.png,L,14596864,14596872,9,983,NaN,4,554
617,1,1_back,5,mst_113_A_l1.png,L,14597607,14597630,24,968,NaN,2,567
617,1,1_back,5,mst_113_A_l1.png,L,14597943,14598172,230,886,NaN,8,501
617,1,1_back,5,mst_113_A_l1.png,L,14598383,14598702,320,891,NaN,2,516
617,1,1_back,6,mst_113_A_l1.png,L,14599157,14599170,14,925,NaN,3,528
617,1,1_back,6,mst_113_A_l1.png,L,14599659,14599673,15,954,NaN,8,553
617,1,1_back,6,mst_113_B_l1.png,L,14599977,14599990,14,960,NaN,6,520
617,1,1_back,6,mst_113_B_l1.png,L,14600494,14600511,18,913,NaN,6,505
617,1,1_back,6,mst_113_B_l1.png,L,14601023,14601036,14,968,NaN,9,521
617,1,1_back,7,mst_113_B_l1.png,L,14601451,14601726,276,941,NaN,3,535
617,1,1_back,7,mst_182_A_l2.png,L,14602144,14602157,14,973,NaN,6,535
617,1,1_back,7,mst_182_A_l2.png,L,14602452,14602466,15,950,NaN,2,519
617,1,1_back,7,mst_182_A_l2.png,L,14602929,14602947,19,972,NaN,2,471
617,1,1_back,8,mst_182_A_l2.png,L,14603252,14603559,308,960,NaN,2,528
617,1,1_back,8,mst_182_A_l2.png,L,14603922,14603935,14,983,NaN,1,539
617,1,1_back,8,mst_182_B_l2.png,L,14604701,14604712,12,932,NaN,7,488
617,1,1_back,8,mst_182_B_l2.png,L,14604960,14604979,20,948,NaN,3,471
617,1,1_back,8,mst_182_B_l2.png,L,14605444,14605460,17,955,NaN,6,533
617,1,1_back,8,mst_182_B_l2.png,L,14605631,14605651,21,1014,NaN,4,547
617,1,1_back,9,mst_182_B_l2.png,L,14605961,14605971,11,951,NaN,6,534
617,1,1_back,9,mst_182_B_l2.png,L,14606220,14606226,7,955,NaN,2,549
617,1,1_back,9,mst_182_B_l2.png,L,14606518,14606535,18,945,NaN,6,547
617,1,1_back,9,mst_130_A_l1.png,L,14606886,14606896,11,970,NaN,8,516
617,1,1_back,9,mst_130_A_l1.png,L,14607014,14607034,21,938,NaN,0,521
617,1,1_back,9,mst_130_A_l1.png,L,14607214,14607415,202,922,NaN,7,414
617,1,1_back,9,mst_130_A_l1.png,L,14607708,14607727,20,934,NaN,9,425
617,1,1_back,10,mst_130_A_l1.png,L,14608230,14608242,13,975,NaN,9,467
617,1,1_back,10,mst_338_A_l2.png,L,14608959,14608991,33,949,NaN,0,465
617,1,1_back,10,mst_338_A_l2.png,L,14609189,14609209,21,948,NaN,1,659
617,1,1_back,10,mst_338_A_l2.png,L,14609898,14609942,45,951,NaN,9,695
617,1,1_back,11,mst_338_A_l2.png,L,14610690,14610703,14,958,NaN,1,490
617,1,1_back,11,mst_338_B_l2.png,L,14611328,14611357,30,947,NaN,2,527
617,1,1_back,11,mst_338_B_l2.png,L,14611608,14611651,44,949,NaN,9,671
617,1,1_back,11,mst_338_B_l2.png,L,14611822,14611858,37,931,NaN,5,419
617,1,1_back,11,mst_338_B_l2.png,L,14612248,14612293,46,956,NaN,0,676
617,1,1_back,12,mst_338_B_l2.png,L,14612837,14613059,223,963,NaN,5,501
617,1,1_back,12,mst_338_B_l2.png,L,14613171,14613183,13,975,NaN,4,531
617,1,1_back,12,mst_290_A_l2.png,L,14613823,14613842,20,939,NaN,3,555
617,1,1_back,12,mst_290_A_l2.png,L,14614168,14614190,23,1010,NaN,8,536
617,1,1_back,12,mst_290_A_l2.png,L,14614646,14614674,29,962,NaN,2,438
617,1,1_back,13,mst_290_A_l2.png,L,14615025,14615052,28,1010,NaN,6,575
617,1,1_back,13,mst_290_A_l2.png,L,14615348,14615363,16,969,NaN,2,475
617,1,1_back,13,mst_383_A_foil.png,L,14616033,14616050,18,960,NaN,4,515
617,1,1_back,13,mst_383_A_foil.png,L,14616418,14616430,13,951,NaN,6,423
617,1,1_back,13,mst_383_A_foil.png,L,14616668,14616677,10,942,NaN,6,463
617,1,1_back,13,mst_383_A_foil.png,L,14617125,14617146,22,971,NaN,1,496
617,1,1_back,14,mst_383_A_foil.png,L,14617571,14617795,225,969,NaN,4,426
617,1,1_back,14,mst_383_A_foil.png,L,14618235,14618251,17,962,NaN,5,500
617,1,1_back,14,mst_383_A_foil.png,L,14618712,14618740,29,965,NaN,1,434
617,1,1_back,14,mst_383_A_foil.png,L,14619309,14619328,20,981,NaN,8,570
617,1,1_back,15,mst_383_A_foil.png,L,14619984,14619993,10,971,NaN,5,492
617,1,1_back,15,mst_054_A_l1.png,L,14620303,14620318,16,975,NaN,8,514
617,1,1_back,15,mst_054_A_l1.png,L,14620494,14620517,24,981,NaN,1,544
617,1,1_back,15,mst_054_A_l1.png,L,14620846,14620850,5,857,NaN,6,510
617,1,1_back,15,mst_054_A_l1.png,L,14621042,14621065,24,847,NaN,4,506
617,1,1_back,15,mst_054_A_l1.png,L,14621272,14621292,21,956,NaN,7,500
617,1,1_back,16,mst_054_A_l1.png,L,14621848,14621867,20,1003,NaN,4,536
617,1,1_back,16,mst_054_A_l1.png,L,14622103,14622116,14,958,NaN,2,499
617,1,1_back,16,mst_054_B_l1.png,L,14622861,14622874,14,957,NaN,2,520
