subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur
603,1,1_back,1,NA,L,670723,670794,72
603,1,1_back,3,mst_706_A_foil.png,L,675135,675204,70
603,1,1_back,5,mst_345_A_l2.png,L,681838,681897,60
603,1,1_back,6,mst_271_A_l2.png,L,683382,683571,190
603,1,1_back,8,mst_699_A_foil.png,L,687904,687949,46
603,1,1_back,10,mst_051_A_l1.png,L,692451,692587,137
603,1,1_back,12,mst_330_A_l2.png,L,696695,696850,156
603,1,1_back,13,mst_194_A_l2.png,L,698863,699013,151
603,1,1_back,17,mst_377_A_foil.png,L,707462,707622,161
603,1,1_back,18,mst_233_A_l2.png,L,710012,710219,208
603,1,1_back,20,mst_087_A_foil.png,L,714715,714867,153
603,1,1_back,22,mst_217_A_l2.png,L,719056,719213,158
603,1,1_back,23,mst_349_A_foil.png,L,721834,721995,162
603,1,1_back,25,mst_073_A_l1.png,L,726751,726832,82
603,1,1_back,27,mst_269_A_foil.png,L,731332,731465,134
603,1,1_back,29,mst_251_A_l2.png,L,736371,736564,194
603,1,1_back,32,mst_292_B_l2.png,L,742986,743013,28
603,1,1_back,33,mst_292_B_l2.png,L,743656,743796,141
603,1,1_back,34,mst_358_A_l2.png,L,747525,747711,187
603,1,1_back,35,mst_033_A_l1.png,L,750239,750351,113
603,1,1_back,36,mst_199_A_l2.png,L,752191,752367,177
603,1,1_back,40,mst_229_A_l2.png,L,760598,760772,175
603,1,1_back,42,mst_022_A_l1.png,L,765653,765840,188
603,1,1_back,44,mst_673_A_foil.png,L,770126,770338,213
603,1,1_back,44,mst_673_A_foil.png,L,770585,770792,208
603,1,1_back,46,mst_085_A_foil.png,L,774697,774846,150
603,1,1_back,48,mst_085_A_foil.png,L,777977,778150,174
603,1,1_back,50,mst_320_A_l2.png,L,782408,782542,135
603,1,1_back,51,mst_196_A_l2.png,L,786175,786339,165
603,1,1_back,53,mst_044_A_l1.png,L,790251,790392,142
603,1,1_back,55,mst_151_A_foil.png,L,794353,794556,204
603,1,1_back,57,mst_151_A_foil.png,L,797603,797742,140
603,1,1_back,57,mst_271_B_l2.png,L,798956,799191,236
603,1,1_back,60,mst_137_A_l1.png,L,805646,806082,437
603,1,1_back,61,mst_333_B_l2.png,L,808499,808864,366
603,1,1_back,62,mst_333_B_l2.png,L,809132,809205,74
603,1,1_back,67,mst_585_A_foil.png,L,822179,822667,489
603,1,1_back,71,mst_251_B_l2.png,L,831454,831561,108
603,1,1_back,74,mst_606_A_foil.png,L,837583,837942,360
603,1,1_back,77,mst_362_A_foil.png,L,843717,843854,138
603,1,1_back,79,mst_307_A_l2.png,L,848620,848775,156
603,1,1_back,81,mst_651_A_foil.png,L,853279,853477,199
603,1,1_back,84,mst_305_A_foil.png,L,860896,860994,99
603,1,1_back,85,mst_305_A_foil.png,L,862902,863103,202
603,1,1_back,86,mst_163_A_foil.png,L,865157,865701,545
603,1,1_back,90,mst_076_A_l1.png,L,874679,874863,185
603,1,1_back,90,mst_076_A_l1.png,L,875071,875289,219
603,1,1_back,92,mst_005_A_foil.png,L,879321,879451,131
603,1,1_back,95,mst_412_A_foil.png,L,884743,884899,157
603,1,1_back,96,mst_021_A_l1.png,L,887987,888200,214
603,1,1_back,98,mst_100_A_l1.png,L,892584,892810,227
603,1,1_back,101,mst_273_A_foil.png,L,899629,899745,117
603,1,1_back,102,mst_273_A_foil.png,L,900806,900945,140
603,1,1_back,103,mst_345_B_l2.png,L,903954,904111,158
603,1,1_back,103,mst_345_B_l2.png,L,904349,904558,210
603,1,1_back,106,mst_359_B_l2.png,L,909896,910203,308
