subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,x,y,pupil
617,1,1_back,1,NA,L,14587178,14587298,121,963.7,558.3,5052
617,1,1_back,1,mst_348_A_l2.png,L,14587304,14587896,593,960.8,569,5399
617,1,1_back,1,mst_348_A_l2.png,L,14587915,14588541,627,985.8,489.8,4756
617,1,1_back,1,mst_348_A_l2.png,L,14588560,14588779,220,909.9,511.3,4547
617,1,1_back,1,mst_348_A_l2.png,L,14588793,14588944,152,897,546.2,4699
617,1,1_back,1,mst_348_A_l2.png,L,14588967,14589255,289,995.4,552.4,4892
617,1,1_back,2,mst_348_A_l2.png,L,14589277,14589551,275,982.5,459.2,4908
617,1,1_back,2,mst_258_A_l2.png,L,14589840,14590327,488,985.7,506.4,5119
617,1,1_back,2,mst_258_A_l2.png,L,14590343,14590809,467,1003,552.8,4836
617,1,1_back,2,mst_258_A_l2.png,L,14590834,14590994,161,869.6,591.9,4679
617,1,1_back,2,mst_258_A_l2.png,L,14591021,14591336,316,1011.2,549.2,4999
617,1,1_back,3,mst_258_A_l2.png,L,14591352,14591631,280,953.1,573.3,5061
617,1,1_back,3,mst_258_A_l2.png,L,14591647,14591881,235,988.1,594.8,4997
617,1,1_back,3,mst_258_A_l2.png,L,14592159,14592285,127,967.3,519.8,5173
617,1,1_back,3,mst_658_A_foil.png,L,14592296,14592816,521,953.9,557.1,5479
617,1,1_back,3,mst_658_A_foil.png,L,14592839,14593468,630,1000.5,488,4697
617,1,1_back,3,mst_658_A_foil.png,L,14593495,14593684,190,969.8,567.2,4824
617,1,1_back,4,mst_658_A_foil.png,L,14593710,14594353,644,995.1,462.6,5169
617,1,1_back,4,mst_658_A_foil.png,L,14594615,14595345,731,960.8,531.2,5563
617,1,1_back,4,mst_658_A_foil.png,L,14595358,14595540,183,1001.8,536.5,5431
617,1,1_back,4,mst_658_A_foil.png,L,14595565,14595930,366,1005.4,428.6,4794
617,1,1_back,4,mst_658_A_foil.png,L,14595950,14596236,287,1000.2,480.8,5303
617,1,1_back,5,mst_658_A_foil.png,L,14596247,14596611,365,1007,507.3,5590
617,1,1_back,5,mst_658_A_foil.png,L,14596625,14596863,239,987,550.8,5599
