subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,x,y,pupil
603,1,1_back,1,NA,L,669636,670667,1032,948.5,540.8,5854
603,1,1_back,1,NA,L,670884,670922,39,935.6,513.4,5712
603,1,1_back,1,mst_706_A_foil.png,L,670935,671520,586,938,560.2,5513
603,1,1_back,1,mst_706_A_foil.png,L,671539,672017,479,1020.5,580.9,4578
603,1,1_back,1,mst_706_A_foil.png,L,672033,672399,367,975.4,562.3,4918
603,1,1_back,2,mst_706_A_foil.png,L,672421,672923,503,966.4,628.6,5059
603,1,1_back,2,mst_706_A_foil.png,L,672942,673783,842,974.9,575.2,5371
603,1,1_back,2,mst_706_A_foil.png,L,673803,674854,1052,1022.5,604,5257
603,1,1_back,3,mst_706_A_foil.png,L,674990,675095,106,996.5,584.8,5551
603,1,1_back,3,mst_706_A_foil.png,L,675308,675462,155,999.6,576.4,5845
603,1,1_back,3,mst_060_A_l1.png,L,675480,676388,909,979.4,576,5552
603,1,1_back,3,mst_060_A_l1.png,L,676410,676912,503,955,547.3,4954
603,1,1_back,4,mst_060_A_l1.png,L,676921,677417,497,977.8,545.6,5453
603,1,1_back,4,mst_264_A_l2.png,L,677425,678318,894,985.4,560.2,5853
603,1,1_back,4,mst_264_A_l2.png,L,678343,678495,153,1028.9,623.2,5068
603,1,1_back,4,mst_264_A_l2.png,L,678534,678712,179,865.8,682.1,4730
603,1,1_back,4,mst_264_A_l2.png,L,678733,679400,668,812,697.8,5001
603,1,1_back,5,mst_264_A_l2.png,L,679434,679728,295,1021.2,665,5234
603,1,1_back,5,mst_264_A_l2.png,L,679757,679980,224,990.6,580,5368
603,1,1_back,5,mst_345_A_l2.png,L,679994,680673,680,984.3,568.6,5722
603,1,1_back,5,mst_345_A_l2.png,L,680697,680941,245,883.4,591.7,5103
603,1,1_back,5,mst_345_A_l2.png,L,680958,681793,836,835.5,604.4,4758
603,1,1_back,6,mst_345_A_l2.png,L,681985,682036,52,972.6,522.4,5247
603,1,1_back,6,mst_271_A_l2.png,L,682043,682996,954,966.8,552.1,5259
603,1,1_back,6,mst_271_A_l2.png,L,683016,683351,336,928.1,557.3,4852
603,1,1_back,7,mst_271_A_l2.png,L,683690,684436,747,999.3,536.8,5193
603,1,1_back,7,mst_699_A_foil.png,L,684458,685770,1313,989.5,587.2,5610
603,1,1_back,7,mst_699_A_foil.png,L,685794,686187,394,1085.8,603.4,5110
603,1,1_back,8,mst_699_A_foil.png,L,686209,686826,618,1024,578.9,5331
603,1,1_back,8,mst_699_A_foil.png,L,686843,687090,248,981.7,590,5204
603,1,1_back,8,mst_699_A_foil.png,L,687107,687865,759,977.7,575.1,5423
603,1,1_back,8,mst_699_A_foil.png,L,688043,688586,544,1025.6,556.4,5747
603,1,1_back,9,mst_699_A_foil.png,L,688608,689062,455,979,563.5,5754
603,1,1_back,9,mst_329_A_l2.png,L,689069,689607,539,964.5,572.3,5764
603,1,1_back,10,mst_329_A_l2.png,L,689635,691089,1455,1021,464.7,4656
603,1,1_back,10,mst_051_A_l1.png,L,691109,691896,788,988.1,533.6,5334
603,1,1_back,10,mst_051_A_l1.png,L,691919,692129,211,922.3,563,4743
603,1,1_back,10,mst_051_A_l1.png,L,692152,692411,260,938.4,483,4533
603,1,1_back,10,mst_051_A_l1.png,L,692698,692812,115,945.9,487.7,5161
603,1,1_back,11,mst_051_A_l1.png,L,692833,693328,496,941.2,549.4,5360
603,1,1_back,11,mst_051_B_l1.png,L,693339,694308,970,965.1,556.7,5286
603,1,1_back,11,mst_051_B_l1.png,L,694324,695194,871,946.9,538.4,4563
603,1,1_back,12,mst_051_B_l1.png,L,695220,695707,488,1033.5,523,5504
603,1,1_back,12,mst_330_A_l2.png,L,695729,696657,929,994,557.5,5637
603,1,1_back,13,mst_330_A_l2.png,L,696951,697558,608,1014.6,524.5,5285
603,1,1_back,13,mst_330_A_l2.png,L,697575,697861,287,963.3,526.4,5449
603,1,1_back,13,mst_194_A_l2.png,L,697872,698392,521,1003.3,545.6,5551
603,1,1_back,13,mst_194_A_l2.png,L,698413,698826,414,947.4,580.5,4944
603,1,1_back,13,mst_194_A_l2.png,L,699122,699352,231,1026.2,560.2,4587
603,1,1_back,14,mst_194_B_l2.png,L,699371,701098,1728,964.2,569.6,4831
603,1,1_back,14,mst_194_B_l2.png,L,701117,701567,451,993.8,560,5377
603,1,1_back,15,mst_194_B_l2.png,L,701586,701920,335,975.1,529.2,5359
603,1,1_back,15,mst_160_A_l1.png,L,701940,702631,692,939.3,563.8,5811
603,1,1_back,15,mst_160_A_l1.png,L,702645,702999,355,944.2,557.8,4963
603,1,1_back,15,mst_160_A_l1.png,L,703019,703285,267,903.3,599.7,4873
603,1,1_back,15,mst_160_A_l1.png,L,703311,703686,376,948.5,720.7,4934
603,1,1_back,16,mst_160_A_l1.png,L,703708,703982,275,984.7,664.9,4999
603,1,1_back,16,mst_377_A_foil.png,L,704068,705086,1019,951.5,572.4,5296
603,1,1_back,16,mst_377_A_foil.png,L,705105,705502,398,914,616,4972
603,1,1_back,16,mst_377_A_foil.png,L,705522,705836,315,927.8,558,5463
603,1,1_back,17,mst_377_A_foil.png,L,705877,706309,433,1038.7,688.7,5499
603,1,1_back,17,mst_377_A_foil.png,L,706336,706610,275,992.9,586,5622
603,1,1_back,17,mst_377_A_foil.png,L,706630,707431,802,968.7,568.8,5353
603,1,1_back,17,mst_377_A_foil.png,L,707748,707784,37,1158.2,684.6,4965
603,1,1_back,18,mst_377_A_foil.png,L,707811,708614,804,1020.1,694.3,5621
603,1,1_back,18,mst_377_A_foil.png,L,708643,708847,205,965,568.2,5421
603,1,1_back,18,mst_233_A_l2.png,L,708865,709593,729,949.2,573,5607
603,1,1_back,18,mst_233_A_l2.png,L,709613,709982,370,961.7,635,4864
603,1,1_back,18,mst_233_A_l2.png,L,710342,710717,376,1009.6,530.9,5091
603,1,1_back,19,mst_233_A_l2.png,L,710736,711045,310,1052.7,493.2,4737
603,1,1_back,19,mst_233_B_l2.png,L,711068,712146,1079,985.3,565.2,4915
603,1,1_back,19,mst_233_B_l2.png,L,712169,713104,936,1044.1,548.4,4778
603,1,1_back,20,mst_233_B_l2.png,L,713127,713540,414,949.9,618.8,5625
603,1,1_back,20,mst_233_B_l2.png,L,713559,713805,247,949.2,586.9,5469
603,1,1_back,20,mst_087_A_foil.png,L,713820,714303,484,976,560.4,5503
603,1,1_back,20,mst_087_A_foil.png,L,714325,714687,363,1050.5,557.8,4670
603,1,1_back,20,mst_087_A_foil.png,L,714970,715000,31,1025.9,515.7,4784
603,1,1_back,21,mst_087_A_foil.png,L,715021,715653,633,1009.7,560.6,4848
603,1,1_back,21,mst_087_A_foil.png,L,715670,716687,1018,966,570.3,5177
603,1,1_back,22,mst_087_A_foil.png,L,716708,717884,1177,1024.9,574.5,5063
603,1,1_back,22,mst_087_A_foil.png,L,717905,718134,230,948.1,600,5517
603,1,1_back,22,mst_087_A_foil.png,L,718152,718382,231,985.6,579.1,5500
603,1,1_back,22,mst_217_A_l2.png,L,718402,718701,300,950.8,571.5,5477
603,1,1_back,22,mst_217_A_l2.png,L,718721,718911,191,968.4,521,4933
603,1,1_back,22,mst_217_A_l2.png,L,718922,719030,109,980.1,502.2,4598
603,1,1_back,22,mst_217_A_l2.png,L,719307,719432,126,871.1,575.6,4459
603,1,1_back,22,mst_217_A_l2.png,L,719455,719711,257,826.9,648.7,4730
603,1,1_back,23,mst_217_A_l2.png,L,719728,720081,354,843.8,619.8,4813
603,1,1_back,23,mst_349_A_foil.png,L,720107,721591,1485,947.2,551.8,5136
603,1,1_back,23,mst_349_A_foil.png,L,721604,721802,199,969.7,586.4,4872
603,1,1_back,24,mst_349_A_foil.png,L,722103,722648,546,980.7,541.4,5407
603,1,1_back,25,mst_349_A_foil.png,L,722661,725100,2440,964.8,576.6,5257
603,1,1_back,25,mst_349_A_foil.png,L,725111,725650,540,982.2,591.8,5687
603,1,1_back,25,mst_073_A_l1.png,L,725674,726141,468,953,555.4,5814
603,1,1_back,25,mst_073_A_l1.png,L,726153,726714,562,962.3,575.7,4712
603,1,1_back,26,mst_073_A_l1.png,L,726932,727554,623,990.6,558.2,4908
603,1,1_back,26,mst_269_A_foil.png,L,727562,728616,1055,979,549.5,5297
603,1,1_back,26,mst_269_A_foil.png,L,728633,728986,354,980.9,518.1,5334
603,1,1_back,26,mst_269_A_foil.png,L,729006,729583,578,908.2,545.8,5677
603,1,1_back,27,mst_269_A_foil.png,L,729597,730070,474,942,535.7,5579
603,1,1_back,27,mst_269_A_foil.png,L,730087,730398,312,985.8,559.8,5380
603,1,1_back,27,mst_269_A_foil.png,L,730414,731044,631,984.3,550.4,5741
603,1,1_back,27,mst_269_A_foil.png,L,731057,731302,246,1010.2,561.4,5430
603,1,1_back,28,mst_269_A_foil.png,L,731609,732228,620,1009,581.7,6088
603,1,1_back,28,mst_269_A_foil.png,L,732246,732522,277,972.9,547.9,6067
603,1,1_back,28,mst_264_B_l2.png,L,732536,733395,860,947.1,581.1,5875
603,1,1_back,28,mst_264_B_l2.png,L,733413,733932,520,887.4,623.1,4454
603,1,1_back,28,mst_264_B_l2.png,L,733955,734212,258,962.4,549.1,4153
603,1,1_back,29,mst_264_B_l2.png,L,734231,734800,570,906,557.1,4158
603,1,1_back,29,mst_251_A_l2.png,L,734820,735763,944,967.7,562.9,4664
603,1,1_back,29,mst_251_A_l2.png,L,735785,736332,548,884.1,667.3,4301
603,1,1_back,29,mst_251_A_l2.png,L,736659,736684,26,985.4,511,4516
603,1,1_back,30,mst_251_A_l2.png,L,736696,737214,519,975.6,567.8,4618
603,1,1_back,30,mst_028_A_l1.png,L,737222,737815,594,975.6,547,4806
603,1,1_back,30,mst_028_A_l1.png,L,737839,738259,421,949.6,509.5,4420
603,1,1_back,30,mst_028_A_l1.png,L,738285,738754,470,858.4,603.1,4640
603,1,1_back,31,mst_028_A_l1.png,L,738782,739296,515,922.3,504.7,5161
603,1,1_back,31,mst_292_A_l2.png,L,739317,740440,1124,936.3,553.4,5323
603,1,1_back,31,mst_292_A_l2.png,L,740454,740801,348,924.9,589,4494
