subj_id,block,task,trial_id,stim_id,eye,onset,offset,dur,sx,sy,ex,ey
604,1,1_back,1,NA,L,8529896,8530055,160,947,NaN,2,532
604,1,1_back,1,mst_224_A_l2.png,L,8530607,8530642,36,945,NaN,8,534
604,1,1_back,1,mst_224_A_l2.png,L,8530866,8530886,21,837,NaN,1,552
604,1,1_back,1,mst_224_A_l2.png,L,8531088,8531111,24,919,NaN,2,549
604,1,1_back,1,mst_224_A_l2.png,L,8531706,8531930,225,831,NaN,3,552
604,1,1_back,2,mst_224_A_l2.png,L,8532021,8532040,20,918,NaN,4,541
604,1,1_back,2,mst_224_A_l2.png,L,8532153,8532181,29,914,NaN,6,539
604,1,1_back,2,mst_224_A_l2.png,L,8532242,8532635,394,953,NaN,4,554
604,1,1_back,2,mst_013_A_foil.png,L,8532831,8532839,9,937,NaN,3,543
604,1,1_back,2,mst_013_A_foil.png,L,8532931,8532940,10,952,NaN,1,544
604,1,1_back,2,mst_013_A_foil.png,L,8532977,8532981,5,954,NaN,6,525
604,1,1_back,2,mst_013_A_foil.png,L,8533064,8533096,33,950,NaN,0,520
604,1,1_back,2,mst_013_A_foil.png,L,8533446,8533463,18,884,NaN,2,614
604,1,1_back,2,mst_013_A_foil.png,L,8533494,8533528,35,877,NaN,2,600
604,1,1_back,2,mst_013_A_foil.png,L,8533610,8533637,28,1029,NaN,4,560
604,1,1_back,2,mst_013_A_foil.png,L,8533789,8534135,347,1025,NaN,0,551
604,1,1_back,3,mst_013_A_foil.png,L,8534341,8534407,67,937,NaN,5,540
604,1,1_back,3,mst_013_A_foil.png,L,8534548,8534601,54,993,NaN,1,548
604,1,1_back,3,mst_013_A_foil.png,L,8534993,8535022,30,936,NaN,6,533
604,1,1_back,3,mst_013_A_foil.png,L,8535215,8535248,34,926,NaN,8,509
604,1,1_back,3,mst_013_A_foil.png,L,8535667,8535687,21,900,NaN,3,589
604,1,1_back,3,mst_013_A_foil.png,L,8535818,8535846,29,835,NaN,6,604
604,1,1_back,3,mst_013_A_foil.png,L,8536353,8536375,23,1003,NaN,7,550
604,1,1_back,4,mst_013_A_foil.png,L,8536725,8536744,20,916,NaN,9,554
604,1,1_back,4,mst_013_A_foil.png,L,8536789,8536974,186,950,NaN,0,548
604,1,1_back,4,mst_065_A_l1.png,L,8537459,8537481,23,935,NaN,6,533
604,1,1_back,4,mst_065_A_l1.png,L,8537720,8537744,25,856,NaN,8,527
604,1,1_back,4,mst_065_A_l1.png,L,8538217,8538236,20,949,NaN,5,539
604,1,1_back,5,mst_065_A_l1.png,L,8538784,8539050,267,860,NaN,6,531
604,1,1_back,5,mst_065_A_l1.png,L,8539183,8539187,5,945,NaN,8,521
604,1,1_back,5,mst_065_A_l1.png,L,8539419,8539448,30,939,NaN,9,520
604,1,1_back,5,mst_491_A_foil.png,L,8539829,8539854,26,881,NaN,7,529
604,1,1_back,5,mst_491_A_foil.png,L,8540309,8540331,23,969,NaN,1,555
604,1,1_back,5,mst_491_A_foil.png,L,8540845,8540862,18,915,NaN,8,517
604,1,1_back,6,mst_491_A_foil.png,L,8541281,8541601,321,947,NaN,0,545
604,1,1_back,6,mst_491_A_foil.png,L,8541968,8542003,36,927,NaN,7,547
604,1,1_back,6,mst_491_A_foil.png,L,8542839,8542862,24,899,NaN,0,530
604,1,1_back,6,mst_491_A_foil.png,L,8543214,8543234,21,936,NaN,1,492
604,1,1_back,7,mst_491_A_foil.png,L,8543661,8543935,275,889,NaN,8,551
604,1,1_back,7,mst_258_A_l2.png,L,8544432,8544512,81,942,NaN,8,508
604,1,1_back,7,mst_258_A_l2.png,L,8544972,8544997,26,908,NaN,3,598
604,1,1_back,7,mst_258_A_l2.png,L,8545126,8545154,29,811,NaN,4,623
604,1,1_back,8,mst_258_A_l2.png,L,8545906,8546186,281,1022,NaN,1,554
604,1,1_back,8,mst_258_A_l2.png,L,8546341,8546350,10,950,NaN,3,512
604,1,1_back,8,mst_258_B_l2.png,L,8546383,8546405,23,949,NaN,4,528
604,1,1_back,8,mst_258_B_l2.png,L,8546803,8546835,33,909,NaN,0,583
604,1,1_back,8,mst_258_B_l2.png,L,8547524,8547565,42,1075,NaN,5,542
604,1,1_back,8,mst_258_B_l2.png,L,8547795,8547826,32,887,NaN,5,533
604,1,1_back,9,mst_258_B_l2.png,L,8548128,8548438,311,1002,NaN,5,554
604,1,1_back,9,mst_331_A_l2.png,L,8548946,8548963,18,939,NaN,5,529
604,1,1_back,9,mst_331_A_l2.png,L,8549094,8549149,56,937,NaN,7,538
604,1,1_back,9,mst_331_A_l2.png,L,8549343,8549367,25,840,NaN,6,567
604,1,1_back,9,mst_331_A_l2.png,L,8549758,8549775,18,945,NaN,6,497
