subj_id,block,task,trial_id,stim_id,onset_time,n_fix,n_sac,n_blink
612,1,1_back,1,mst_407_A_foil.png,7161253,5,5,0
612,1,1_back,2,mst_407_A_foil.png,7163329,1,1,0
612,1,1_back,3,mst_294_A_l2.png,7165803,6,6,1
612,1,1_back,4,mst_090_A_foil.png,7168184,4,4,0
612,1,1_back,5,mst_090_A_foil.png,7170616,5,5,0
612,1,1_back,6,mst_205_A_l2.png,7172706,4,4,1
612,1,1_back,7,mst_041_A_l1.png,7175117,4,4,0
612,1,1_back,8,mst_041_B_l1.png,7177271,4,4,0
612,1,1_back,9,mst_091_A_l1.png,7179631,6,6,1
612,1,1_back,10,mst_105_A_l1.png,7182094,6,6,0
612,1,1_back,11,mst_222_A_l2.png,7184513,2,2,0
612,1,1_back,12,mst_754_A_foil.png,7187006,3,3,1
612,1,1_back,13,mst_754_A_foil.png,7189130,5,5,0
612,1,1_back,14,mst_228_A_l2.png,7191434,6,5,0
612,1,1_back,15,mst_042_A_l1.png,7193577,4,5,1
612,1,1_back,16,mst_050_A_l1.png,7196007,4,4,1
612,1,1_back,17,mst_199_A_l2.png,7198227,4,4,1
612,1,1_back,18,mst_199_B_l2.png,7200603,4,4,0
612,1,1_back,19,mst_293_A_l2.png,7202948,4,4,1
612,1,1_back,20,mst_106_A_l1.png,7204974,3,3,1
612,1,1_back,21,mst_222_B_l2.png,7207070,2,2,1
612,1,1_back,22,mst_152_A_l1.png,7209089,3,3,0
612,1,1_back,23,mst_152_B_l1.png,7211331,3,3,0
612,1,1_back,24,mst_051_A_l1.png,7213643,7,7,2
612,1,1_back,25,mst_178_A_l1.png,7215739,4,4,1
612,1,1_back,26,mst_001_A_l1.png,7217784,6,6,1
612,1,1_back,27,mst_352_A_foil.png,7219826,5,5,1
612,1,1_back,28,mst_352_A_foil.png,7222190,5,4,0
612,1,1_back,29,mst_260_A_l2.png,7224203,5,6,2
612,1,1_back,30,mst_201_A_l2.png,7226412,7,7,0
612,1,1_back,31,mst_136_A_l1.png,7228785,7,6,1
612,1,1_back,32,mst_136_B_l1.png,7231100,6,7,0
612,1,1_back,33,mst_496_A_foil.png,7233293,5,4,1
612,1,1_back,34,mst_496_A_foil.png,7235696,4,5,1
612,1,1_back,35,mst_339_A_l2.png,7238071,5,5,2
612,1,1_back,36,mst_339_B_l2.png,7240521,2,2,0
612,1,1_back,37,mst_048_A_l1.png,7242683,7,7,2
612,1,1_back,38,mst_330_A_l2.png,7244784,3,3,1
612,1,1_back,39,mst_330_B_l2.png,7247038,4,4,0
612,1,1_back,40,mst_237_A_l2.png,7249050,3,3,1
612,1,1_back,41,mst_094_A_l1.png,7251094,5,5,1
612,1,1_back,42,mst_094_B_l1.png,7253301,4,4,1
612,1,1_back,43,mst_260_B_l2.png,7255521,5,5,0
612,1,1_back,44,mst_305_A_l2.png,7257728,5,5,1
612,1,1_back,45,mst_206_A_foil.png,7259798,5,5,1
612,1,1_back,46,mst_206_A_foil.png,7262026,2,2,0
612,1,1_back,47,mst_294_B_l2.png,7264127,5,5,1
612,1,1_back,48,mst_147_A_l1.png,7266529,5,5,1
612,1,1_back,49,mst_071_A_l1.png,7268661,5,5,1
612,1,1_back,50,mst_110_A_foil.png,7270672,4,4,1
612,1,1_back,51,mst_110_A_foil.png,7272811,3,3,0
612,1,1_back,52,mst_381_A_foil.png,7275009,6,6,2
612,1,1_back,53,mst_381_A_foil.png,7277422,4,4,1
612,1,1_back,54,mst_289_A_l2.png,7279597,3,3,1
612,1,1_back,55,mst_293_B_l2.png,7282089,4,4,1
612,1,1_back,56,mst_024_A_l1.png,7284480,4,4,1
612,1,1_back,57,mst_024_B_l1.png,7286953,5,5,0
612,1,1_back,58,mst_060_A_l1.png,7289080,6,5,2
612,1,1_back,59,mst_285_A_l2.png,7291546,1,2,1
612,1,1_back,60,mst_285_B_l2.png,7293653,4,4,1
612,1,1_back,61,mst_357_A_l2.png,7295911,4,4,1
