trial_id,task,stim_id,stim_onset_time,n_fixations,n_saccades,n_blinks
40,1_back,mst_710_A_foil.png,31397003,3,2,1
41,1_back,mst_710_A_foil.png,31399208,1,2,0
42,1_back,mst_216_B_l2.png,31401296,2,1,0
43,1_back,mst_153_B_l1.png,31403613,5,6,1
44,1_back,mst_126_A_l1.png,31405627,4,4,0
45,1_back,mst_111_B_l1.png,31407682,4,4,0
46,1_back,mst_636_A_foil.png,31409889,3,3,1
47,1_back,mst_636_A_foil.png,31412311,2,2,0
48,1_back,mst_173_A_l1.png,31414480,5,5,1
49,1_back,mst_306_A_l2.png,31416754,7,7,0
50,1_back,mst_050_A_foil.png,31419138,3,3,0
51,1_back,mst_050_A_foil.png,31421602,3,3,0
52,1_back,mst_124_A_l1.png,31423929,2,2,1
53,1_back,mst_249_A_foil.png,31426413,4,4,1
54,1_back,mst_249_A_foil.png,31428758,1,1,0
55,1_back,mst_563_A_foil.png,31430897,1,1,0
56,1_back,mst_563_A_foil.png,31433040,3,3,1
57,1_back,mst_503_A_foil.png,31435167,3,3,0
58,1_back,mst_503_A_foil.png,31437545,4,4,0
59,1_back,mst_311_A_l2.png,31439580,2,2,0
60,1_back,mst_074_A_l1.png,31441870,0,0,0
61,1_back,mst_628_A_foil.png,31444121,0,0,0
62,1_back,mst_628_A_foil.png,31446564,4,4,1
63,1_back,mst_358_A_l2.png,31448670,4,4,0
64,1_back,mst_358_B_l2.png,31451105,4,4,1
65,1_back,mst_287_A_l2.png,31453426,3,3,0
66,1_back,mst_138_A_l1.png,31455506,3,3,0
67,1_back,mst_138_B_l1.png,31457603,4,4,1
68,1_back,mst_282_A_l2.png,31459888,7,7,0
69,1_back,mst_284_A_l2.png,31462387,4,4,0
70,1_back,mst_284_B_l2.png,31464696,4,4,1
71,1_back,mst_128_A_l1.png,31467040,6,6,0
72,1_back,mst_128_B_l1.png,31469096,2,2,0
73,1_back,mst_055_A_l1.png,31471165,4,4,1
74,1_back,mst_055_B_l1.png,31473240,4,4,0
75,1_back,mst_101_A_l1.png,31475433,6,6,0
76,1_back,mst_219_A_l2.png,31477925,3,3,1
77,1_back,mst_193_A_l2.png,31480213,2,2,0
78,1_back,mst_026_A_l1.png,31482237,3,3,1
79,1_back,mst_026_B_l1.png,31484519,5,5,0
80,1_back,mst_075_B_l1.png,31486661,3,3,1
81,1_back,mst_199_B_l2.png,31489049,2,2,1
82,1_back,mst_059_A_l1.png,31491404,3,3,1
83,1_back,mst_059_B_l1.png,31493844,3,3,0
84,1_back,mst_256_A_foil.png,31496223,3,3,1
85,1_back,mst_256_A_foil.png,31498556,3,3,0
86,1_back,mst_077_A_l1.png,31500609,3,3,0
87,1_back,mst_017_B_l1.png,31502618,2,2,1
88,1_back,mst_077_B_l1.png,31504672,3,3,0
89,1_back,mst_229_A_l2.png,31506797,2,2,0
90,1_back,mst_229_B_l2.png,31509144,4,4,0
91,1_back,mst_124_B_l1.png,31511506,6,6,2
92,1_back,mst_566_A_foil.png,31513884,8,8,0
93,1_back,mst_566_A_foil.png,31516027,4,4,0
94,1_back,mst_112_A_l1.png,31518209,4,4,1
95,1_back,mst_112_B_l1.png,31520595,3,3,0
96,1_back,mst_013_B_l1.png,31522793,4,4,1
97,1_back,mst_123_A_l1.png,31525100,5,5,1
98,1_back,mst_123_B_l1.png,31527340,3,3,0
99,1_back,mst_225_A_l2.png,31529838,9,8,0
100,1_back,mst_225_B_l2.png,31532158,4,5,1
101,1_back,mst_669_A_foil.png,31534447,5,5,0
102,1_back,mst_669_A_foil.png,31536946,7,7,0
103,1_back,mst_108_A_l1.png,31539223,6,6,1
104,1_back,mst_108_B_l1.png,31541688,5,5,0
105,1_back,mst_164_A_l1.png,31543902,6,6,1
106,1_back,mst_306_B_l2.png,31546375,4,4,0
107,1_back,mst_629_A_foil.png,31548549,6,5,1
108,1_back,mst_629_A_foil.png,31550694,4,5,0
109,1_back,mst_157_A_l1.png,31553175,5,5,0
110,1_back,mst_440_A_foil.png,31555451,5,4,0
111,1_back,mst_440_A_foil.png,31557838,5,5,0
112,1_back,mst_287_B_l2.png,31559959,3,4,1
113,1_back,mst_173_B_l1.png,31562085,5,5,1
114,1_back,mst_194_A_l2.png,31564284,6,6,1
115,1_back,mst_074_B_l1.png,31566597,8,7,1
116,1_back,mst_601_A_foil.png,31568860,6,7,2
117,1_back,mst_601_A_foil.png,31571109,6,6,1
118,1_back,mst_349_A_l2.png,31573174,6,6,0
119,1_back,mst_349_B_l2.png,31575443,3,3,1
120,1_back,mst_201_A_l2.png,31577822,1,1,0
121,1_back,mst_201_B_l2.png,31579881,7,6,1
122,1_back,mst_299_A_l2.png,31582220,2,3,0
123,1_back,mst_299_B_l2.png,31584671,7,7,0
124,1_back,mst_208_A_l2.png,31587079,11,10,1
125,1_back,mst_265_B_l2.png,31589480,5,6,1
126,1_back,mst_540_A_foil.png,31591532,6,6,0
127,1_back,mst_540_A_foil.png,31593852,3,3,0
128,1_back,mst_063_A_foil.png,31596197,6,6,0
129,1_back,mst_063_A_foil.png,31598272,3,3,0
130,1_back,mst_311_A_foil.png,31600413,3,3,1
131,1_back,mst_311_A_foil.png,31602878,1,1,0
132,1_back,mst_356_A_l2.png,31605124,1,1,0
133,1_back,mst_002_A_l1.png,31607554,2,2,1
134,1_back,mst_002_B_l1.png,31609977,1,1,0
135,1_back,mst_311_B_l2.png,31612130,0,0,0
136,1_back,mst_264_A_l2.png,31614621,5,5,1
137,1_back,mst_264_B_l2.png,31616703,3,2,1
138,1_back,mst_337_A_foil.png,31618727,5,6,0
139,1_back,mst_337_A_foil.png,31621019,5,5,0
140,1_back,mst_282_B_l2.png,31623428,2,2,0
141,1_back,mst_053_A_l1.png,31625923,8,8,1
142,1_back,mst_208_B_l2.png,31628190,7,7,0
143,1_back,mst_355_B_l2.png,31630197,4,4,0
144,1_back,mst_352_A_l2.png,31632318,5,5,0
145,1_back,mst_352_B_l2.png,31634790,4,4,1
146,1_back,mst_021_A_l1.png,31636973,4,4,0
147,1_back,mst_021_B_l1.png,31639291,3,3,0
148,1_back,mst_050_A_l1.png,31641587,7,7,1
149,1_back,mst_050_B_l1.png,31643598,3,3,0
150,1_back,mst_111_A_foil.png,31645844,5,5,0
151,1_back,mst_111_A_foil.png,31648296,4,4,1
152,1_back,mst_119_B_l1.png,31650321,2,2,0
153,1_back,mst_149_A_l1.png,31652717,5,5,1
154,1_back,mst_149_B_l1.png,31654988,5,5,1
155,1_back,mst_222_A_l2.png,31657460,5,5,0
156,1_back,mst_222_B_l2.png,31659475,2,2,0
157,1_back,mst_194_B_l2.png,31661790,3,3,1
158,1_back,mst_356_B_l2.png,31663896,3,3,0
159,1_back,mst_062_A_l1.png,31666132,1,1,0
160,1_back,mst_062_B_l1.png,31668234,3,3,1
161,1_back,mst_219_B_l2.png,31670736,0,0,0
162,1_back,mst_346_A_l2.png,31673136,5,4,0
163,1_back,mst_346_B_l2.png,31675224,4,5,1
164,1_back,mst_126_B_l1.png,31677479,6,6,0
165,1_back,mst_157_B_l1.png,31679489,2,2,1
166,1_back,mst_164_B_l1.png,31681831,5,5,0
167,1_back,mst_101_B_l1.png,31684244,5,5,1
168,1_back,mst_257_A_l2.png,31686675,5,5,0
169,1_back,mst_257_B_l2.png,31689018,7,7,0
170,1_back,mst_626_A_foil.png,31691190,6,6,0
171,1_back,mst_626_A_foil.png,31693449,4,4,0
172,1_back,mst_193_B_l2.png,31695561,2,2,0
173,1_back,mst_295_B_l2.png,31697853,3,3,1
174,1_back,mst_469_A_foil.png,31700302,4,4,0
175,1_back,mst_469_A_foil.png,31702586,6,5,1
176,1_back,mst_053_B_l1.png,31704672,2,3,1
177,1_back,mst_276_A_l2.png,31707014,2,2,1
178,1_back,mst_276_B_l2.png,31709257,5,5,0
179,1_back,mst_083_A_l1.png,31711341,6,6,0
180,1_back,mst_083_B_l1.png,31713557,7,6,1
1,2_back,mst_406_A_foil.png,31823279,4,4,0
2,2_back,mst_672_A_foil.png,31825617,3,3,1
3,2_back,mst_235_A_l2.png,31827738,0,0,0
4,2_back,mst_264_A_l2.png,31829941,4,4,0
5,2_back,mst_235_A_l2.png,31832362,4,4,1
6,2_back,mst_264_B_l2.png,31834417,5,5,0
7,2_back,mst_044_A_l1.png,31836693,4,4,1
8,2_back,mst_345_A_l2.png,31838948,1,1,0
9,2_back,mst_044_A_l1.png,31841039,4,4,0
10,2_back,mst_345_A_l2.png,31843363,3,3,0
11,2_back,mst_002_A_l1.png,31845404,5,5,1
12,2_back,mst_225_A_l2.png,31847760,1,1,0
13,2_back,mst_002_A_l1.png,31850217,3,3,0
14,2_back,mst_225_A_l2.png,31852280,2,2,0
15,2_back,mst_062_A_l1.png,31854299,5,5,1
16,2_back,mst_194_A_l2.png,31856328,5,5,0
17,2_back,mst_185_A_l2.png,31858693,6,6,0
18,2_back,mst_159_A_l1.png,31860924,1,1,0
19,2_back,mst_260_A_l2.png,31863368,5,5,1
20,2_back,mst_334_A_l2.png,31865625,4,4,0
21,2_back,mst_128_A_l1.png,31867937,2,2,0
22,2_back,mst_334_B_l2.png,31870382,4,4,0
23,2_back,mst_128_B_l1.png,31872565,4,4,0
24,2_back,mst_092_A_l1.png,31874576,2,2,1
25,2_back,mst_178_A_l1.png,31876611,5,5,0
26,2_back,mst_092_A_l1.png,31879051,3,3,0
27,2_back,mst_178_A_l1.png,31881478,2,2,0
28,2_back,mst_124_A_l1.png,31883533,5,5,1
29,2_back,mst_087_A_l1.png,31885569,3,3,0
30,2_back,mst_229_A_l2.png,31887705,2,2,0
31,2_back,mst_087_B_l1.png,31890155,5,5,0
32,2_back,mst_229_A_l2.png,31892185,4,4,0
33,2_back,mst_221_A_l2.png,31894246,5,5,1
34,2_back,mst_017_A_l1.png,31896658,6,6,0
35,2_back,mst_221_B_l2.png,31898949,3,3,0
36,2_back,mst_074_A_l1.png,31901230,4,4,1
37,2_back,mst_355_A_l2.png,31903239,5,5,0
38,2_back,mst_074_B_l1.png,31905594,2,2,0
39,2_back,mst_355_A_l2.png,31908030,4,4,0
40,2_back,mst_255_A_l2.png,31910362,7,7,1
41,2_back,mst_265_A_l2.png,31912602,3,3,0
42,2_back,mst_282_A_l2.png,31914702,3,3,0
43,2_back,mst_265_A_l2.png,31916820,3,3,0
44,2_back,mst_083_A_l1.png,31918913,5,5,1
45,2_back,mst_075_A_l1.png,31921017,1,1,0
46,2_back,mst_083_B_l1.png,31923075,3,3,0
47,2_back,mst_075_B_l1.png,31925126,3,3,0
48,2_back,mst_112_A_l1.png,31927254,2,2,1
49,2_back,mst_134_A_l1.png,31929475,4,4,0
50,2_back,mst_112_B_l1.png,31931862,5,5,0
51,2_back,mst_219_A_l2.png,31934350,4,4,0
52,2_back,mst_276_A_l2.png,31936837,3,3,1
53,2_back,mst_059_A_l1.png,31939312,4,4,0
54,2_back,mst_276_B_l2.png,31941587,2,2,0
55,2_back,mst_059_A_l1.png,31943711,3,3,0
56,2_back,mst_161_A_l1.png,31945725,6,6,1
57,2_back,mst_295_A_l2.png,31948188,5,5,0
58,2_back,mst_161_A_l1.png,31950458,3,3,0
59,2_back,mst_108_A_l1.png,31952544,5,5,0
60,2_back,mst_311_A_l2.png,31954559,4,4,0
61,2_back,mst_108_B_l1.png,31956923,5,5,0
62,2_back,mst_311_B_l2.png,31959428,3,3,0
63,2_back,mst_055_A_l1.png,31961539,4,4,0
64,2_back,mst_173_A_l1.png,31963760,4,4,1
65,2_back,mst_055_A_l1.png,31966025,2,2,0
66,2_back,mst_173_A_l1.png,31968512,6,6,0
67,2_back,mst_306_A_l2.png,31970958,6,6,1
68,2_back,mst_284_A_l2.png,31973365,3,3,0
69,2_back,mst_306_B_l2.png,31975583,4,4,0
70,2_back,mst_293_A_l2.png,31977945,6,6,1
71,2_back,mst_266_A_l2.png,31980348,4,4,0
72,2_back,mst_293_A_l2.png,31982441,4,4,1
73,2_back,mst_266_B_l2.png,31984485,4,4,0
74,2_back,mst_050_A_l1.png,31986730,2,2,0
75,2_back,mst_149_A_l1.png,31989120,3,3,1
76,2_back,mst_349_A_l2.png,31991555,1,1,0
77,2_back,mst_217_A_l2.png,31993870,1,1,0
78,2_back,mst_208_A_l2.png,31995970,1,1,1
79,2_back,mst_216_A_l2.png,31998221,2,2,0
80,2_back,mst_360_A_l2.png,32000469,2,2,0
81,2_back,mst_216_A_l2.png,32002912,2,2,1
82,2_back,mst_360_B_l2.png,32005315,4,4,0
83,2_back,mst_153_A_l1.png,32007335,3,3,0
84,2_back,mst_021_A_l1.png,32009386,3,3,0
85,2_back,mst_153_A_l1.png,32011462,1,1,1
86,2_back,mst_021_B_l1.png,32013680,6,6,0
87,2_back,mst_129_A_l1.png,32016038,6,5,1
88,2_back,mst_346_A_l2.png,32018482,4,5,0
89,2_back,mst_053_A_l1.png,32020634,4,4,0
90,2_back,mst_346_B_l2.png,32022780,2,2,1
91,2_back,mst_053_B_l1.png,32024856,3,3,0
92,2_back,mst_111_A_l1.png,32027058,5,5,1
93,2_back,mst_144_A_l1.png,32029427,5,4,0
94,2_back,mst_111_A_l1.png,32031816,2,3,1
95,2_back,mst_123_A_l1.png,32034007,3,2,0
96,2_back,mst_032_A_l1.png,32036381,2,3,1
97,2_back,mst_298_A_l2.png,32038772,3,3,1
98,2_back,mst_032_B_l1.png,32041012,3,3,0
99,2_back,mst_200_A_l2.png,32043399,6,6,1
100,2_back,mst_352_A_l2.png,32045626,7,6,0
101,2_back,mst_200_A_l2.png,32048082,3,4,1
102,2_back,mst_352_A_l2.png,32050557,5,5,0
103,2_back,mst_060_A_l1.png,32053062,4,3,0
104,2_back,mst_052_A_l1.png,32055305,6,7,1
105,2_back,mst_060_A_l1.png,32057497,2,1,0
106,2_back,mst_052_A_l1.png,32059742,5,6,1
107,2_back,mst_138_A_l1.png,32061842,6,5,0
108,2_back,mst_139_A_l1.png,32063855,3,4,1
109,2_back,mst_138_A_l1.png,32065990,4,3,1
110,2_back,mst_139_A_l1.png,32068063,4,5,0
111,2_back,mst_215_A_l2.png,32070180,3,3,0
112,2_back,mst_101_A_l1.png,32072594,3,3,0
113,2_back,mst_199_A_l2.png,32074912,4,3,0
114,2_back,mst_101_B_l1.png,32077293,5,5,1
115,2_back,mst_199_A_l2.png,32079784,2,3,1
116,2_back,mst_308_A_l2.png,32081946,4,4,0
117,2_back,mst_356_A_l2.png,32084317,4,4,1
118,2_back,mst_308_A_l2.png,32086713,1,1,1
119,2_back,mst_356_A_l2.png,32088878,1,1,0
120,2_back,mst_157_A_l1.png,32090944,6,6,0
121,2_back,mst_026_A_l1.png,32093390,4,4,0
122,2_back,mst_119_A_l1.png,32095618,4,4,1
123,2_back,mst_077_A_l1.png,32097708,2,2,0
124,2_back,mst_119_A_l1.png,32099947,4,4,0
125,2_back,mst_315_A_l2.png,32102400,6,6,1
126,2_back,mst_193_A_l2.png,32104857,4,4,0
127,2_back,mst_315_B_l2.png,32107130,3,3,0
128,2_back,mst_193_B_l2.png,32109438,4,4,0
129,2_back,mst_073_A_l1.png,32111872,4,4,0
130,2_back,mst_222_A_l2.png,32114079,6,6,0
131,2_back,mst_073_B_l1.png,32116282,3,3,1
132,2_back,mst_201_A_l2.png,32118725,4,4,0
133,2_back,mst_030_A_l1.png,32121183,5,5,1
134,2_back,mst_201_B_l2.png,32123324,5,4,0
135,2_back,mst_030_B_l1.png,32125542,3,4,1
136,2_back,mst_299_A_l2.png,32127877,6,5,0
137,2_back,mst_164_A_l1.png,32130082,5,6,1
138,2_back,mst_299_B_l2.png,32132405,2,2,0
139,2_back,mst_164_B_l1.png,32134568,6,6,0
140,2_back,mst_358_A_l2.png,32136643,3,3,1
141,2_back,mst_172_A_l1.png,32138778,4,3,0
142,2_back,mst_358_A_l2.png,32141019,2,3,0
143,2_back,mst_274_A_l2.png,32143135,5,5,1
144,2_back,mst_316_A_l2.png,32145242,3,3,0
145,2_back,mst_274_B_l2.png,32147534,4,4,1
146,2_back,mst_316_A_l2.png,32149803,2,2,0
147,2_back,mst_257_A_l2.png,32152108,7,7,1
148,2_back,mst_287_A_l2.png,32154271,4,4,1
149,2_back,mst_126_A_l1.png,32156623,3,3,0
150,2_back,mst_287_B_l2.png,32158850,3,3,0
151,2_back,mst_013_A_l1.png,32160879,3,3,1
152,2_back,mst_403_A_foil.png,32163072,2,2,0
153,2_back,mst_013_B_l1.png,32165134,2,2,0
154,2_back,mst_631_A_foil.png,32167282,3,3,1
155,2_back,mst_582_A_foil.png,32169516,4,4,1
156,2_back,mst_181_A_foil.png,32171743,3,3,1
157,2_back,mst_725_A_foil.png,32173863,3,3,0
158,2_back,mst_185_A_foil.png,32175996,6,5,0
