eye,onset,offset,duration,start_x,start_y,end_x,end_y,trial_id,task,stim_id
L,31308659,31308672,14,941.1,524.3,896.7,523.2,1,1_back,mst_178_A_l1.png
L,31309362,31309372,11,917.2,527.3,947.6,536.4,1,1_back,mst_178_A_l1.png
L,31311632,31311648,17,941.6,528.3,911.3,487,2,1_back,mst_178_B_l1.png
L,31312475,31312487,13,908.2,482.9,940.9,504.1,3,1_back,mst_075_A_l1.png
L,31313417,31313432,16,929.2,503.8,977.8,519.4,3,1_back,mst_075_A_l1.png
L,31313609,31313800,192,977,535.3,958.9,519.9,3,1_back,mst_075_A_l1.png
L,31316009,31316014,6,966,527.6,982.6,527.1,4,1_back,mst_199_A_l2.png
L,31316718,31316725,8,963.3,511.1,946.7,515.8,4,1_back,mst_199_A_l2.png
L,31317000,31317149,150,954.5,537.2,955,497.1,5,1_back,mst_215_A_l2.png
L,31318033,31318039,7,961,527.6,979.1,526.6,5,1_back,mst_215_A_l2.png
L,31318403,31318416,14,985.4,535.2,948.9,541,5,1_back,mst_215_A_l2.png
L,31320291,31320302,12,957.5,528.1,999,540.6,6,1_back,mst_215_B_l2.png
L,31320495,31320513,19,1003.9,543.8,947,552,6,1_back,mst_215_B_l2.png
L,31320946,31320951,6,956.8,554.4,963.1,544.9,6,1_back,mst_215_B_l2.png
L,31322351,31322365,15,942.9,541.2,984.2,528.5,7,1_back,mst_265_A_l2.png
L,31322540,31322736,197,990.5,535.9,988.2,499.1,7,1_back,mst_265_A_l2.png
L,31323134,31323152,19,1001.7,546.5,952,504.8,7,1_back,mst_265_A_l2.png
L,31323755,31323767,13,972,506.8,973.7,535.3,8,1_back,mst_760_A_foil.png
L,31324636,31324656,21,962.2,532.1,1033,545.8,8,1_back,mst_760_A_foil.png
L,31325190,31325203,14,1038.9,525.8,997.3,543.5,8,1_back,mst_760_A_foil.png
L,31325669,31325689,21,984.5,553.5,1006.9,522.7,8,1_back,mst_760_A_foil.png
L,31326085,31326100,16,1017.5,505,975.8,526.8,9,1_back,mst_760_A_foil.png
L,31327155,31327167,13,976,532.7,1024.5,540,9,1_back,mst_760_A_foil.png
L,31327505,31327518,14,1028.3,532.4,976.8,536.1,9,1_back,mst_760_A_foil.png
L,31327790,31327801,12,977.3,550.7,1011.5,553.8,9,1_back,mst_760_A_foil.png
L,31328173,31328190,18,1017.8,542,964.3,532.4,9,1_back,mst_760_A_foil.png
L,31329182,31329395,214,973.5,538.4,936.7,521.5,10,1_back,mst_579_A_foil.png
L,31329578,31329589,12,942.5,518.4,973.7,534.5,10,1_back,mst_579_A_foil.png
L,31329998,31330011,14,974.6,518.2,930.3,531,10,1_back,mst_579_A_foil.png
L,31330339,31330344,6,948.6,521.8,963.7,521.3,10,1_back,mst_579_A_foil.png
L,31330643,31330651,9,971.9,506.7,945,513.8,11,1_back,mst_579_A_foil.png
L,31331491,31331505,15,963.7,511,1016,523.8,11,1_back,mst_579_A_foil.png
L,31331840,31331856,17,1029.1,529.8,971.2,521.5,11,1_back,mst_579_A_foil.png
L,31333468,31333491,24,975.8,549.9,864.4,536.5,12,1_back,mst_355_A_l2.png
L,31333658,31333671,14,846.7,516.8,797.2,505.6,12,1_back,mst_355_A_l2.png
L,31333858,31334054,197,806.3,503.8,807.8,458.4,12,1_back,mst_355_A_l2.png
L,31334320,31334334,15,799.4,477.3,846.8,487.1,12,1_back,mst_355_A_l2.png
L,31334732,31334749,18,854.3,505.1,919,515.5,13,1_back,mst_458_A_foil.png
L,31335115,31335137,23,934,550.8,963.5,543.9,13,1_back,mst_458_A_foil.png
L,31336013,31336032,20,945,521.4,998.5,544.6,13,1_back,mst_458_A_foil.png
L,31336244,31336263,20,990.8,533.2,973.2,577.4,13,1_back,mst_458_A_foil.png
L,31337042,31337054,13,968.5,565,954.5,532.5,13,1_back,mst_458_A_foil.png
L,31338240,31338247,8,968.3,556.5,992.3,561.6,14,1_back,mst_458_A_foil.png
L,31338438,31338448,11,995.2,564.6,964.1,577.7,14,1_back,mst_458_A_foil.png
L,31338976,31338986,11,969.9,593,969,568.1,14,1_back,mst_458_A_foil.png
L,31339177,31339196,20,974.5,562.1,965.6,509.1,14,1_back,mst_458_A_foil.png
L,31339311,31339534,224,968.9,510.6,978.2,531.7,15,1_back,mst_013_A_l1.png
L,31340234,31340248,15,983.1,503.3,963.2,526.8,15,1_back,mst_013_A_l1.png
L,31340661,31340676,16,971.3,541.2,1025.6,536.6,15,1_back,mst_013_A_l1.png
L,31341105,31341117,13,1024,552.7,975.5,556.4,15,1_back,mst_013_A_l1.png
L,31341616,31341809,194,989,554.4,970.4,501.3,16,1_back,mst_362_A_foil.png
L,31343388,31343598,211,972.2,505.4,954,523.1,16,1_back,mst_362_A_foil.png
L,31344397,31344409,13,952.2,548.1,986.8,542.7,17,1_back,mst_362_A_foil.png
L,31345788,31345797,10,960.6,551.7,990.1,552.4,17,1_back,mst_362_A_foil.png
L,31346037,31346050,14,998.1,547.8,957.1,551.6,17,1_back,mst_362_A_foil.png
L,31347838,31348059,222,989.7,520.6,975.5,561.3,18,1_back,mst_017_A_l1.png
L,31350158,31350179,22,957.5,495,961.4,445.2,19,1_back,mst_721_A_foil.png
L,31350958,31350976,19,954.7,432.6,938,476.4,19,1_back,mst_721_A_foil.png
L,31351238,31351251,14,953.3,488.6,959.8,515.2,20,1_back,mst_721_A_foil.png
L,31360461,31360485,25,955.2,521.1,954.3,559.2,24,1_back,mst_545_A_foil.png
L,31360854,31361072,219,958.2,553.1,965.3,546.1,24,1_back,mst_545_A_foil.png
L,31361245,31361262,18,974.9,553.5,946.5,530,24,1_back,mst_545_A_foil.png
L,31361868,31361879,12,934.1,506.9,896,496.6,24,1_back,mst_545_A_foil.png
L,31362277,31362294,18,902.7,486.3,945.8,518.3,25,1_back,mst_545_A_foil.png
L,31362498,31362515,18,941.4,521.7,932.6,539.4,25,1_back,mst_545_A_foil.png
L,31363298,31363313,16,934.1,514.4,909.2,492.6,25,1_back,mst_545_A_foil.png
L,31363492,31363505,14,922.1,495.5,952.1,509.7,25,1_back,mst_545_A_foil.png
L,31363948,31363969,22,932.2,501.2,894.7,473.5,25,1_back,mst_545_A_foil.png
L,31364449,31364457,9,920.8,466.1,940.6,470.7,25,1_back,mst_545_A_foil.png
L,31364729,31364742,14,945.9,466.1,938.5,500.1,26,1_back,mst_279_A_foil.png
L,31365621,31365630,10,940.5,501.2,966.8,518.4,26,1_back,mst_279_A_foil.png
L,31365762,31366007,246,975,517.9,967.8,513.2,26,1_back,mst_279_A_foil.png
L,31366683,31366695,13,956.3,491.2,922.6,500.1,26,1_back,mst_279_A_foil.png
L,31367150,31367166,17,959.6,516.8,1014.6,524.4,27,1_back,mst_279_A_foil.png
L,31367282,31367300,19,1009.5,520.2,952.4,531.9,27,1_back,mst_279_A_foil.png
L,31367780,31367795,16,964.5,539.4,1004,571.1,27,1_back,mst_279_A_foil.png
L,31368044,31368056,13,992.1,562.9,950.1,578.4,27,1_back,mst_279_A_foil.png
L,31368401,31368410,10,961.9,575.1,962.7,554.2,27,1_back,mst_279_A_foil.png
L,31368828,31369052,225,961,541.7,991.6,538.1,28,1_back,mst_216_A_l2.png
L,31370248,31370271,24,934.4,508.9,1035,484.5,28,1_back,mst_216_A_l2.png
L,31370745,31370760,16,1052.2,473,1005.6,488.6,28,1_back,mst_216_A_l2.png
L,31370914,31371112,199,972.1,488.7,963.4,509.1,28,1_back,mst_216_A_l2.png
L,31372317,31372326,10,952.6,537.5,945.9,511.7,29,1_back,mst_153_A_l1.png
L,31372522,31372729,208,964.7,498,968.1,470.2,29,1_back,mst_153_A_l1.png
L,31373427,31373446,20,966.5,520.9,973.2,523.3,29,1_back,mst_153_A_l1.png
L,31373838,31373844,7,965,516.4,950.1,520.2,30,1_back,mst_377_A_foil.png
L,31374407,31374418,12,956.5,527.1,961.2,543.5,30,1_back,mst_377_A_foil.png
L,31374597,31374613,17,973.2,543.2,919,567.5,30,1_back,mst_377_A_foil.png
L,31374802,31375021,220,922.2,571.7,1020.6,631.8,30,1_back,mst_377_A_foil.png
L,31375142,31375160,19,1023.6,641.8,1086.6,681.1,30,1_back,mst_377_A_foil.png
L,31375342,31375361,20,1066.9,679.8,987.9,630.3,30,1_back,mst_377_A_foil.png
L,31375570,31375588,19,984.8,636.9,913.8,637.2,31,1_back,mst_377_A_foil.png
L,31375755,31375781,27,909.9,657.6,936.1,558.5,31,1_back,mst_377_A_foil.png
L,31376647,31376669,23,952,557.2,852.8,584.2,31,1_back,mst_377_A_foil.png
L,31376980,31377010,31,871.3,587.3,1037.6,664.9,31,1_back,mst_377_A_foil.png
L,31377261,31377269,9,1057.8,677.5,1039.4,658.2,31,1_back,mst_377_A_foil.png
L,31377437,31377462,26,1045.2,664.3,979.1,542.8,31,1_back,mst_377_A_foil.png
L,31378182,31378197,16,964.1,526.1,961.3,548.8,32,1_back,mst_293_A_l2.png
L,31379128,31379143,16,964.5,537.3,1010.1,558.7,32,1_back,mst_293_A_l2.png
L,31379384,31379577,194,1027.3,547.9,969.5,528.1,32,1_back,mst_293_A_l2.png
L,31381388,31381406,19,955.2,547.8,941,508.5,33,1_back,mst_525_A_foil.png
L,31381723,31381728,6,943,471.3,955.8,467,33,1_back,mst_525_A_foil.png
L,31382121,31382140,20,948.6,462,973.4,512.1,33,1_back,mst_525_A_foil.png
L,31382384,31382402,19,975.3,524.7,938.5,482.2,33,1_back,mst_525_A_foil.png
L,31382864,31382877,14,945.1,474.4,953.4,502.5,34,1_back,mst_525_A_foil.png
L,31385072,31385077,6,957.9,486.1,969.7,495.6,35,1_back,mst_111_A_l1.png
L,31385240,31385249,10,966.9,499.8,939.9,507.5,35,1_back,mst_111_A_l1.png
L,31385452,31385463,12,951.3,505.8,988.3,508.5,35,1_back,mst_111_A_l1.png
L,31386272,31386278,7,958,493,940.2,492,35,1_back,mst_111_A_l1.png
L,31386427,31386646,220,957.1,483.2,984.3,494.3,35,1_back,mst_111_A_l1.png
L,31387739,31387762,24,955.1,489.5,978.8,522.2,36,1_back,mst_293_B_l2.png
L,31388512,31388525,14,972.6,502.8,1026.1,510,36,1_back,mst_293_B_l2.png
L,31388972,31388985,14,1029,497.6,980.9,507.7,36,1_back,mst_293_B_l2.png
L,31389230,31389244,15,969.4,514.3,954.3,517.3,36,1_back,mst_293_B_l2.png
L,31389885,31389904,20,956.9,516,939.9,530.7,37,1_back,mst_119_A_l1.png
L,31390293,31390312,20,947.4,528.2,1000,536.7,37,1_back,mst_119_A_l1.png
L,31390583,31390599,17,1007.8,540,945.6,529.1,37,1_back,mst_119_A_l1.png
L,31395666,31395686,21,948.9,541,910.5,548.7,39,1_back,mst_345_B_l2.png
L,31395912,31395922,11,914.4,543.7,942.7,537.7,39,1_back,mst_345_B_l2.png
L,31397454,31397683,230,950.4,547.2,944.1,506.7,40,1_back,mst_710_A_foil.png
L,31398181,31398193,13,936.6,538.1,975.8,536,40,1_back,mst_710_A_foil.png
L,31398504,31398519,16,973.9,529.8,922.8,532.3,41,1_back,mst_710_A_foil.png
L,31398741,31398748,8,935.4,532.2,953.1,525.9,41,1_back,mst_710_A_foil.png
L,31402250,31402274,25,954.4,534.5,1060.1,496.9,42,1_back,mst_216_B_l2.png
L,31402785,31402826,42,1087,494.9,851.5,510.8,43,1_back,mst_153_B_l1.png
L,31403059,31403074,16,878.2,511.2,936.3,521.6,43,1_back,mst_153_B_l1.png
L,31403636,31403652,17,932.3,519.1,988.3,535.6,43,1_back,mst_153_B_l1.png
L,31404052,31404067,16,969.6,530.4,948.8,514.2,43,1_back,mst_153_B_l1.png
L,31404606,31404619,14,959.9,499.6,1010.4,499.2,43,1_back,mst_153_B_l1.png
L,31404651,31404893,243,1053.3,502.8,1010.4,479.1,43,1_back,mst_153_B_l1.png
L,31405204,31405217,14,994.7,508.3,962.4,529.3,44,1_back,mst_126_A_l1.png
L,31406012,31406023,12,960.5,509.3,926.4,523.3,44,1_back,mst_126_A_l1.png
L,31406568,31406580,13,925.9,500.1,970.6,497.4,44,1_back,mst_126_A_l1.png
L,31406853,31406863,11,974.6,501.8,938.2,500.3,44,1_back,mst_126_A_l1.png
L,31407989,31408006,18,932,517.9,990.5,508.6,45,1_back,mst_111_B_l1.png
L,31408259,31408272,14,981.3,491.1,941.3,488.5,45,1_back,mst_111_B_l1.png
L,31408621,31408632,12,952.6,488.2,987.1,488.5,45,1_back,mst_111_B_l1.png
L,31408952,31408963,12,973.4,487.2,929,499.6,45,1_back,mst_111_B_l1.png
L,31409264,31409277,14,926.9,493.7,974.3,495.7,46,1_back,mst_636_A_foil.png
L,31409489,31409494,6,961.3,496.9,951.4,501.9,46,1_back,mst_636_A_foil.png
L,31410442,31410709,268,957.8,515,973.4,544.9,46,1_back,mst_636_A_foil.png
L,31413020,31413039,20,964.1,509.6,963.3,502.4,47,1_back,mst_636_A_foil.png
L,31413199,31413221,23,952.2,506.8,893.5,466.5,47,1_back,mst_636_A_foil.png
L,31413871,31413881,11,913.5,473.5,934.5,482.5,48,1_back,mst_173_A_l1.png
L,31414074,31414086,13,925,486.7,953.1,504.6,48,1_back,mst_173_A_l1.png
L,31414703,31414725,23,936.9,504.9,1020.4,535.6,48,1_back,mst_173_A_l1.png
L,31414993,31414999,7,1011.8,526.1,1011.3,510.5,48,1_back,mst_173_A_l1.png
L,31415352,31415596,245,1011.8,503.3,1018.2,518.9,48,1_back,mst_173_A_l1.png
L,31416065,31416075,11,1015.4,526.1,1001.6,507,49,1_back,mst_306_A_l2.png
L,31416288,31416304,17,1006.3,499.5,942.6,507.9,49,1_back,mst_306_A_l2.png
L,31416479,31416501,23,943.6,517.3,970.1,533.8,49,1_back,mst_306_A_l2.png
L,31417385,31417402,18,965.8,520,941.3,498.5,49,1_back,mst_306_A_l2.png
L,31417586,31417598,13,935,494.3,928.1,470.1,49,1_back,mst_306_A_l2.png
L,31417778,31417787,10,928.5,457.9,940.5,442.5,49,1_back,mst_306_A_l2.png
L,31418211,31418228,18,953.9,447.1,959.3,475.1,49,1_back,mst_306_A_l2.png
L,31418401,31418408,8,970.1,502.1,990.3,507.1,50,1_back,mst_050_A_foil.png
L,31418681,31418690,10,987.2,510.4,963.9,521.2,50,1_back,mst_050_A_foil.png
L,31419667,31419680,14,947.5,493.9,990.9,502.9,50,1_back,mst_050_A_foil.png
L,31422142,31422161,20,961.6,488.4,978.7,467,51,1_back,mst_050_A_foil.png
L,31422334,31422344,11,974.7,463.5,948.3,450.7,51,1_back,mst_050_A_foil.png
L,31422605,31422623,19,953.3,444.4,974.6,489.5,51,1_back,mst_050_A_foil.png
L,31423399,31423606,208,976.1,502.7,982.2,499.6,52,1_back,mst_124_A_l1.png
L,31424353,31424374,22,972.5,495,955,415,52,1_back,mst_124_A_l1.png
L,31425438,31425447,10,968.1,440.4,973.2,453.1,53,1_back,mst_249_A_foil.png
L,31426410,31426415,6,965.1,495.4,973.9,506.2,53,1_back,mst_249_A_foil.png
L,31426780,31426796,17,967.6,503.1,958.7,536,53,1_back,mst_249_A_foil.png
L,31427398,31427587,190,964.6,527.8,999.6,530.7,53,1_back,mst_249_A_foil.png
L,31429228,31429253,26,978.5,519.5,976.2,546.3,54,1_back,mst_249_A_foil.png
L,31432191,31432212,22,964.5,529.6,1006.2,504.6,55,1_back,mst_563_A_foil.png
L,31432750,31432770,21,1001.5,493.6,973.2,528.7,56,1_back,mst_563_A_foil.png
L,31433523,31433546,24,969.9,511,947.2,415.3,56,1_back,mst_563_A_foil.png
L,31434012,31434227,216,960.5,428.6,982.4,473,56,1_back,mst_563_A_foil.png
L,31434772,31434789,18,964.9,434,964,490,57,1_back,mst_503_A_foil.png
L,31435466,31435493,28,955.6,495.3,1011.9,562.9,57,1_back,mst_503_A_foil.png
L,31435737,31435761,25,1021.8,551.1,958.3,490.5,57,1_back,mst_503_A_foil.png
L,31437859,31437879,21,964,507.8,995.4,528.4,58,1_back,mst_503_A_foil.png
L,31438092,31438110,19,993.5,518.4,939.1,496.3,58,1_back,mst_503_A_foil.png
L,31438299,31438317,19,951,483.7,981.5,480.9,58,1_back,mst_503_A_foil.png
L,31438859,31438878,20,974.3,470.8,960.8,479.1,58,1_back,mst_503_A_foil.png
L,31440163,31440184,22,978.6,497.3,891,494,59,1_back,mst_311_A_l2.png
L,31440497,31440513,17,901.6,510.1,965.4,503.8,59,1_back,mst_311_A_l2.png
L,31446524,31446532,9,959.4,524.1,946.7,535.3,62,1_back,mst_628_A_foil.png
L,31446835,31446861,27,945.5,527,940.9,529.6,62,1_back,mst_628_A_foil.png
L,31447132,31447408,277,972,513.3,984.9,522.2,62,1_back,mst_628_A_foil.png
L,31447633,31447645,13,976.8,500.1,948,503.8,62,1_back,mst_628_A_foil.png
L,31448941,31448954,14,965,523.9,1001.5,538.1,63,1_back,mst_358_A_l2.png
L,31449121,31449132,12,993.6,521.5,956.8,525.5,63,1_back,mst_358_A_l2.png
L,31449405,31449419,15,964.3,502.3,981.1,548.8,63,1_back,mst_358_A_l2.png
L,31449786,31449805,20,983.4,554,947.8,503,63,1_back,mst_358_A_l2.png
L,31451552,31451575,24,955.3,506.8,964.9,543.3,64,1_back,mst_358_B_l2.png
L,31451933,31452164,232,966.2,536.4,972.4,542.5,64,1_back,mst_358_B_l2.png
L,31452266,31452294,29,1000.6,528.9,969.8,540.7,64,1_back,mst_358_B_l2.png
L,31452472,31452484,13,951,540.3,984.1,533.2,64,1_back,mst_358_B_l2.png
L,31452804,31452818,15,968.1,551.7,939.8,523,65,1_back,mst_287_A_l2.png
L,31453026,31453046,21,953.3,523.8,975.1,523.2,65,1_back,mst_287_A_l2.png
L,31453246,31453254,9,964.4,527.5,938.6,535.4,65,1_back,mst_287_A_l2.png
L,31455822,31455835,14,956.1,530,912.2,525.2,66,1_back,mst_138_A_l1.png
L,31456338,31456354,17,913.8,497.9,905.5,511.6,66,1_back,mst_138_A_l1.png
L,31456834,31456848,15,912.4,520.7,964.2,525.2,66,1_back,mst_138_A_l1.png
L,31457052,31457064,13,957.7,517.2,914.7,516,67,1_back,mst_138_B_l1.png
L,31457335,31457354,20,924.1,516.4,957.6,517.1,67,1_back,mst_138_B_l1.png
L,31458077,31458289,213,956.2,504.8,928.3,489.9,67,1_back,mst_138_B_l1.png
L,31458317,31458324,8,928.1,496.8,931.5,511.3,67,1_back,mst_138_B_l1.png
L,31459196,31459203,8,940.6,543.9,916.7,542.7,68,1_back,mst_282_A_l2.png
L,31459371,31459385,15,928.9,528.7,964.5,549.6,68,1_back,mst_282_A_l2.png
L,31459561,31459579,19,957,550.6,897.8,540.7,68,1_back,mst_282_A_l2.png
L,31459790,31459811,22,919.8,547.5,947,561.2,68,1_back,mst_282_A_l2.png
L,31460890,31460905,16,960.5,531,910.1,537.8,68,1_back,mst_282_A_l2.png
L,31461101,31461115,15,919.1,545.4,958,549.2,68,1_back,mst_282_A_l2.png
L,31461309,31461326,18,946.2,548,887.7,548,68,1_back,mst_282_A_l2.png
L,31461645,31461657,13,903.2,541.5,927.7,533.8,69,1_back,mst_284_A_l2.png
L,31463013,31463028,16,926,530.6,960.7,526,69,1_back,mst_284_A_l2.png
L,31463300,31463313,14,943.8,521.4,980.5,517.3,69,1_back,mst_284_A_l2.png
L,31463734,31463748,15,966.6,513.2,917.4,516.4,69,1_back,mst_284_A_l2.png
L,31465207,31465219,13,932.6,519.5,965.8,528.1,70,1_back,mst_284_B_l2.png
L,31465505,31465520,16,955.8,522.8,914.4,528.8,70,1_back,mst_284_B_l2.png
L,31465582,31465781,200,924.7,537.5,942.3,525,70,1_back,mst_284_B_l2.png
L,31466125,31466155,31,929.1,546.5,894.5,541.8,70,1_back,mst_284_B_l2.png
L,31466436,31466454,19,885.3,541.4,956,547.1,71,1_back,mst_128_A_l1.png
L,31466666,31466686,21,948.8,542.7,918.7,540.6,71,1_back,mst_128_A_l1.png
L,31466910,31466938,29,920.7,536.7,941.2,543,71,1_back,mst_128_A_l1.png
L,31467720,31467730,11,962,529.2,975.9,520.6,71,1_back,mst_128_A_l1.png
L,31467919,31467940,22,969.1,515.7,914,529.8,71,1_back,mst_128_A_l1.png
L,31468405,31468420,16,920.5,531.6,966.1,534.2,71,1_back,mst_128_A_l1.png
L,31469592,31469610,19,952.7,535.3,1006.5,517.7,72,1_back,mst_128_B_l1.png
L,31469800,31469822,23,1010.8,514.7,960.6,529.6,72,1_back,mst_128_B_l1.png
L,31470607,31470629,23,956.2,540.7,972.6,571,73,1_back,mst_055_A_l1.png
L,31471695,31471713,19,966.7,554.4,956.7,542.5,73,1_back,mst_055_A_l1.png
L,31471803,31472004,202,973,540.5,973.6,548.7,73,1_back,mst_055_A_l1.png
L,31472249,31472264,16,967.9,527.9,958.6,519.8,73,1_back,mst_055_A_l1.png
L,31473515,31473532,18,956.1,534.6,999.5,546.6,74,1_back,mst_055_B_l1.png
L,31473982,31474003,22,999.6,544.8,934.4,503.1,74,1_back,mst_055_B_l1.png
L,31474204,31474220,17,946,506.5,995.6,518.5,74,1_back,mst_055_B_l1.png
L,31474416,31474426,11,996.3,517.5,1016.8,542.5,74,1_back,mst_055_B_l1.png
L,31475038,31475055,18,1010.8,549.6,952.2,539.5,75,1_back,mst_101_A_l1.png
L,31475726,31475748,23,963,541.8,1027.6,576,75,1_back,mst_101_A_l1.png
L,31476010,31476030,21,1018.9,575.1,963,539.9,75,1_back,mst_101_A_l1.png
L,31476292,31476301,10,958.6,515.2,981.3,524.9,75,1_back,mst_101_A_l1.png
L,31476456,31476479,24,980.9,530.9,1032.7,606.2,75,1_back,mst_101_A_l1.png
L,31476689,31476711,23,1034.2,626.9,1003.7,550.7,75,1_back,mst_101_A_l1.png
L,31477257,31477268,12,1005.8,551.5,972.8,546.7,76,1_back,mst_219_A_l2.png
L,31478481,31478698,218,963.5,521.9,935.7,513.2,76,1_back,mst_219_A_l2.png
L,31478936,31478950,15,927.9,477,983.2,463.4,76,1_back,mst_219_A_l2.png
L,31479747,31479763,17,986.9,470.7,973.9,491.1,77,1_back,mst_193_A_l2.png
L,31480027,31480045,19,972.4,495.9,970.2,536.1,77,1_back,mst_193_A_l2.png
L,31482568,31482583,16,981.6,536.1,938.2,524.4,78,1_back,mst_026_A_l1.png
L,31482617,31482834,218,944,518.8,955.1,515.3,78,1_back,mst_026_A_l1.png
L,31483481,31483495,15,952.8,480,993.9,498.3,78,1_back,mst_026_A_l1.png
L,31483791,31483807,17,994.7,510.5,945.4,508.8,79,1_back,mst_026_B_l1.png
L,31485122,31485134,13,952.6,510.5,995.1,523.7,79,1_back,mst_026_B_l1.png
L,31485365,31485384,20,996.6,536.2,952.1,528.2,79,1_back,mst_026_B_l1.png
L,31485631,31485649,19,958.9,520.8,979.5,528.2,79,1_back,mst_026_B_l1.png
L,31485867,31485885,19,976.4,520.8,945.9,532.6,79,1_back,mst_026_B_l1.png
L,31486374,31486557,184,961.3,499.7,947.9,476.6,80,1_back,mst_075_B_l1.png
L,31486957,31486974,18,942.9,528.9,996.3,540.2,80,1_back,mst_075_B_l1.png
L,31487649,31487669,21,979.2,539.1,912,543.6,80,1_back,mst_075_B_l1.png
L,31488628,31488646,19,929.9,540.6,989.8,546.7,81,1_back,mst_199_B_l2.png
L,31490053,31490273,221,990.5,527.8,969.8,511.9,81,1_back,mst_199_B_l2.png
L,31492045,31492254,210,964.2,506.1,986.4,548.8,82,1_back,mst_059_A_l1.png
L,31492522,31492540,19,973.4,536.1,972.8,551.3,82,1_back,mst_059_A_l1.png
L,31492821,31492838,18,967.7,543.1,929,525,82,1_back,mst_059_A_l1.png
L,31493409,31493439,31,939.9,524.2,962.1,530.8,83,1_back,mst_059_B_l1.png
L,31494319,31494337,19,964.1,527.1,976.7,539,83,1_back,mst_059_B_l1.png
L,31494951,31494965,15,976.3,537.2,973.6,511.5,83,1_back,mst_059_B_l1.png
L,31496762,31497008,247,987.5,532.6,976.1,522.8,84,1_back,mst_256_A_foil.png
L,31497029,31497046,18,969.6,483.1,984.1,521.2,84,1_back,mst_256_A_foil.png
L,31497373,31497380,8,984.2,527.4,967.7,523.3,84,1_back,mst_256_A_foil.png
L,31498421,31498443,23,956.3,530.9,997.4,546.9,85,1_back,mst_256_A_foil.png
L,31499159,31499176,18,990.1,520,923.5,521.3,85,1_back,mst_256_A_foil.png
L,31499438,31499452,15,930.6,528.3,972.2,533.2,85,1_back,mst_256_A_foil.png
L,31500489,31500507,19,978.7,534.5,995.9,538,86,1_back,mst_077_A_l1.png
L,31501258,31501279,22,986.7,528.5,948.1,475.3,86,1_back,mst_077_A_l1.png
L,31501857,31501877,21,962.8,480.8,1022.5,533.8,86,1_back,mst_077_A_l1.png
L,31502485,31502499,15,1019.2,547.8,985.1,548.4,87,1_back,mst_017_B_l1.png
L,31503074,31503368,295,999,537.7,1024.9,643.2,87,1_back,mst_017_B_l1.png
L,31505162,31505176,15,987.7,525.1,930.2,515.8,88,1_back,mst_077_B_l1.png
L,31505407,31505421,15,926,507.6,964.9,479,88,1_back,mst_077_B_l1.png
L,31505773,31505790,18,957.7,464.1,1009.2,502.2,88,1_back,mst_077_B_l1.png
L,31506420,31506426,7,1004.4,523.1,987,527.8,89,1_back,mst_229_A_l2.png
L,31507833,31507855,23,988.4,525,982.5,474.4,89,1_back,mst_229_A_l2.png
L,31508938,31508959,22,984.5,510.9,952.2,508.9,90,1_back,mst_229_B_l2.png
L,31509772,31509787,16,954.1,493,1011.9,489,90,1_back,mst_229_B_l2.png
L,31510076,31510091,16,1005.8,488.3,960.4,493.8,90,1_back,mst_229_B_l2.png
L,31510529,31510540,12,963.4,497.7,998.6,502.6,90,1_back,mst_229_B_l2.png
L,31510947,31510966,20,992.4,492.7,975,509.3,91,1_back,mst_124_B_l1.png
L,31511737,31511761,25,989,525.5,946.5,468.9,91,1_back,mst_124_B_l1.png
L,31511958,31511973,16,954.3,438.5,974.4,411,91,1_back,mst_124_B_l1.png
L,31512050,31512285,236,983.8,407.3,984.9,450.6,91,1_back,mst_124_B_l1.png
L,31512517,31512526,10,1000.8,384.8,982,390.9,91,1_back,mst_124_B_l1.png
L,31512562,31512858,297,978.8,399.8,992.1,525.7,91,1_back,mst_124_B_l1.png
L,31513063,31513069,7,983.1,428.6,967.8,433.1,92,1_back,mst_566_A_foil.png
L,31513256,31513272,17,944,437.4,993,476.6,92,1_back,mst_566_A_foil.png
L,31513445,31513450,6,986.4,477.3,976,480.4,92,1_back,mst_566_A_foil.png
L,31514185,31514198,14,972.5,486.9,960.5,506.9,92,1_back,mst_566_A_foil.png
L,31514503,31514512,10,967.3,502,996.1,498.4,92,1_back,mst_566_A_foil.png
L,31514744,31514756,13,986.8,496.7,962.2,476.2,92,1_back,mst_566_A_foil.png
L,31515098,31515139,42,965.1,481.7,983.8,568.9,92,1_back,mst_566_A_foil.png
L,31515296,31515306,11,991.1,585,1015.3,565.4,92,1_back,mst_566_A_foil.png
L,31515640,31515650,11,1006.6,556.8,982,539.2,93,1_back,mst_566_A_foil.png
L,31515840,31515846,7,986.4,535,975.4,521,93,1_back,mst_566_A_foil.png
L,31516352,31516364,13,979.5,532.2,984.7,552.8,93,1_back,mst_566_A_foil.png
L,31516769,31516783,15,981.2,546.1,1012.7,564.9,93,1_back,mst_566_A_foil.png
L,31517727,31517751,25,1013,537.8,972.3,515.2,94,1_back,mst_112_A_l1.png
L,31518707,31518715,9,979.9,524.3,982.5,537.7,94,1_back,mst_112_A_l1.png
L,31519200,31519417,218,993.6,539.1,938,538.9,94,1_back,mst_112_A_l1.png
L,31519610,31519628,19,928.9,509.8,981.1,531.6,94,1_back,mst_112_A_l1.png
L,31520044,31520060,17,984.9,562.8,971.2,552.9,95,1_back,mst_112_B_l1.png
