eye,onset,offset,duration,start_x,start_y,end_x,end_y,trial_id,task,stim_id
L,31985565,31985581,17,976.9,480.5,1003.5,524.1,73,2_back,mst_266_B_l2.png
L,31985892,31985908,17,1000.6,556,956,531.8,73,2_back,mst_266_B_l2.png
L,31987206,31987229,24,993.1,551.2,982.2,481.2,74,2_back,mst_050_A_l1.png
L,31987932,31987942,11,985,465.8,956,476.9,74,2_back,mst_050_A_l1.png
L,31989479,31989487,9,970.7,506.1,996.2,508.6,75,2_back,mst_149_A_l1.png
L,31989707,31989929,223,1001.2,510.8,961.8,462.8,75,2_back,mst_149_A_l1.png
L,31990251,31990268,18,988.8,491.9,1040.5,497.6,75,2_back,mst_149_A_l1.png
L,31990914,31990931,18,1018.9,492.5,962.5,498.2,76,2_back,mst_349_A_l2.png
L,31995031,31995051,21,973.2,507.4,972.8,479.1,77,2_back,mst_217_A_l2.png
L,31996353,31996657,305,963.6,513.2,978.7,448.2,78,2_back,mst_208_A_l2.png
L,31998530,31998539,10,959,486.5,985.6,494.2,79,2_back,mst_216_A_l2.png
L,31999504,31999515,12,1004.6,498.9,965.9,505.6,79,2_back,mst_216_A_l2.png
L,32001465,32001479,15,1003.3,507.9,1039.4,499.1,80,2_back,mst_360_A_l2.png
L,32001814,32001828,15,999.2,503.5,960.6,502.2,80,2_back,mst_360_A_l2.png
L,32003488,32003745,258,1000.7,530.2,993.1,466.6,81,2_back,mst_216_A_l2.png
L,32004130,32004147,18,981.6,531.4,972.6,536.7,81,2_back,mst_216_A_l2.png
L,32004433,32004438,6,982.3,511,996.8,509.7,82,2_back,mst_360_B_l2.png
L,32005949,32005966,18,991.3,534.4,984.7,553.4,82,2_back,mst_360_B_l2.png
L,32006222,32006239,18,985.7,553.5,1037.3,526.9,82,2_back,mst_360_B_l2.png
L,32006566,32006584,19,1033,520.6,1001,534.1,82,2_back,mst_360_B_l2.png
L,32007255,32007265,11,989.5,522.7,963.2,526.1,83,2_back,mst_153_A_l1.png
L,32007751,32007768,18,971.8,527.3,967.6,497.2,83,2_back,mst_153_A_l1.png
L,32008188,32008195,8,971.8,489.5,993.5,493.4,83,2_back,mst_153_A_l1.png
L,32009337,32009356,20,977.1,504,963,516.3,84,2_back,mst_021_A_l1.png
L,32010102,32010119,18,972.8,512.6,1002.2,522.4,84,2_back,mst_021_A_l1.png
L,32010503,32010510,8,992.9,518.8,970.4,520.7,84,2_back,mst_021_A_l1.png
L,32012418,32012639,222,990.8,530.4,968.2,461.7,85,2_back,mst_153_A_l1.png
L,32013249,32013266,18,970.3,521,963,529.5,86,2_back,mst_021_B_l1.png
L,32013994,32014019,26,943.2,503.5,1071.3,532.8,86,2_back,mst_021_B_l1.png
L,32014273,32014299,27,1070.9,531.3,924.1,514,86,2_back,mst_021_B_l1.png
L,32014453,32014481,29,923.4,520.9,1070.2,533.8,86,2_back,mst_021_B_l1.png
L,32014668,32014679,12,1075.1,535.9,1102.5,556.9,86,2_back,mst_021_B_l1.png
L,32014823,32014848,26,1105.8,558.7,945.1,514.8,86,2_back,mst_021_B_l1.png
L,32016319,32016339,21,955,520.7,1028,555,87,2_back,mst_129_A_l1.png
L,32016559,32016764,206,1043.2,565.4,924.4,488.2,87,2_back,mst_129_A_l1.png
L,32016922,32016947,26,931.4,498.8,1018.8,582.6,87,2_back,mst_129_A_l1.png
L,32017117,32017136,20,1026.6,585.5,1087.7,626.7,87,2_back,mst_129_A_l1.png
L,32017262,32017291,30,1090,625.7,940.4,485,87,2_back,mst_129_A_l1.png
L,32017526,32017547,22,944.6,483.2,1029,528.1,88,2_back,mst_346_A_l2.png
L,32017823,32017846,24,1045.7,548.1,928.6,521.1,88,2_back,mst_346_A_l2.png
L,32018043,32018058,16,927.6,520.6,973.7,538.3,88,2_back,mst_346_A_l2.png
L,32018748,32018774,27,957.6,538,959.5,453.7,88,2_back,mst_346_A_l2.png
L,32019073,32019087,15,966.7,436.3,957.6,400.9,88,2_back,mst_346_A_l2.png
L,32020082,32020119,38,969.3,428.1,1005.8,508.3,89,2_back,mst_053_A_l1.png
L,32020282,32020303,22,999.5,501.4,956.5,501.2,89,2_back,mst_053_A_l1.png
L,32020557,32020579,23,965.6,505,985.1,517,89,2_back,mst_053_A_l1.png
L,32021812,32021821,10,976.4,514,955.8,505.2,89,2_back,mst_053_A_l1.png
L,32023358,32023386,29,974.8,511.3,965.9,427.3,90,2_back,mst_346_B_l2.png
L,32023928,32024204,277,1020.9,416.3,1001.8,530.6,90,2_back,mst_346_B_l2.png
L,32024549,32024565,17,1017.8,450.7,972,482.6,91,2_back,mst_053_B_l1.png
L,32025452,32025467,16,978.5,501.8,1018.1,529.8,91,2_back,mst_053_B_l1.png
L,32025905,32025923,19,1023.9,530.8,965.3,501.7,91,2_back,mst_053_B_l1.png
L,32026377,32026388,12,961.2,497.5,999.6,497.1,92,2_back,mst_111_A_l1.png
L,32027635,32027642,8,981.8,505.7,960.4,504.3,92,2_back,mst_111_A_l1.png
L,32027842,32028074,233,982.5,500.4,968.5,507.5,92,2_back,mst_111_A_l1.png
L,32028147,32028155,9,1004.2,493,1031.2,486,92,2_back,mst_111_A_l1.png
L,32028340,32028353,14,1024.5,509.4,986,505.4,92,2_back,mst_111_A_l1.png
L,32028906,32028914,9,989.1,502.5,996,518.7,93,2_back,mst_144_A_l1.png
L,32030003,32030014,12,992.9,527.2,957.8,529.8,93,2_back,mst_144_A_l1.png
L,32030327,32030341,15,972,519.9,1010,525.4,93,2_back,mst_144_A_l1.png
L,32030541,32030548,8,1003.5,525.5,991.4,516.1,93,2_back,mst_144_A_l1.png
L,32030579,32031367,789,996.1,506.3,1015.8,756.4,94,2_back,mst_111_A_l1.png
L,32032769,32032781,13,988.9,514.6,1027.9,519.8,94,2_back,mst_111_A_l1.png
L,32032996,32033016,21,1028.4,521,983.5,510.2,94,2_back,mst_111_A_l1.png
L,32034390,32034411,22,989.6,527.9,1000.6,598.1,95,2_back,mst_123_A_l1.png
L,32034915,32034927,13,1000.1,587.2,975.9,568.4,95,2_back,mst_123_A_l1.png
L,32035116,32035910,795,993.5,559.6,1029.9,704,96,2_back,mst_032_A_l1.png
L,32037405,32037424,20,982.3,503.4,1027.1,504.8,96,2_back,mst_032_A_l1.png
L,32037633,32037649,17,1020.6,499.9,969,494.7,96,2_back,mst_032_A_l1.png
L,32039271,32039290,20,974.6,527.4,969.4,516.7,97,2_back,mst_298_A_l2.png
L,32039443,32039702,260,980.3,511.7,989.7,633.5,97,2_back,mst_298_A_l2.png
L,32039906,32039925,20,995,465.2,943.7,499.6,97,2_back,mst_298_A_l2.png
L,32040616,32040627,12,968.9,504.2,995.8,514.4,98,2_back,mst_032_B_l1.png
L,32040895,32040922,28,982.6,501.4,971.4,517.9,98,2_back,mst_032_B_l1.png
L,32041482,32041501,20,951,522.6,1024.7,531.2,98,2_back,mst_032_B_l1.png
L,32042632,32042650,19,1021.6,522.3,967.1,509,99,2_back,mst_200_A_l2.png
L,32042838,32042855,18,970.3,513.5,972.2,526.3,99,2_back,mst_200_A_l2.png
L,32043715,32043724,10,965.3,512.3,976.3,528.1,99,2_back,mst_200_A_l2.png
L,32043966,32043975,10,972.6,540.9,942.3,541.2,99,2_back,mst_200_A_l2.png
L,32044287,32044308,22,943.7,539.4,1001.7,551.8,99,2_back,mst_200_A_l2.png
L,32044562,32044812,251,1033.9,548.5,966.8,552.9,99,2_back,mst_200_A_l2.png
L,32045132,32045137,6,1007.1,525.8,996.2,516.9,100,2_back,mst_352_A_l2.png
L,32045343,32045360,18,994.1,507.3,974.8,515.7,100,2_back,mst_352_A_l2.png
L,32046104,32046111,8,972.1,540.2,995.9,532.1,100,2_back,mst_352_A_l2.png
L,32046339,32046359,21,1001.9,525.9,1000.4,463,100,2_back,mst_352_A_l2.png
L,32046630,32046655,26,1005.1,465.6,999.8,571,100,2_back,mst_352_A_l2.png
L,32046908,32046929,22,989.1,570,980.9,505.9,100,2_back,mst_352_A_l2.png
L,32047114,32047138,25,986.9,499.7,970.5,397.2,101,2_back,mst_200_A_l2.png
L,32047368,32047391,24,985.6,403,984.4,491.2,101,2_back,mst_200_A_l2.png
L,32048447,32048463,17,979,527.8,968.5,559.6,101,2_back,mst_200_A_l2.png
L,32048866,32049161,296,981.8,546.8,978.9,550.9,101,2_back,mst_200_A_l2.png
L,32049814,32049819,6,996.5,533.6,979.5,531.1,102,2_back,mst_352_A_l2.png
L,32050947,32050970,24,966.9,531.9,1005.6,494.3,102,2_back,mst_352_A_l2.png
L,32051229,32051251,23,1004.2,480,979.9,403.9,102,2_back,mst_352_A_l2.png
L,32051665,32051688,24,988.2,413.8,1001.1,489.2,102,2_back,mst_352_A_l2.png
L,32051836,32051857,22,1004.7,515.6,1017.2,453.5,102,2_back,mst_352_A_l2.png
L,32052081,32052114,34,1017.6,456.9,985.5,497.9,103,2_back,mst_060_A_l1.png
L,32052515,32052540,26,967.4,478.9,967.8,512.5,103,2_back,mst_060_A_l1.png
L,32053536,32053549,14,979.4,505.7,995.5,532.5,103,2_back,mst_060_A_l1.png
L,32053866,32054653,788,994,519.1,1002.9,783,104,2_back,mst_052_A_l1.png
L,32054965,32054980,16,976.9,495.9,972.4,511.4,104,2_back,mst_052_A_l1.png
L,32055601,32055618,18,967.6,506.7,993.5,544,104,2_back,mst_052_A_l1.png
L,32055751,32055773,23,991.3,537.3,979,606.9,104,2_back,mst_052_A_l1.png
L,32056174,32056185,12,975.6,586,1002.5,594.6,104,2_back,mst_052_A_l1.png
L,32056377,32056396,20,993.8,591.6,981.7,637.5,104,2_back,mst_052_A_l1.png
L,32056753,32056776,24,982.5,632.4,980.6,535.4,104,2_back,mst_052_A_l1.png
L,32058130,32058143,14,980.3,517,1001,496.6,105,2_back,mst_060_A_l1.png
L,32058225,32059047,823,1002,497.7,1042,799.7,106,2_back,mst_052_A_l1.png
L,32059265,32059273,9,980.4,500.6,980.6,517,106,2_back,mst_052_A_l1.png
L,32060035,32060049,15,985.6,521.2,999.5,542.1,106,2_back,mst_052_A_l1.png
L,32060252,32060257,6,1002.6,551.5,1004.3,558.6,106,2_back,mst_052_A_l1.png
L,32060753,32060767,15,1004.6,572,964.6,576.5,106,2_back,mst_052_A_l1.png
L,32061038,32061049,12,980.5,581.2,996.2,549.4,106,2_back,mst_052_A_l1.png
L,32061551,32061572,22,996.6,535.8,975.8,514.9,107,2_back,mst_138_A_l1.png
L,32062157,32062177,21,974.9,520.4,892.6,542.1,107,2_back,mst_138_A_l1.png
L,32062463,32062475,13,887.6,546.7,932.3,541.3,107,2_back,mst_138_A_l1.png
L,32062712,32062726,15,946.7,527.7,892.8,531.9,107,2_back,mst_138_A_l1.png
L,32062970,32062988,19,894.3,532.1,842.5,554.6,107,2_back,mst_138_A_l1.png
L,32063336,32063361,26,841.3,572.6,937.5,531.8,108,2_back,mst_139_A_l1.png
L,32063824,32063828,5,948.6,525.3,959.9,524.6,108,2_back,mst_139_A_l1.png
L,32064170,32064188,19,962.2,523.8,977.5,521,108,2_back,mst_139_A_l1.png
L,32064424,32065214,791,980.1,511.9,980.1,768.2,108,2_back,mst_139_A_l1.png
L,32065487,32065500,14,973.2,520.8,935.1,511.9,109,2_back,mst_138_A_l1.png
L,32065696,32065718,23,952.7,507.4,976.1,515.6,109,2_back,mst_138_A_l1.png
L,32066565,32066573,9,981.7,509.9,1005.7,506.4,109,2_back,mst_138_A_l1.png
L,32066707,32067493,787,1009.4,503,1030.2,810.5,110,2_back,mst_139_A_l1.png
L,32068476,32068496,21,980.2,520.8,1006,555.7,110,2_back,mst_139_A_l1.png
L,32069078,32069096,19,1005.4,538.8,933.2,525.8,110,2_back,mst_139_A_l1.png
L,32069206,32069224,19,932.2,519.7,924.3,490.2,110,2_back,mst_139_A_l1.png
L,32069390,32069406,17,921.7,491.1,975.7,493.2,110,2_back,mst_139_A_l1.png
L,32069663,32069679,17,987.2,527.9,957.2,528,111,2_back,mst_215_A_l2.png
L,32070534,32070548,15,956.8,531.5,1004.9,549.9,111,2_back,mst_215_A_l2.png
L,32070764,32070780,17,1003.8,547.2,959.1,548.7,111,2_back,mst_215_A_l2.png
L,32073351,32073373,23,988.5,537.2,1034.8,589.9,112,2_back,mst_101_A_l1.png
L,32073677,32073688,12,1024.8,589.4,993.4,589.2,112,2_back,mst_101_A_l1.png
L,32073872,32073894,23,1002.5,581.9,968.2,509.9,112,2_back,mst_101_A_l1.png
L,32074171,32074193,23,974,519.1,1018.6,577.7,113,2_back,mst_199_A_l2.png
L,32074398,32074405,8,1005.3,564.3,991.6,553.3,113,2_back,mst_199_A_l2.png
L,32075337,32075351,15,990.8,545.7,1027.5,538.7,113,2_back,mst_199_A_l2.png
L,32075687,32076474,788,1020.4,529.8,1013.5,730.6,114,2_back,mst_101_B_l1.png
L,32076813,32076834,22,992,514.3,982.6,537.1,114,2_back,mst_101_B_l1.png
L,32077593,32077613,21,978.2,519.8,1050.1,543.6,114,2_back,mst_101_B_l1.png
L,32077888,32077909,22,1041.2,549.2,1015,558.3,114,2_back,mst_101_B_l1.png
L,32078137,32078161,25,1012.1,558.6,962.7,478.1,114,2_back,mst_101_B_l1.png
L,32078407,32079189,783,959.4,479.4,1018.5,833.6,115,2_back,mst_199_A_l2.png
L,32080603,32080611,9,990.6,505.6,1013.9,510.4,115,2_back,mst_199_A_l2.png
L,32080948,32080957,10,1009.3,512.4,983.9,509,115,2_back,mst_199_A_l2.png
L,32082202,32082218,17,981.1,510.9,932.9,522.3,116,2_back,mst_308_A_l2.png
L,32082429,32082449,21,954,521.3,1006,581.7,116,2_back,mst_308_A_l2.png
L,32082820,32082839,20,1014.5,581.7,953.3,535.3,116,2_back,mst_308_A_l2.png
L,32083028,32083039,12,948.5,516.1,988.8,519.5,116,2_back,mst_308_A_l2.png
L,32083447,32083460,14,992.1,520.1,949,521.1,117,2_back,mst_356_A_l2.png
L,32084640,32084662,23,963.2,538.9,1065.7,541.1,117,2_back,mst_356_A_l2.png
L,32084937,32085162,226,1116.7,548.5,1008.7,533.2,117,2_back,mst_356_A_l2.png
L,32085631,32085648,18,1046,507.4,989.5,532.7,117,2_back,mst_356_A_l2.png
L,32087430,32087669,240,1016.3,541.1,969.5,579.3,118,2_back,mst_308_A_l2.png
L,32089282,32089301,20,985.2,550.4,1024.4,558,119,2_back,mst_356_A_l2.png
L,32090585,32090595,11,1017.5,523.1,990.5,532.1,120,2_back,mst_157_A_l1.png
L,32090861,32090868,8,983.4,530.5,966.3,533.3,120,2_back,mst_157_A_l1.png
L,32091448,32091464,17,989.9,546.3,924.8,532.6,120,2_back,mst_157_A_l1.png
L,32091891,32091903,13,919.6,516.9,961,537.5,120,2_back,mst_157_A_l1.png
L,32092091,32092103,13,974.6,532.9,1010.7,538.2,120,2_back,mst_157_A_l1.png
L,32092333,32092347,15,1036.2,538.5,985.1,531.5,120,2_back,mst_157_A_l1.png
L,32093467,32093489,23,969.5,520.5,991.3,538.2,121,2_back,mst_026_A_l1.png
L,32093769,32093783,15,991.9,532.4,946.3,513.3,121,2_back,mst_026_A_l1.png
L,32094120,32094129,10,960.5,492,991,493.2,121,2_back,mst_026_A_l1.png
L,32094766,32094775,10,993.3,496.8,965.8,488.9,121,2_back,mst_026_A_l1.png
L,32095116,32095127,12,972.7,488.1,998.3,509.9,122,2_back,mst_119_A_l1.png
L,32095386,32095405,20,981,514,964.5,515.9,122,2_back,mst_119_A_l1.png
L,32096004,32096021,18,967.5,516.5,1029.7,536.7,122,2_back,mst_119_A_l1.png
L,32096236,32096983,748,1041.7,542.4,1043.2,719.9,122,2_back,mst_119_A_l1.png
L,32098506,32098522,17,990.1,512.8,1044,484.3,123,2_back,mst_077_A_l1.png
L,32098737,32098754,18,1037.2,489.7,977.7,495.4,123,2_back,mst_077_A_l1.png
L,32099426,32099432,7,990.8,502.8,993.9,513.2,124,2_back,mst_119_A_l1.png
L,32100652,32100668,17,975.8,495.6,1029.4,511,124,2_back,mst_119_A_l1.png
L,32100903,32100919,17,1023.2,512.5,965.6,506.7,124,2_back,mst_119_A_l1.png
L,32101408,32101421,14,971.6,501.8,999.3,517.4,124,2_back,mst_119_A_l1.png
L,32101722,32101739,18,978.7,516.1,961.7,521.9,125,2_back,mst_315_A_l2.png
L,32102719,32102730,12,951.3,524.3,922.5,540,125,2_back,mst_315_A_l2.png
L,32102832,32103083,252,927.7,542.8,820.8,523.8,125,2_back,mst_315_A_l2.png
L,32103279,32103302,24,839.4,569.8,975.2,546.8,125,2_back,mst_315_A_l2.png
L,32103502,32103524,23,1007.3,549.5,891.6,549,125,2_back,mst_315_A_l2.png
L,32103730,32103754,25,862.2,571.5,1013.2,507.1,125,2_back,mst_315_A_l2.png
L,32103969,32104001,33,1049.7,507.7,901.3,529.3,126,2_back,mst_193_A_l2.png
L,32104247,32104267,21,905.4,532.5,984.8,535.3,126,2_back,mst_193_A_l2.png
L,32105307,32105322,16,962.9,527.9,1010.8,520.5,126,2_back,mst_193_A_l2.png
L,32105606,32105628,23,1014.7,509.4,966.8,521.8,126,2_back,mst_193_A_l2.png
L,32107345,32107367,23,968.2,507.3,1034.7,559.4,127,2_back,mst_315_B_l2.png
L,32107825,32107848,24,1041.2,560.1,908.5,547.8,127,2_back,mst_315_B_l2.png
L,32108096,32108116,21,902.3,558.2,982.7,548.9,127,2_back,mst_315_B_l2.png
L,32108943,32108965,23,983.7,539.6,963.9,537.5,128,2_back,mst_193_B_l2.png
L,32110213,32110231,19,960.8,554,1035.1,540.8,128,2_back,mst_193_B_l2.png
L,32110466,32110488,23,1031.3,523.1,953.3,482.5,128,2_back,mst_193_B_l2.png
L,32110795,32110814,20,951.4,497.4,1001.5,536.9,128,2_back,mst_193_B_l2.png
L,32111278,32111297,20,985.6,535.1,962.8,527,129,2_back,mst_073_A_l1.png
L,32111754,32111782,29,971,522.3,970.6,536.2,129,2_back,mst_073_A_l1.png
L,32112386,32112400,15,980.3,549.3,941.3,548.3,129,2_back,mst_073_A_l1.png
L,32112948,32112961,14,952.6,540.4,1000.9,551.5,129,2_back,mst_073_A_l1.png
L,32113445,32113465,21,1017.5,556.4,936.8,537.7,130,2_back,mst_222_A_l2.png
L,32113687,32113701,15,943.2,546.8,989.4,544.2,130,2_back,mst_222_A_l2.png
L,32113941,32113964,24,977,547.3,951.5,554.2,130,2_back,mst_222_A_l2.png
L,32114444,32114463,20,952.7,553.1,1030.9,552.1,130,2_back,mst_222_A_l2.png
L,32115174,32115189,16,1027,544.2,969.6,535.5,130,2_back,mst_222_A_l2.png
L,32115533,32115548,16,963.3,535.2,1022.1,543.9,130,2_back,mst_222_A_l2.png
L,32115791,32115803,13,1006.7,533.9,972.8,537.3,131,2_back,mst_073_B_l1.png
L,32116777,32116797,21,976.9,546.1,1045.5,559.3,131,2_back,mst_073_B_l1.png
L,32116896,32117707,812,1037.8,559.9,1036.7,874.5,131,2_back,mst_073_B_l1.png
L,32119124,32119144,21,952.5,552,981.9,527.4,132,2_back,mst_201_A_l2.png
L,32119384,32119401,18,999,513.1,936.3,505.8,132,2_back,mst_201_A_l2.png
L,32119688,32119701,14,954.4,504.3,997.2,502.8,132,2_back,mst_201_A_l2.png
L,32119961,32119977,17,994,512.2,948,520.8,132,2_back,mst_201_A_l2.png
L,32120484,32120490,7,969.9,498.2,981.1,510.3,133,2_back,mst_030_A_l1.png
L,32120681,32120686,6,969.2,513.6,956.2,516.1,133,2_back,mst_030_A_l1.png
L,32121525,32121538,14,961,514.4,1008.5,516.8,133,2_back,mst_030_A_l1.png
L,32121893,32121915,23,1018.8,516.5,971.4,504.6,133,2_back,mst_030_A_l1.png
L,32122142,32122430,289,972.7,500.6,962.4,468.1,133,2_back,mst_030_A_l1.png
L,32122720,32122744,25,991.5,492,959.2,519.4,134,2_back,mst_201_B_l2.png
L,32122922,32122934,13,954.9,519.3,989.8,523.7,134,2_back,mst_201_B_l2.png
L,32123755,32123776,22,973.8,523.6,1041.3,563,134,2_back,mst_201_B_l2.png
L,32124331,32124353,23,1034.9,554.4,953.4,516,134,2_back,mst_201_B_l2.png
L,32124468,32125226,759,957.3,527.6,963.3,620.2,135,2_back,mst_030_B_l1.png
L,32125803,32125841,39,965.1,511,1042.1,536.4,135,2_back,mst_030_B_l1.png
L,32126132,32126156,25,1062.8,534.5,965.9,490.7,135,2_back,mst_030_B_l1.png
L,32126682,32126694,13,981.7,505.6,994.4,538,135,2_back,mst_030_B_l1.png
L,32127262,32127272,11,974,545.9,954.6,530,136,2_back,mst_299_A_l2.png
L,32127855,32127870,16,979.8,530.7,980.1,546.4,136,2_back,mst_299_A_l2.png
L,32128243,32128256,14,974,544.7,932.4,546.6,136,2_back,mst_299_A_l2.png
L,32128501,32128523,23,940.5,540.3,1048.2,558,136,2_back,mst_299_A_l2.png
L,32128813,32128827,15,1062.6,548.1,1013.2,547.3,136,2_back,mst_299_A_l2.png
L,32128935,32129692,758,1020.8,556.9,1022.9,641,137,2_back,mst_164_A_l1.png
L,32129866,32129874,9,959.4,543,980.9,537.5,137,2_back,mst_164_A_l1.png
L,32130464,32130486,23,973.3,541.7,961.2,516.2,137,2_back,mst_164_A_l1.png
L,32130698,32130720,23,962.9,506.7,994.4,444.2,137,2_back,mst_164_A_l1.png
L,32130953,32130972,20,1000.9,440.7,986.2,398.6,137,2_back,mst_164_A_l1.png
L,32131292,32131305,14,992.9,414.8,965.7,443,137,2_back,mst_164_A_l1.png
L,32131740,32131762,23,968,460.5,1000.7,532.9,138,2_back,mst_299_B_l2.png
L,32133187,32133204,18,1006.3,527.4,1071.3,509.1,138,2_back,mst_299_B_l2.png
L,32134175,32134194,20,1079.3,504,998.4,514.4,139,2_back,mst_164_B_l1.png
L,32134444,32134474,31,1002.7,511.9,976.8,517.1,139,2_back,mst_164_B_l1.png
L,32134867,32134889,23,968,504.5,1045.8,455.9,139,2_back,mst_164_B_l1.png
L,32135146,32135164,19,1047.1,460.5,1079,407.4,139,2_back,mst_164_B_l1.png
L,32135410,32135434,25,1076,406.2,1012.4,501.6,139,2_back,mst_164_B_l1.png
L,32135770,32135787,18,999.5,523.8,1038.9,503.9,139,2_back,mst_164_B_l1.png
L,32136271,32136279,9,1030.2,499.4,1014.7,511.9,140,2_back,mst_358_A_l2.png
L,32136496,32136515,20,1021.1,522.7,987.4,545.2,140,2_back,mst_358_A_l2.png
L,32137111,32137880,770,1003.5,552,1025,787.2,140,2_back,mst_358_A_l2.png
L,32138567,32138573,7,983.5,555.3,971.3,548.8,141,2_back,mst_172_A_l1.png
L,32139211,32139226,16,987.8,553.2,1035.9,543.9,141,2_back,mst_172_A_l1.png
L,32139464,32139480,17,1027.8,544.8,1000,545.6,141,2_back,mst_172_A_l1.png
L,32140261,32140284,24,998.2,545,997.9,572.4,142,2_back,mst_358_A_l2.png
L,32141669,32141678,10,987.3,575.4,1018.3,573.2,142,2_back,mst_358_A_l2.png
L,32141989,32142001,13,1015.4,571.1,981.6,567.6,142,2_back,mst_358_A_l2.png
L,32143407,32143437,31,979.7,548.7,1008.3,579,143,2_back,mst_274_A_l2.png
L,32143608,32143628,21,1022.6,577.1,1016.9,501.8,143,2_back,mst_274_A_l2.png
L,32143777,32144008,232,1034.3,496.9,1038.5,681.7,143,2_back,mst_274_A_l2.png
L,32144118,32144137,20,1043.6,684.1,1038.8,638.3,143,2_back,mst_274_A_l2.png
L,32144580,32144627,48,1035.3,655.9,988,485.1,143,2_back,mst_274_A_l2.png
L,32144990,32145003,14,991.6,494.7,991.9,510.9,144,2_back,mst_316_A_l2.png
L,32145808,32145823,16,993.9,514.2,1031.4,525.8,144,2_back,mst_316_A_l2.png
L,32146069,32146087,19,1020.9,535.6,1006.6,554,144,2_back,mst_316_A_l2.png
L,32147122,32147139,18,996.5,527.1,995.5,535.9,145,2_back,mst_274_B_l2.png
L,32147915,32147943,29,994.3,541.5,1020.6,581.5,145,2_back,mst_274_B_l2.png
L,32148232,32148253,22,1029.8,585.8,994,495,145,2_back,mst_274_B_l2.png
L,32148473,32148699,227,1008.2,487.9,1002.5,563.5,145,2_back,mst_274_B_l2.png
L,32149254,32149273,20,1018.1,511.2,990.3,517.4,146,2_back,mst_316_A_l2.png
L,32150242,32150265,24,993.4,529.2,984.4,530.4,146,2_back,mst_316_A_l2.png
L,32151528,32151536,9,1000.3,537.7,976,541.6,147,2_back,mst_257_A_l2.png
L,32151746,32151756,11,984.8,541.1,1017.1,539.2,147,2_back,mst_257_A_l2.png
L,32151921,32151946,26,1006.8,535.9,1001.5,541.5,147,2_back,mst_257_A_l2.png
L,32152475,32152494,20,980.3,536.6,991.3,581.9,147,2_back,mst_257_A_l2.png
L,32152662,32152889,228,998.7,573.8,960.9,538.5,147,2_back,mst_257_A_l2.png
L,32152935,32152943,9,968.6,503.1,970,519.6,147,2_back,mst_257_A_l2.png
L,32153110,32153132,23,969.3,548,964,527.4,147,2_back,mst_257_A_l2.png
L,32154125,32154155,31,968.7,522.7,971.1,528.9,148,2_back,mst_287_A_l2.png
L,32154734,32154752,19,987.5,530.2,968.4,521.7,148,2_back,mst_287_A_l2.png
L,32154876,32155165,290,992.5,527,953.7,496.9,148,2_back,mst_287_A_l2.png
L,32155221,32155228,8,971.2,457.8,971.3,473.2,148,2_back,mst_287_A_l2.png
L,32156023,32156041,19,961.5,499.7,960.1,531.2,149,2_back,mst_126_A_l1.png
L,32156131,32156173,43,963.3,514.4,939.8,517.2,149,2_back,mst_126_A_l1.png
L,32157286,32157297,12,967.7,537.5,1001.9,528.1,149,2_back,mst_126_A_l1.png
L,32158393,32158416,24,981.6,514.3,976.1,536.3,150,2_back,mst_287_B_l2.png
L,32159860,32159890,31,962.9,513,1001.4,511.8,150,2_back,mst_287_B_l2.png
L,32160176,32160211,36,1014.9,511.7,986.4,521.7,150,2_back,mst_287_B_l2.png
L,32160771,32160799,29,961.7,521,968.1,522.2,151,2_back,mst_013_A_l1.png
L,32161504,32161775,272,989.1,526.7,991.9,526.6,151,2_back,mst_013_A_l1.png
L,32162027,32162049,23,996.3,508.3,950.1,502.2,151,2_back,mst_013_A_l1.png
L,32163718,32163733,16,961.4,536.1,999.3,526.6,152,2_back,mst_403_A_foil.png
L,32164017,32164035,19,973.5,528.9,950.6,543.8,152,2_back,mst_403_A_foil.png
L,32165816,32165836,21,954.9,535.5,1028,533.1,153,2_back,mst_013_B_l1.png
L,32166133,32166166,34,1027.7,512.6,981,518.8,153,2_back,mst_013_B_l1.png
L,32167001,32167020,20,946.1,509.2,972.1,526.6,154,2_back,mst_631_A_foil.png
L,32167578,32167601,24,962.4,522,950.7,592.4,154,2_back,mst_631_A_foil.png
L,32167790,32168588,799,975.1,597.2,1017.9,944.7,154,2_back,mst_631_A_foil.png
L,32168858,32168877,20,947.3,538.8,985.5,549.6,155,2_back,mst_582_A_foil.png
L,32169875,32169894,20,968.7,543.3,1004.8,535.8,155,2_back,mst_582_A_foil.png
L,32169973,32170237,265,1009.9,536.5,974,481.4,155,2_back,mst_582_A_foil.png
L,32170267,32170273,7,989.5,486.5,993.5,505.4,155,2_back,mst_582_A_foil.png
L,32171244,32171262,19,987,527.6,977.8,528.8,156,2_back,mst_181_A_foil.png
L,32172288,32172301,14,961.6,517.4,951.4,494.5,156,2_back,mst_181_A_foil.png
L,32172342,32172583,242,955.6,473.9,958.9,574.7,156,2_back,mst_181_A_foil.png
L,32173597,32173612,16,964.3,518.8,981.2,538.8,157,2_back,mst_725_A_foil.png
L,32174284,32174297,14,962.8,523.6,923.2,518.8,157,2_back,mst_725_A_foil.png
L,32174724,32174752,29,935.3,511.1,965.2,512.9,157,2_back,mst_725_A_foil.png
L,32175380,32175392,13,971.2,506.3,933.4,497,158,2_back,mst_185_A_foil.png
